,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,178133,122647,88457,92986,92986,96145,101575,114650,108816,178772,123858,213393,219493,240116,194214,260141,151121,119716,105292,139705,121273,Upgrade
1,Market Cap Growth,31.90%,27.56%,-12.91%,-18.90%,-14.55%,-46.22%,-17.99%,-46.27%,-50.42%,-25.55%,-36.23%,-17.97%,45.24%,100.57%,84.45%,86.21%,24.61%,-1.65%,-21.92%,12.71%,-13.42%,Upgrade
2,Enterprise Value,152299,93738,62393,67644,69403,74530,79961,88780,82947,151902,96987,194966,201067,222963,177062,243320,134300,103406,88982,128255,109823,Upgrade
3,Last Close Price,17.68,12.18,8.79,9.02,9.02,9.34,9.65,10.89,10.33,17.04,11.64,20.06,21.05,23.03,18.44,24.71,14.36,11.37,10.44,13.91,12.14,Upgrade
4,PE Ratio,10.45,7.69,6.50,19.46,18.57,17.32,17.45,19.80,21.89,39.25,23.29,36.83,35.85,36.85,30.27,40.59,22.30,16.85,13.12,15.25,12.23,Upgrade
5,Forward PE,12.38,13.23,11.00,12.25,14.77,14.64,16.48,14.96,14.99,20.08,14.03,18.37,21.10,21.83,18.76,22.66,15.01,11.96,11.28,11.92,11.13,Upgrade
6,PS Ratio,0.72,0.51,0.42,0.49,0.52,0.55,0.58,0.69,0.75,1.33,0.93,1.71,1.80,1.99,1.70,2.38,1.48,1.26,1.05,1.28,1.12,Upgrade
7,PB Ratio,1.81,1.12,0.86,0.98,-,1.10,1.17,1.33,1.29,2.10,1.38,2.48,2.59,3.04,2.50,3.41,2.06,1.79,1.57,2.27,2.01,Upgrade
8,P/TBV Ratio,1.20,1.20,0.92,1.04,-,1.16,1.18,1.35,1.31,2.15,1.41,2.54,2.65,3.07,2.52,3.44,2.08,1.80,1.59,2.30,2.03,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,-,8.11,6.56,8.69,6.67,13.89,20.92,41.15,89.89,-181.03,161.47,-,-,12.92,10.83,Upgrade
10,P/OCF Ratio,-,-,-,-,-,-,-,6.33,5.32,7.25,5.51,11.33,14.95,22.30,31.03,137.20,46.12,-,-,9.96,8.52,Upgrade
11,PEG Ratio,0.28,0.41,0.41,0.41,0.41,0.42,0.47,0.53,0.51,0.62,0.42,0.62,0.68,0.72,0.52,2.10,5.17,1.60,5.10,-,3.34,Upgrade
12,EV/Sales Ratio,0.61,0.39,0.29,0.36,0.38,0.42,0.46,0.53,0.57,1.13,0.73,1.56,1.65,1.85,1.55,2.22,1.32,1.09,0.88,1.18,1.01,Upgrade
13,EV/EBITDA Ratio,13.60,9.67,9.28,12.17,12.40,15.13,18.39,22.03,23.62,46.32,22.11,36.92,31.98,30.35,24.42,33.50,18.02,13.57,10.29,12.94,10.04,Upgrade
14,EV/EBIT Ratio,21.55,14.35,17.44,27.69,27.94,42.12,72.64,105.61,165.99,-,-,86.28,58.97,48.73,38.61,52.19,25.97,18.35,12.91,15.38,11.47,Upgrade
15,EV/FCF Ratio,-,-,-,-,-,-,-,6.28,5.00,7.38,5.22,12.69,19.17,38.21,81.95,-169.33,143.50,-,-,11.86,9.81,Upgrade
16,Debt / Equity Ratio,0.09,0.09,0.08,0.09,-,0.08,0.17,0.17,0.17,0.19,0.19,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.08,0.08,Upgrade
17,Debt / EBITDA Ratio,1.03,0.62,1.07,1.71,-,1.27,4.43,2.24,2.24,5.30,5.30,1.17,1.17,0.76,0.76,0.53,0.53,0.83,0.83,0.47,0.47,Upgrade
18,Debt / FCF Ratio,-,-,-,-,-,-,-,1.05,0.88,0.80,0.93,0.36,0.52,0.81,2.15,-3.27,4.82,-,-,0.44,0.41,Upgrade
19,Asset Turnover,1.17,1.14,-,-,-,-,1.14,1.20,0.83,0.85,0.84,0.93,0.83,0.82,1.00,1.01,0.68,0.68,0.92,1.00,Upgrade,
20,Inventory Turnover,-,12.94,13.11,-,-,-,-,14.30,16.83,13.14,15.19,17.00,19.82,18.88,19.52,25.39,23.66,14.42,13.49,17.17,19.79,Upgrade
21,Quick Ratio,0.85,0.85,0.86,0.82,-,0.86,-,0.98,0.98,1.02,1.02,0.99,0.99,1.19,1.19,1.12,1.12,1.07,1.07,0.93,0.93,Upgrade
22,Current Ratio,1.07,1.07,1.05,1.20,-,1.03,-,1.15,1.15,1.15,1.15,1.08,1.08,1.30,1.30,1.22,1.22,1.17,1.17,1.03,1.03,Upgrade
23,Return on Equity (ROE),10.47%,39.11%,-,-,4.41%,2.13%,8.85%,9.07%,3.52%,3.58%,5.54%,5.73%,7.35%,7.42%,10.14%,10.39%,7.59%,8.00%,15.35%,16.54%,Upgrade,
24,Return on Assets (ROA),3.71%,1.44%,-,-,-,-,0.88%,0.93%,-0.32%,-0.33%,0.49%,0.54%,1.51%,1.49%,2.81%,2.84%,1.66%,1.66%,4.29%,4.64%,Upgrade,
25,Return on Capital (ROIC),7.20%,2.79%,-,-,1.39%,0.10%,1.55%,1.58%,-0.53%,-0.57%,0.88%,0.91%,2.36%,2.39%,4.57%,4.66%,2.74%,2.88%,7.82%,8.44%,Upgrade,
26,Return on Capital Employed (ROCE),4.82%,5.31%,3.12%,2.29%,-,1.82%,-,0.84%,0.51%,-,-,2.49%,3.81%,5.40%,5.49%,5.70%,6.57%,7.79%,9.55%,12.55%,14.70%,Upgrade
