,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,532,1604,1604,2805,2805,2805,2805,2805,1597,1025,1407,Upgrade
1,Market Cap Growth,-42.81%,-42.81%,-42.81%,0%,0%,0%,75.69%,173.57%,13.51%,-44.67%,-15.60%,Upgrade
2,Enterprise Value,7980,8426,8275,8741,8401,5926,6302,6302,5121,5205,5600,Upgrade
3,Last Close Price,0.60,1.81,1.81,3.83,3.83,3.83,3.83,3.83,2.18,1.40,2.11,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,11.79,5.10,4.88,Upgrade
5,Forward PE,-,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,Upgrade
6,PS Ratio,0.03,0.09,0.08,0.16,0.18,0.22,0.22,0.18,0.10,0.07,0.08,Upgrade
7,PB Ratio,13.51,146.21,33.12,6.44,5.67,4.38,3.18,2.60,0.30,0.21,0.30,Upgrade
8,P/TBV Ratio,42.02,42.02,21.04,6.52,5.82,4.50,3.26,2.79,0.32,0.22,0.32,Upgrade
9,P/FCF Ratio,2.12,-,37.05,-,-4.05,-,-,9.84,4.52,0.99,2.53,Upgrade
10,P/OCF Ratio,6.09,-,25.32,-,-4.14,-,-,8.88,4.27,0.96,2.34,Upgrade
11,EV/Sales Ratio,0.42,0.45,0.44,0.49,0.55,0.47,0.50,0.40,0.32,0.33,0.33,Upgrade
12,EV/EBITDA Ratio,-,-32.77,-,-256.98,-,-,-,-,15.39,10.34,8.54,Upgrade
13,EV/EBIT Ratio,-,-30.72,-,-146.18,-,-,-,-,18.32,11.53,9.37,Upgrade
14,EV/FCF Ratio,31.87,-,191.10,-,-12.14,-,-,22.10,14.50,5.01,10.07,Upgrade
15,Debt / Equity Ratio,744.60,744.60,157.71,17.66,12.48,9.05,5.88,2.58,0.70,0.80,1.08,Upgrade
16,Debt / FCF Ratio,32.64,-,176.47,-,-8.93,-,-,9.76,10.44,3.74,9.05,Upgrade
17,Return on Capital Employed (ROCE),-,-119.99%,-,-10.29%,-,-,-,-,5.06%,8.82%,11.87%,Upgrade
18,Earnings Yield,-127.85%,-42.38%,-43.26%,-5.17%,-11.11%,-12.18%,-156.10%,-145.46%,8.48%,19.59%,20.47%,Upgrade
19,FCF Yield,47.07%,15.60%,2.70%,-8.21%,-24.67%,-79.41%,-44.26%,10.16%,22.13%,101.39%,39.54%,Upgrade
20,Buyback Yield / Dilution,-12.67%,-21.03%,-4.31%,-,0.39%,-0.40%,-0.34%,0.00%,-9.93%,-9.44%,-,Upgrade
21,Total Shareholder Return,-12.67%,-21.03%,-4.31%,-,0.39%,-0.40%,-0.34%,0.00%,-9.93%,-9.44%,-,Upgrade
