,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,334079,307183,303237,265753,352283,377584,407307,287889,429818,515103,529543,640068,496756,468620,510006,567006,568998,327748,252182,616739,Upgrade
1,Revenue Growth (YoY),-5.17%,-18.65%,-25.55%,-7.69%,-18.04%,-26.70%,-23.08%,-55.02%,-13.48%,9.92%,3.83%,12.89%,-12.70%,42.98%,102.24%,-8.06%,-1.13%,-40.87%,-48.95%,1.90%,Upgrade
2,Cost of Revenue,271720,255208,288677,233420,294162,321762,347073,269983,364419,424240,424453,528126,421560,380381,411853,454112,469196,287567,231945,521687,Upgrade
3,Gross Profit,62359,51975,14560,32332,58121,55822,60234,17905,65398,90864,105090,111942,75196,88239,98153,112894,99801,40181,20236,95052,Upgrade
4,"Selling, General & Admin",12883,16660,15587,19665,20370,21873,20447,17413,20591,20633,19382,22959,25444,22806,25748,24658,23766,15397,16534,25206,Upgrade
5,Other Operating Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1151,1151,-,-,-,-,Upgrade
6,Operating Expenses,12883,16660,15587,19665,20370,21873,20447,17413,20591,20633,19382,22959,25444,22806,24597,25809,23766,15397,16534,25206,Upgrade
7,Operating Income,49476,35315,-1026,12668,37751,33949,39787,492.01,44807,70231,85708,88984,49752,65433,73556,87085,76035,24785,3703,69847,Upgrade
8,Interest Expense,-13437,-,-20866,-4907,-3940,-23201,-4504,-4106,-3617,-2673,-1593,-1246,-1423,-1262,-6316,-1487,-2566,-3999,-4462,-5365,Upgrade
9,Interest & Investment Income,-,11397,-,2314,909.14,7112,5888,4510,5696,1724,2561,4909,2370,8720,-,405.52,78.15,2544,1473,2516,Upgrade
10,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,49.67,-,-49.67,-,-178.75,-,-,-,Upgrade
11,Currency Exchange Gain (Loss),-,-,7831,-9010,-870.12,-,-,1785,2970,-,-14415,-,2367,-,5526,449.93,2051,-,-,-9128,Upgrade
12,Other Non Operating Income (Expenses),-12714,36511,-41237,81.78,297.53,143.76,-5138,135.94,-1507,-13334,3858,-3601,176.77,-1445,1829,0,217.35,-287.92,7365,-137.58,Upgrade
13,Pretax Income,23325,83222,-55298,1146,34147,18004,36033,2817,48349,55948,76120,89046,53294,71446,74546,86454,75637,23042,8078,57733,Upgrade
14,Income Tax Expense,4482,1426,426.2,434.23,2097,1371,-1454,1188,3557,5815,5074,12742,-21912,9025,4690,15455,6294,2934,5203,5697,Upgrade
15,Earnings From Continuing Operations,18843,81797,-55724,711.58,32050,16633,37487,1629,44792,50133,71046,76304,75206,62420,69856,70998,69343,20108,2875,52035,Upgrade
16,Net Income,18843,81797,-55724,711.58,32050,16633,37487,1629,44792,50133,71046,76304,75206,62420,69856,70998,69343,20108,2875,52035,Upgrade
17,Net Income to Common,18843,81797,-55724,711.58,32050,16633,37487,1629,44792,50133,71046,76304,75206,62420,69856,70998,69343,20108,2875,52035,Upgrade
18,Net Income Growth,-41.21%,391.77%,-,-56.31%,-28.45%,-66.82%,-47.23%,-97.87%,-40.44%,-19.68%,1.70%,7.47%,8.46%,210.42%,2330.12%,36.44%,30.18%,-61.01%,-95.02%,0.28%,Upgrade
19,Shares Outstanding (Basic),96,96,97,94,87,94,94,94,79,94,85,81,78,81,73,81,81,81,82,81,Upgrade
20,Shares Outstanding (Diluted),96,96,97,94,87,94,94,94,79,94,85,81,78,81,73,81,81,81,82,81,Upgrade
21,Shares Change (YoY),10.47%,1.81%,3.32%,-0.00%,9.57%,-0.08%,11.25%,15.69%,1.29%,15.69%,16.38%,0.17%,-3.59%,-0.16%,-11.54%,-0.17%,-0.01%,0.08%,21.36%,-,Upgrade
22,EPS (Basic),196.00,855.00,-572.60,7.56,368.30,177.00,398.00,17.31,563.96,533.04,839.15,938.13,959.10,767.83,960.23,874.41,852.62,246.96,34.96,639.76,Upgrade
23,EPS (Diluted),196.00,855.00,-572.60,7.56,368.20,177.00,398.00,17.31,563.96,533.04,838.86,938.13,958.96,767.83,960.23,874.02,852.62,246.96,34.96,639.76,Upgrade
24,EPS Growth,-46.77%,383.05%,-,-56.31%,-34.71%,-66.79%,-52.55%,-98.15%,-41.19%,-30.58%,-12.64%,7.33%,12.47%,210.92%,2646.99%,36.62%,30.19%,-61.04%,-95.89%,0.28%,Upgrade
25,Free Cash Flow,-,-106572,-228228,-426684,-553963,-217981,-47981,-143569,-73664,-113048,94929,114976,127416,11139,56968,91219,316363,50239,-58565,138155,Upgrade
26,Free Cash Flow Per Share,-,-1113.97,-2345.15,-4534.59,-6365.75,-2319.65,-509.41,-1525.77,-927.48,-1201.99,1121.25,1413.60,1624.93,137.02,783.07,1123.44,3889.91,617.00,-712.17,1698.57,Upgrade
27,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,-,1304.348,-,-,-,1304.348,-,-,-,Upgrade
28,Gross Margin,18.67%,16.92%,4.80%,12.17%,16.50%,14.78%,14.79%,6.22%,15.22%,17.64%,19.85%,17.49%,15.14%,18.83%,19.25%,19.91%,17.54%,12.26%,8.02%,15.41%,Upgrade
29,Operating Margin,14.81%,11.50%,-0.34%,4.77%,10.72%,8.99%,9.77%,0.17%,10.42%,13.63%,16.19%,13.90%,10.02%,13.96%,14.42%,15.36%,13.36%,7.56%,1.47%,11.33%,Upgrade
30,Profit Margin,5.64%,26.63%,-18.38%,0.27%,9.10%,4.41%,9.20%,0.57%,10.42%,9.73%,13.42%,11.92%,15.14%,13.32%,13.70%,12.52%,12.19%,6.14%,1.14%,8.44%,Upgrade
