,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,105602,30931,105991,105240,109476,121244,227985,311076,235284,628491,503812,-,366206,264430,285559,126522,95106,106227,133246,199576,Upgrade
1,Short-Term Investments,-,-,-,54051,54051,51955,51955,-,180000,-,27404,-,-,-,-,26000,26000,-,45000,65000,Upgrade
2,Cash & Short-Term Investments,105602,30931,105991,159291,163527,173199,279941,311076,415284,628491,531215,366206,366206,264430,285559,152522,121106,106227,178246,264576,Upgrade
3,Cash Growth,-35.42%,-82.14%,-62.14%,-48.79%,-60.62%,-72.44%,-47.30%,-15.05%,13.40%,137.68%,86.03%,140.10%,202.38%,148.93%,60.20%,-42.35%,-47.35%,-48.03%,-38.52%,41.47%,Upgrade
4,Accounts Receivable,88054,66944,72462,57170,91306,104425,130336,100112,69400,135445,71863,-,69083,86432,102109,103483,92809,95564,42012,117558,Upgrade
5,Other Receivables,872.7,871.35,1990,3038,2591,6770,8101,8998,6827,8609,10930,-,15140,12587,1952,2154,1785,1714,1209,3807,Upgrade
6,Receivables,92397,71287,77923,63679,97367,114666,141908,112581,79698,144053,82793,-,84223,99019,104060,105637,94594,97278,43221,121365,Upgrade
7,Inventory,616099,584428,507510,556566,615023,536350,503597,465103,466137,462588,476267,-,471505,500796,548613,458129,400543,443947,478759,432357,Upgrade
8,Prepaid Expenses,3994,4276,1808,1838,2793,3777,4525,2628,3068,3546,745.72,-,5931,5428,7420,5086,5738,10556,11447,7868,Upgrade
9,Other Current Assets,172882,347137,367870,286657,517226,693198,433416,302834,235765,93369,88150,-,58365,30685,31077,24733,11390,14303,18737,12135,Upgrade
10,Total Current Assets,990975,1038058,1061102,1068031,1395936,1521189,1363385,1194222,1199951,1332048,1179172,-,986230,900358,976729,746106,633372,672311,730410,838302,Upgrade
11,"Property, Plant & Equipment",2671797,2518723,2368317,2229010,1425471,753605,768713,829570,771509,784883,797133,-,830823,836275,859385,886295,914275,948091,981499,1015009,Upgrade
12,Long-Term Investments,13800,13800,13800,13800,13800,13800,13800,13800,13800,13800,13800,-,6097,7567,7567,7616,7616,13868,6913,6913,Upgrade
13,Other Intangible Assets,110464,110775,111087,111398,111709,112021,112057,112644,112834,111375,111529,-,113913,113097,114092,114120,115599,116051,115758,116106,Upgrade
14,Long-Term Deferred Tax Assets,2557,2871,2602,2843,2943,3126,2855,1377,3424,1320,933.43,-,3063,2991,3817,5001,5567,3871,3965,3925,Upgrade
15,Other Long-Term Assets,49020,16807,17181,21472,23999,21888,23339,23134,23514,25010,892.63,-,19735,19961,21200,17898,15680,16029,18351,20076,Upgrade
16,Total Assets,3838612,3701034,3574089,3446554,2973859,2425629,2284149,2174747,2125033,2271905,2106930,-,1971140,1891529,1994069,1788316,1703389,1770221,1856896,2000330,Upgrade
17,Accounts Payable,377815,332270,269099,260495,237755,264475,277926,224633,219788,260077,341350,-,291396,251369,343868,353141,261567,136801,122192,230924,Upgrade
18,Accrued Expenses,40897,42937,34610,37751,46342,60019,49185,33440,42993,37823,59708,-,47918,48615,41042,32221,32897,27898,31664,32537,Upgrade
19,Short-Term Debt,505125,733130,279960,452965,440978,307964,357747,348422,308095,448397,379397,-,321328,363287,315541,213942,167544,368595,362999,310638,Upgrade
20,Current Portion of Long-Term Debt,352500,-,352528,172410,168560,-,-,-,-,-,-,-,-,-,-,-,55019,144418,137108,146077,Upgrade
21,Current Income Taxes Payable,4743,804.21,-,-,-,-,-,-,775.17,14752,-3572,-,6500,24753,16605,13099,4545,8556,5715,1661,Upgrade
22,Other Current Liabilities,24229,19000,28705,55463,41941,30872,18782,25184,12021,14103,32483,-,44725,18422,154312,21665,47010,14413,116114,22057,Upgrade
23,Total Current Liabilities,1305309,1128142,964903,979084,935575,663330,703639,631679,583672,775152,809366,-,711866,706447,871367,634067,568582,700681,775791,743893,Upgrade
24,Long-Term Debt,792464,850911,968790,837534,409136,165156,-,-,-,-,-,-,-,-,-,-,51678,55750,87406,120916,Upgrade
25,Other Long-Term Liabilities,259.46,263.57,304.4,347.83,258.2,304.13,302.75,349.12,271,262.96,282.17,-,280.1,1294,1334,1340,336.92,341.11,358.5,365.76,Upgrade
26,Total Liabilities,2098033,1979318,1933997,1816966,1344970,828790,703942,632028,583943,775415,809648,-,712146,707741,872701,635407,620597,756772,863556,865176,Upgrade
