,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,2580206,2372436,2560878,2782755,3189830,2441772,3130049,2413754,2180561,2250110,3218789,3491087,4022932,3859288,3286531,2727412,2461489,1425073,1056872,1118239,972495,Upgrade
1,Market Cap Growth,-2.84%,-2.84%,-18.18%,15.29%,46.28%,8.52%,-2.76%,-30.86%,-45.80%,-41.70%,-2.06%,28.00%,63.43%,170.81%,210.97%,143.90%,153.11%,14.81%,-21.35%,-33.85%,-31.70%,Upgrade
2,Enterprise Value,4124692,3925548,4056166,4086373,4044977,2741693,3207855,2451100,2073372,2070015,3066971,3446209,3978054,3958145,3316514,2788831,2614624,1887609,1466139,1431295,1417056,Upgrade
3,Last Close Price,26700.00,24550.00,26500.00,29250.00,33900.00,25950.00,33400.00,25652.17,23173.91,23913.04,35304.35,38455.21,43258.53,41498.86,35340.02,28164.02,25418.02,14715.70,10913.56,10592.93,8881.27,Upgrade
4,PE Ratio,56.35,52.00,43.53,-,36.71,27.81,31.13,18.01,13.01,9.29,11.80,12.25,14.18,13.86,12.06,11.84,15.07,9.87,8.24,7.00,4.53,Upgrade
5,Forward PE,11.47,11.51,14.28,14.64,15.08,14.56,15.68,11.65,8.48,7.22,9.54,10.58,12.61,13.46,12.85,11.60,11.31,9.35,9.05,8.55,8.55,Upgrade
6,PS Ratio,2.12,1.96,2.08,2.14,2.27,1.71,2.08,1.47,1.24,1.06,1.48,1.64,1.90,1.89,1.55,1.38,1.43,0.81,0.60,0.56,0.43,Upgrade
7,PB Ratio,1.48,1.36,1.49,1.70,1.96,1.50,1.96,1.53,1.41,1.46,2.15,2.69,3.20,3.07,2.78,2.43,2.14,1.32,1.04,1.13,0.86,Upgrade
8,P/TBV Ratio,1.46,1.46,1.59,1.82,2.10,1.61,2.11,1.64,1.52,1.58,2.32,2.94,3.51,3.37,3.07,2.71,2.37,1.47,1.18,1.27,0.95,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,10.02,12.96,13.46,6.91,5.30,6.17,3.19,3.87,-,3.18,Upgrade
