,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,9340,5541,5858,6491,7837,9340,10370,12227,12013,5575,7369,Upgrade
1,Market Cap Growth,-14.63%,-14.63%,-25.25%,-30.51%,-24.43%,-23.61%,-13.68%,119.33%,63.02%,-21.62%,54.08%,Upgrade
2,Enterprise Value,24024,18976,18975,19803,18571,18458,14076,18025,18159,12281,14942,Upgrade
3,Last Close Price,1.18,0.70,0.73,0.81,0.97,1.15,1.24,1.63,1.74,0.82,1.08,Upgrade
4,PE Ratio,-,-,-,22.75,12.32,7.74,8.29,9.72,13.14,11.62,19.30,Upgrade
5,Forward PE,4.39,4.18,4.32,3.20,3.03,3.08,5.04,6.73,5.40,3.09,5.16,Upgrade
6,PS Ratio,0.65,0.39,0.40,0.45,0.56,0.84,1.19,1.60,1.68,0.88,1.19,Upgrade
7,PB Ratio,0.81,0.43,0.45,0.51,0.60,0.69,0.76,1.05,1.26,0.68,0.91,Upgrade
8,P/TBV Ratio,0.62,0.62,0.61,0.68,0.79,0.91,0.96,1.24,1.54,0.85,1.15,Upgrade
9,P/FCF Ratio,-,-,4.55,-3.82,-,-,-,14.59,22.26,6.52,13.44,Upgrade
10,P/OCF Ratio,1.41,1.41,0.98,2.42,4.40,4.73,4.52,4.33,5.22,2.26,3.21,Upgrade
11,PEG Ratio,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,Upgrade
12,EV/Sales Ratio,1.69,1.33,1.28,1.38,1.34,1.65,1.62,2.35,2.54,1.94,2.42,Upgrade
13,EV/EBITDA Ratio,8.79,7.24,7.61,8.01,6.52,6.25,5.06,6.54,7.10,5.29,6.30,Upgrade
14,EV/EBIT Ratio,11.01,8.75,9.16,9.35,7.59,7.13,5.77,7.39,8.09,6.09,7.37,Upgrade
15,EV/FCF Ratio,-32.22,-,14.74,-11.65,-,-,-,21.52,33.65,14.35,27.26,Upgrade
16,Debt / Equity Ratio,1.34,1.34,1.14,1.20,1.16,0.97,0.82,0.54,0.74,0.88,0.95,Upgrade
17,Debt / FCF Ratio,-,-,11.57,-8.96,-,-,-,7.47,13.02,8.35,13.95,Upgrade
18,Return on Capital Employed (ROCE),8.05%,8.05%,8.20%,8.63%,10.64%,11.80%,11.28%,15.82%,17.83%,18.86%,19.51%,Upgrade
19,Earnings Yield,-3.02%,-5.09%,3.29%,4.40%,8.11%,12.91%,12.06%,10.29%,7.61%,8.60%,5.18%,Upgrade
20,FCF Yield,-7.98%,-13.45%,21.98%,-26.19%,-35.83%,-13.73%,-1.49%,6.85%,4.49%,15.35%,7.44%,Upgrade
21,Buyback Yield / Dilution,0.71%,0.86%,-0.33%,-0.38%,-9.86%,-12.89%,-12.00%,-9.41%,-2.45%,-4.50%,-3.06%,Upgrade
22,Total Shareholder Return,1.13%,0.86%,-0.33%,-0.38%,-9.86%,-12.89%,-12.00%,-9.41%,-2.45%,-4.50%,-3.06%,Upgrade
