,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,3653,1964,2377,2126,2358,1888,2223,1124,990.5,961.09,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,50,-,-,Upgrade
2,Trading Asset Securities,-,-,-,16.95,-,-,50.36,-,50.07,4.33,Upgrade
3,Cash & Short-Term Investments,3653,1964,2377,2143,2358,1888,2273,1174,1041,965.42,Upgrade
4,Cash Growth,53.67%,-8.35%,0.84%,13.50%,3.70%,60.84%,118.47%,21.58%,68.87%,29.79%,Upgrade
5,Accounts Receivable,1271,1537,1404,1645,1197,1045,579.4,631.29,500.1,541.57,Upgrade
6,Other Receivables,84.66,41.45,70.06,100.28,3.21,6.72,2.95,10.34,59.22,6.61,Upgrade
7,Receivables,1537,1673,1556,1814,1230,1054,586.35,649.72,559.32,548.18,Upgrade
8,Inventory,2184,3139,2466,3717,1579,2341,800.37,1206,738.5,1143,Upgrade
9,Restricted Cash,-,-,-,-,-,-,-,-,96.23,-,Upgrade
10,Other Current Assets,40.93,92.24,92.16,253.56,295.15,60.2,54.27,54.85,23.48,242.08,Upgrade
11,Total Current Assets,7415,6868,6491,7927,5461,5343,3714,3085,2458,2899,Upgrade
12,"Property, Plant & Equipment",8754,20391,18921,17591,16413,15443,10603,10723,10952,11235,Upgrade
13,Long-Term Investments,873.65,828.39,596.62,565.15,432.93,355.93,311.74,294.94,418.91,219.35,Upgrade
14,Goodwill,2346,2418,2419,2407,2403,2076,1322,1322,1349,1371,Upgrade
15,Other Intangible Assets,37.1,40.87,52.43,45.26,40.97,3.78,-,-,-,-,Upgrade
16,Long-Term Deferred Tax Assets,5.62,6.68,1.23,0.83,0.58,2.34,-,-,-,-,Upgrade
17,Other Long-Term Assets,12776,840.84,609.34,285.37,592.67,450.7,505.64,143.34,45.19,-,Upgrade
18,Total Assets,32208,31394,29091,28821,25344,23674,16457,15568,15223,15724,Upgrade
19,Accounts Payable,2574,4437,1893,2217,1176,3144,649.64,832.56,738.87,1158,Upgrade
20,Accrued Expenses,-,-,275.55,314.27,215.09,-,129.9,212.27,129.87,113.5,Upgrade
21,Short-Term Debt,-,-,-,100.52,-,-,-,-,-,1051,Upgrade
22,Current Portion of Long-Term Debt,3297,2595,3227,4889,4185,2846,2305,3506,4343,3838,Upgrade
23,Current Portion of Leases,194.32,238.93,181.43,111.39,73.99,50.44,12.35,23.85,13.07,23.24,Upgrade
24,Current Income Taxes Payable,19.77,42.31,8.14,5,6.23,1.9,0.26,0.36,0.22,0.23,Upgrade
25,Current Unearned Revenue,56.96,39.22,90.66,69.78,35.33,5.34,11.68,27.29,19.14,20.92,Upgrade
26,Other Current Liabilities,971.37,1110,681.32,761.48,920.47,17.76,536.06,363.12,230.92,232.28,Upgrade
27,Total Current Liabilities,7114,8463,6357,8468,6612,6066,3645,4966,5475,6437,Upgrade
28,Long-Term Debt,10539,8901,9119,7482,6312,5648,2687,2188,1948,1716,Upgrade
29,Long-Term Leases,2009,1781,1569,956.65,600.57,517.08,198.39,196.04,207.79,206.11,Upgrade
30,Long-Term Unearned Revenue,213.73,209.66,220.33,205.53,204.9,184.56,199.44,172.86,152.96,157.68,Upgrade
31,Long-Term Deferred Tax Liabilities,13.18,13.39,21.91,22.45,24.52,20.87,-,-,-,-,Upgrade
32,Other Long-Term Liabilities,317.91,183.07,23.17,43.65,61.24,122.3,30.98,6.82,-,-,Upgrade
33,Total Liabilities,20206,19551,17311,17178,13815,12559,6761,7530,7783,8516,Upgrade
34,Common Stock,675.87,675.87,675.87,675.87,675.87,675.87,609.76,555.54,551.01,551.01,Upgrade
35,Additional Paid-In Capital,6545,6580,6580,6692,6692,6896,6083,4985,4945,4945,Upgrade
36,Retained Earnings,2971,3195,3230,3026,2971,2462,1940,1447,898.21,682.81,Upgrade
37,Comprehensive Income & Other,530.22,749.7,874.61,870.4,840.67,830.83,911.6,908.82,913.75,902.32,Upgrade
38,Total Common Equity,10722,11201,11360,11264,11180,10865,9544,7897,7308,7082,Upgrade
39,Minority Interest,1280,641.78,419.66,379.18,349.81,249.8,152.42,141.52,131.69,126.18,Upgrade
40,Shareholders' Equity,12002,11843,11780,11643,11529,11115,9697,8038,7440,7208,Upgrade
41,Total Liabilities & Equity,32208,31394,29091,28821,25344,23674,16457,15568,15223,15724,Upgrade
42,Total Debt,16039,13517,14097,13539,11171,9062,5203,5914,6511,6834,Upgrade
43,Net Cash (Debt),-12386,-11553,-11720,-11396,-8814,-7175,-2930,-4741,-5471,-5869,Upgrade
44,Net Cash Per Share,-1.58,-1.46,-1.48,-1.44,-1.12,-1.00,-0.42,-0.74,-0.86,-0.94,Upgrade
45,Filing Date Shares Outstanding,7916,7916,7916,7916,7916,7916,7109,6459,6408,6408,Upgrade
46,Total Common Shares Outstanding,7916,7916,7916,7916,7916,7916,7109,6459,6408,6408,Upgrade
47,Working Capital,301.88,-1595,133.94,-541.09,-1151,-723.47,69.06,-1881,-3017,-3538,Upgrade
48,Book Value Per Share,1.35,1.42,1.44,1.42,1.41,1.37,1.34,1.22,1.14,1.11,Upgrade
