,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,6418,6825,6633,6663,5632,3899,3180,3192,2828,2944,Upgrade
1,Revenue Growth (YoY),-3.24%,2.43%,17.78%,70.90%,77.13%,22.12%,12.45%,8.44%,10.02%,18.30%,Upgrade
2,Cost of Revenue,4741,5218,5113,5051,3977,2531,1998,1786,1776,1740,Upgrade
3,Gross Profit,1678,1607,1521,1612,1655,1368,1182,1407,1052,1204,Upgrade
4,"Selling, General & Admin",562.78,664.36,544.74,606.33,476.22,324.7,233.45,323.8,241.47,228.97,Upgrade
5,Other Operating Expenses,10.9,13.44,7.64,9.75,7.79,2.84,1.8,1.73,1.6,-1.27,Upgrade
6,Operating Expenses,573.04,692.57,554.82,617.08,484.97,327.55,235.25,325.48,242.96,174.05,Upgrade
7,Operating Income,1105,914.69,965.94,995.07,1170,1040,946.35,1081,809.06,1030,Upgrade
8,Interest Expense,-244.43,-260.82,-260.42,-225.71,-153.85,-106.74,-91.39,-103.83,-214.8,-152.42,Upgrade
9,Interest & Investment Income,38.08,38.2,29.31,28.34,32.05,30.2,15.94,10.56,7.75,5.88,Upgrade
10,Earnings From Equity Investments,20.3,-9.39,5.45,12.39,3.02,21.25,15.67,18.84,12.73,22.2,Upgrade
11,Currency Exchange Gain (Loss),-8.68,68.1,-50.03,-169.59,-226.46,64.96,-6.01,136.44,-5.3,-12.94,Upgrade
12,Other Non Operating Income (Expenses),99.53,9.41,74.13,53.27,45.48,33.38,35.13,47.95,20.26,14.25,Upgrade
13,EBT Excluding Unusual Items,1010,760.18,764.36,693.78,870.1,1083,915.69,1191,629.69,906.67,Upgrade
14,Impairment of Goodwill,-72.47,-,-,-,-,-,-,-26.06,-22.75,-27.32,Upgrade
15,Gain (Loss) on Sale of Investments,-,-0.06,5.11,0.09,2.38,1.07,0.75,0.94,0.07,-,Upgrade
16,Gain (Loss) on Sale of Assets,-7.81,-18.28,-1.94,15.31,-0.16,-5.05,-4.61,-9.16,68.33,-8.93,Upgrade
17,Asset Writedown,-1151,-746.14,-534.24,-652.47,-337.65,-550.22,-405.79,-582.57,-448.75,-654.04,Upgrade
18,Other Unusual Items,30.69,-0.01,-,3.65,-,-,-,-16.5,-,0.15,Upgrade
19,Pretax Income,-191.24,-4.31,233.31,60.36,534.68,529.18,506.04,557.81,226.59,216.54,Upgrade
20,Income Tax Expense,15.95,28.17,15.4,11.24,3.54,1.6,0.42,0.36,0.28,0.36,Upgrade
21,Earnings From Continuing Operations,-207.19,-32.48,217.91,49.13,531.14,527.58,505.62,557.45,226.32,216.18,Upgrade
22,Minority Interest in Earnings,-21.15,-1.65,-8.62,5.68,-23.45,-5.44,-8.92,-8.18,-5.58,0.24,Upgrade
23,Net Income,-228.35,-34.13,209.29,54.81,507.69,522.13,496.7,549.27,220.74,216.41,Upgrade
24,Net Income to Common,-228.35,-34.13,209.29,54.81,507.69,522.13,496.7,549.27,220.74,216.41,Upgrade
25,Net Income Growth,-,-,-58.78%,-89.50%,2.21%,-4.94%,125.02%,153.81%,76.79%,-,Upgrade
26,Shares Outstanding (Basic),7837,7849,7873,7862,7856,7155,6971,6397,6364,6244,Upgrade
27,Shares Outstanding (Diluted),7837,7919,7905,7893,7875,7185,6976,6415,6376,6261,Upgrade
28,Shares Change (YoY),-0.86%,0.33%,0.38%,9.86%,12.89%,12.00%,9.41%,2.45%,4.50%,3.06%,Upgrade
29,EPS (Basic),-0.03,-0.00,0.03,0.01,0.06,0.07,0.07,0.09,0.03,0.03,Upgrade
30,EPS (Diluted),-0.03,-0.00,0.03,0.01,0.06,0.07,0.07,0.09,0.03,0.03,Upgrade
31,EPS Growth,-,-,-58.91%,-90.55%,-9.41%,-15.14%,105.78%,148.11%,68.79%,-,Upgrade
32,Free Cash Flow,-1262,568.58,599.92,-2173,-310.62,-784.1,658.53,38.05,416.33,363.51,Upgrade
33,Free Cash Flow Per Share,-0.16,0.07,0.08,-0.28,-0.04,-0.11,0.09,0.01,0.07,0.06,Upgrade
34,Operating Margin,17.21%,13.40%,14.56%,14.93%,20.77%,26.68%,29.76%,33.87%,28.61%,34.98%,Upgrade
35,Profit Margin,-3.56%,-0.50%,3.16%,0.82%,9.01%,13.39%,15.62%,17.21%,7.81%,7.35%,Upgrade
36,Free Cash Flow Margin,-19.67%,8.33%,9.04%,-32.61%,-5.52%,-20.11%,20.71%,1.19%,14.72%,12.35%,Upgrade
37,EBITDA,1271,1168,1096,1191,1330,1191,1078,1215,937.76,1178,Upgrade
38,D&A For EBITDA,166.2,253.06,130.39,195.71,159.67,150.45,131.18,133.83,128.7,148.72,Upgrade
39,EBIT,1105,914.69,965.94,995.07,1170,1040,946.35,1081,809.06,1030,Upgrade
