,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,110,138,269,75,59,67,67,49,74,93,109,105,129,271,300,161,172,145,153,258,258,Upgrade
1,Market Cap Growth,106.14%,106.14%,301.22%,52.44%,-20.19%,-27.84%,-38.67%,-53.03%,-42.44%,-65.75%,-63.63%,-34.51%,-24.97%,86.18%,96.49%,-37.55%,-33.28%,-45.93%,-53.95%,-20.58%,-10.26%,Upgrade
2,Enterprise Value,3,22,153,-68,-85,-99,-97,-69,-51,-81,-63,35,59,199,228,126,139,125,132,214,212,Upgrade
3,Last Close Price,0.30,0.38,0.73,0.20,0.16,0.18,0.18,0.14,0.20,0.26,0.30,0.29,0.35,0.74,0.82,0.44,0.47,0.40,0.42,0.70,0.70,Upgrade
4,PE Ratio,-,-,-,-3.93,-,-,-1.39,-,-,-,-,-,-,-,-,-,-,-1.34,-,-,-,Upgrade
5,Forward PE,-,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,Upgrade
6,PS Ratio,1.02,1.34,3.21,0.51,0.45,0.47,0.41,0.62,0.92,1.06,1.10,1.00,0.71,1.47,1.45,0.64,0.80,0.58,0.60,1.02,1.05,Upgrade
7,PB Ratio,0.42,0.52,1.00,0.28,-,0.24,0.22,0.17,-,-,0.29,0.28,0.28,0.60,0.64,0.34,-,0.29,0.31,0.51,-,Upgrade
8,P/TBV Ratio,0.73,0.73,1.42,0.31,-,0.26,0.30,0.23,-,-,0.33,0.33,0.35,0.73,0.77,0.41,-,0.39,0.38,0.62,-,Upgrade
9,P/FCF Ratio,3.51,2.78,10.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,P/OCF Ratio,4.29,2.76,10.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,PEG Ratio,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,Upgrade
12,EV/Sales Ratio,0.03,0.22,1.83,-,-,-,-,-,-,-,-,0.33,0.32,1.08,1.10,0.50,0.65,0.50,0.52,0.84,0.87,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-9.07,-7.14,-,-,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.88,-3.63,-,-,Upgrade
15,EV/FCF Ratio,0.10,0.45,6.10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Debt / Equity Ratio,0.00,0.00,0.00,0.00,-,0.01,0.01,0.01,-,-,0.18,0.18,0.28,0.28,0.27,0.27,-,0.34,0.44,0.44,-,Upgrade
17,Debt / EBITDA Ratio,-,-,-,0.03,-,-,0.11,-,-,-,-,-,-,-,-,-,-,4.16,6.94,-,-,Upgrade
18,Debt / FCF Ratio,0.03,0.02,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
