,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,114,84,123,610,744,722,722,722,828,1113,1108,Upgrade
1,Market Cap Growth,-86.24%,-86.24%,-83.46%,-15.50%,3.10%,0%,-12.84%,-35.18%,-25.25%,-26.30%,29.41%,Upgrade
2,Enterprise Value,79,41,67,527,703,648,648,648,754,1045,1054,Upgrade
3,Last Close Price,0.02,0.01,0.02,0.11,0.13,0.13,0.13,0.13,0.15,0.20,0.20,Upgrade
4,PE Ratio,11.54,10.18,31.91,-,-,-,-,-,-,-100.55,-,Upgrade
5,PS Ratio,0.17,0.15,0.23,1.20,1.53,1.78,2.43,2.53,2.59,3.15,2.91,Upgrade
6,PB Ratio,0.70,0.62,0.92,4.71,5.64,5.45,5.41,5.35,5.73,7.34,7.36,Upgrade
7,P/TBV Ratio,0.62,0.62,0.92,4.73,5.66,5.48,5.44,5.38,5.76,7.37,7.39,Upgrade
8,P/FCF Ratio,4.60,-,27.82,-,104.04,-,-,-,211.26,-,127.61,Upgrade
9,P/OCF Ratio,3.36,-,26.87,-,86.40,-,-,-,200.08,-,127.61,Upgrade
10,EV/Sales Ratio,0.14,0.07,0.13,1.04,1.45,1.60,2.18,2.27,2.36,2.96,2.77,Upgrade
11,EV/EBITDA Ratio,10.27,7.73,85.13,-,-,-104.54,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,16.87,8.63,1854.03,-,-,-96.49,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,3.20,-,15.09,-,98.33,-,-,-,192.37,-,121.38,Upgrade
14,Debt / Equity Ratio,0.03,0.03,0.03,0.01,0.01,0.02,0.03,0.01,0.01,0.02,0.00,Upgrade
15,Debt / FCF Ratio,0.19,-,1.01,-,0.25,-,-,-,0.35,-,0.03,Upgrade
16,Return on Capital Employed (ROCE),3.39%,3.39%,0.03%,-,-,-5.02%,-,-,-,-,-,Upgrade
17,Earnings Yield,7.22%,9.83%,3.13%,-0.46%,-0.18%,-0.34%,-1.54%,-2.34%,-0.73%,-0.99%,-1.31%,Upgrade
18,FCF Yield,21.76%,29.59%,3.59%,-1.21%,0.96%,-3.33%,-3.69%,-0.98%,0.47%,0.48%,0.78%,Upgrade
