,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,40.03,46.68,58.36,83.6,34.4,41.83,50.35,38.09,30.42,37.08,Upgrade
1,Short-Term Investments,-,1.69,-,1.59,10,21.87,20,48.83,46.5,32.37,Upgrade
2,Cash & Short-Term Investments,40.03,48.36,58.36,85.2,44.4,63.69,70.35,86.92,76.92,69.44,Upgrade
3,Cash Growth,-31.41%,-43.23%,31.46%,33.76%,-36.89%,-26.72%,-8.54%,25.17%,37.04%,16.69%,Upgrade
4,Accounts Receivable,144.72,134.34,136.29,132.55,129.59,118.82,39.86,110.01,133,125.8,Upgrade
5,Other Receivables,1.74,0.76,1.95,0.09,34.46,12.4,92.31,14.46,35.57,36.53,Upgrade
6,Receivables,178.64,166.9,181.43,132.64,175.47,142.65,143.97,136.27,180.53,174.41,Upgrade
7,Prepaid Expenses,-,0.2,-,0.33,-,0.42,-,-,-,-,Upgrade
8,Other Current Assets,0.78,1.35,2.51,2.59,1.28,16.24,1.28,16.47,1.26,4.03,Upgrade
9,Total Current Assets,219.45,216.81,242.3,220.75,221.15,223.01,215.59,239.66,258.71,247.89,Upgrade
10,"Property, Plant & Equipment",7.67,6.94,4.14,5.08,5.35,6.96,3.45,4.18,5.81,4.14,Upgrade
11,Long-Term Investments,10,10,-,-,-,-,-,-,-,-,Upgrade
12,Other Long-Term Assets,0.46,0.46,-,-,0.15,0.15,-,-,0.15,0.15,Upgrade
13,Total Assets,237.57,234.2,246.44,225.84,226.65,230.12,219.04,243.84,264.67,252.18,Upgrade
14,Accounts Payable,78.93,80.26,101.7,79.21,73.25,73.5,58.01,73.09,102.94,84.27,Upgrade
15,Accrued Expenses,-,12.12,-,10.29,-,15.45,-,17.96,-,9.73,Upgrade
16,Current Portion of Leases,3.6,2.6,1.18,1.76,2.18,2.24,0.97,1.35,1.56,0.28,Upgrade
17,Current Unearned Revenue,-,-,-,-,-,-,-,-,-,1.28,Upgrade
18,Other Current Liabilities,16.42,1.9,12.86,1.66,17.54,3.27,24.23,6.01,7.01,5.27,Upgrade
19,Total Current Liabilities,98.95,96.88,115.73,92.93,92.98,94.46,83.21,98.41,111.51,100.83,Upgrade
20,Long-Term Leases,1.13,1.87,0.3,-,0.77,1.76,0.15,0.03,0.72,-,Upgrade
21,Long-Term Deferred Tax Liabilities,0.48,0.4,0.42,0.42,0.3,0.35,0.37,0.43,0.26,0.42,Upgrade
22,Total Liabilities,101.2,99.79,116.96,93.85,94.32,96.83,84.26,99.4,112.99,101.75,Upgrade
23,Common Stock,11.19,11.19,11.19,11.19,11.19,11.19,11.19,11.19,11.19,11.19,Upgrade
24,Additional Paid-In Capital,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,Upgrade
25,Retained Earnings,48.67,46.72,40.42,42.86,43.22,44.19,45.68,55.29,62.54,61.31,Upgrade
26,Comprehensive Income & Other,-1.87,-1.87,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,Upgrade
27,Total Common Equity,135.78,133.83,128.92,131.36,131.72,132.68,134.17,143.79,151.04,149.81,Upgrade
28,Minority Interest,0.6,0.59,0.56,0.63,0.62,0.6,0.61,0.65,0.65,0.62,Upgrade
29,Shareholders' Equity,136.38,134.41,129.48,131.99,132.33,133.29,134.78,144.43,151.68,150.42,Upgrade
30,Total Liabilities & Equity,237.57,234.2,246.44,225.84,226.65,230.12,219.04,243.84,264.67,252.18,Upgrade
31,Total Debt,4.73,4.47,1.48,1.76,2.96,4,1.13,1.39,2.28,0.28,Upgrade
32,Net Cash (Debt),35.3,43.9,56.88,83.44,41.44,59.69,69.22,85.54,74.65,69.17,Upgrade
33,Net Cash Growth,-37.93%,-47.39%,37.26%,39.77%,-40.14%,-30.21%,-7.27%,23.66%,36.26%,22.06%,Upgrade
34,Net Cash Per Share,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,Upgrade
35,Filing Date Shares Outstanding,5594,5594,5594,5594,5594,5594,5594,5594,5594,5594,Upgrade
36,Total Common Shares Outstanding,5594,5594,5594,5594,5594,5594,5594,5594,5594,5594,Upgrade
37,Working Capital,120.51,119.93,126.57,127.83,128.17,128.55,132.39,141.25,147.2,147.06,Upgrade
38,Book Value Per Share,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,Upgrade
39,Tangible Book Value,135.78,133.83,128.92,131.36,131.72,132.68,134.17,143.79,151.04,149.81,Upgrade
40,Tangible Book Value Per Share,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,Upgrade
41,Machinery,-,5.52,-,5.57,-,4.97,-,5.85,-,8.12,Upgrade
42,Leasehold Improvements,-,0.9,-,0.9,-,0.78,-,0.15,-,0.15,Upgrade
43,Order Backlog,1586,-,-,-,-,-,1419,-,-,-,Upgrade
