,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,3069,2850,3909,4512,5261,5439,7196,9198,7587,7290,8904,Upgrade
1,Market Cap Growth,-28.50%,-36.84%,-25.69%,-17.05%,-26.90%,-40.87%,-5.15%,26.17%,-14.79%,-24.60%,-11.64%,Upgrade
2,Enterprise Value,2036,1214,2196,2771,3574,3876,5377,7307,5806,5168,6853,Upgrade
3,Last Close Price,1.68,1.56,2.14,1.98,2.27,2.34,2.99,3.81,2.95,2.83,3.23,Upgrade
4,PE Ratio,98.82,51.28,169.32,-40.70,-,-,15.72,6.28,5.50,18.79,17.34,Upgrade
5,Forward PE,18.67,16.00,8.04,14.75,11.88,10.67,7.94,10.25,11.24,12.62,18.19,Upgrade
6,PS Ratio,5.77,5.38,6.79,7.57,8.10,5.43,5.16,3.33,2.88,5.02,5.26,Upgrade
7,PB Ratio,0.87,0.80,1.10,1.02,1.17,1.17,1.37,1.83,1.40,1.78,2.03,Upgrade
8,P/TBV Ratio,0.79,0.80,1.11,1.02,1.17,1.17,1.37,1.84,1.40,1.78,2.04,Upgrade
9,P/FCF Ratio,-,-,70.64,157.54,-,-,-,6.83,37.18,97.96,43.25,Upgrade
10,P/OCF Ratio,-,-,69.40,133.98,-,-,-,6.79,35.65,26.69,22.18,Upgrade
11,PEG Ratio,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,Upgrade
12,EV/Sales Ratio,3.81,2.29,3.81,4.65,5.50,3.87,3.86,2.64,2.21,3.56,4.05,Upgrade
13,EV/EBITDA Ratio,-,-52.62,-,-162.57,-,-,14.36,5.20,4.38,16.54,19.21,Upgrade
14,EV/EBIT Ratio,-,-38.38,-,-,-,-,14.92,5.27,4.44,17.44,19.94,Upgrade
15,EV/FCF Ratio,-,-,39.69,96.76,-,-,-,5.43,28.45,69.44,33.28,Upgrade
16,Debt / Equity Ratio,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.03,Upgrade
17,Debt / FCF Ratio,-,-,2.17,3.29,-,-,-,0.10,0.49,1.43,0.59,Upgrade
18,Return on Capital Employed (ROCE),-,-0.86%,-,-,-,-,6.69%,26.64%,23.92%,7.07%,7.65%,Upgrade
19,Earnings Yield,1.02%,1.95%,0.59%,-2.46%,-10.35%,-3.32%,6.36%,15.91%,18.18%,5.32%,5.77%,Upgrade
20,FCF Yield,-0.16%,1.42%,0.63%,-1.56%,-2.58%,14.83%,14.64%,2.69%,1.02%,2.31%,Upgrade,
21,Buyback Yield / Dilution,-0.58%,-,0.36%,1.00%,1.05%,1.34%,0.60%,-1.31%,-0.61%,0.67%,0.55%,Upgrade
22,Total Shareholder Return,0.01%,-,0.36%,1.00%,1.05%,1.34%,0.60%,-1.31%,-0.61%,0.67%,0.55%,Upgrade
