,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Premiums & Annuity Revenue,1378,1368,1257,1225,1221,2780,2373,2346,1916,1672,Upgrade
1,Total Interest & Dividend Income,444.73,307.81,517.95,3032,-349.19,976.32,1586,1187,1197,1184,Upgrade
2,Gain (Loss) on Sale of Investments,-3.14,58.46,-62.25,-3146,-53.61,-89.63,370.54,1704,-516.25,358.87,Upgrade
3,Other Revenue,-75.82,142.54,-81.44,109.68,-55.14,1730,827.59,2335,498.75,1545,Upgrade
4,Total Revenue,1743,1877,1631,1221,763.25,5397,5158,7573,3096,4759,Upgrade
5,Revenue Growth (YoY),6.87%,53.80%,113.72%,-77.39%,-85.20%,-28.73%,66.60%,59.12%,-12.06%,414.92%,Upgrade
6,Policy Benefits,1052,1068,1012,1069,936.9,4317,3630,5923,2077,3607,Upgrade
7,Policy Acquisition & Underwriting Costs,-,-,-,-,-,182.74,268.95,372.01,234.15,185.17,Upgrade
8,"Selling, General & Administrative",-,-,-,-,-,664.76,542.8,508.63,431.42,532.63,Upgrade
9,Other Operating Expenses,135.91,207.19,183.27,197.01,226.9,-,-,-,-,-,Upgrade
10,Total Operating Expenses,1188,1275,1195,1266,1164,5165,4442,6804,2742,4325,Upgrade
11,Operating Income,555.51,601.93,435.8,-45.74,-400.55,232.29,715.86,769.23,353.66,434.72,Upgrade
12,Interest Expense,-114.66,-110.16,-91.97,-93.07,-69.42,-71.19,-77.93,-81.83,-88.55,-56.5,Upgrade
13,Earnings From Equity Investments,-3.41,-8.01,-2.8,-3.49,-4.46,2.35,-1.61,1.87,-1.57,0.03,Upgrade
14,EBT Excluding Unusual Items,437.44,483.76,341.03,-142.3,-474.43,163.45,636.31,689.27,263.54,378.25,Upgrade
15,Gain (Loss) on Sale of Investments,-,-,0.46,-,-,-,-,-,-,-,Upgrade
16,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-0.21,Upgrade
17,Pretax Income,437.44,483.76,341.49,-142.3,-474.43,163.45,636.31,689.27,263.54,378.04,Upgrade
18,Income Tax Expense,61,37.8,74.55,26.49,21.12,5.88,1.22,2.44,1.38,0.11,Upgrade
19,Earnings From Continuing Ops.,376.44,445.97,266.94,-168.79,-495.54,157.57,635.09,686.83,262.16,377.93,Upgrade
20,Minority Interest in Earnings,-175.45,-186.74,-129,8.12,13.48,-103.68,-175.57,-177.7,-152.97,-219.68,Upgrade
21,Net Income,200.99,259.23,137.94,-160.67,-482.06,53.89,459.53,509.13,109.18,158.25,Upgrade
22,Net Income to Common,200.99,259.23,137.94,-160.67,-482.06,53.89,459.53,509.13,109.18,158.25,Upgrade
23,Net Income Growth,45.72%,-,-,-,-,-89.42%,320.88%,221.72%,12.14%,-,Upgrade
24,Shares Outstanding (Basic),3853,3853,3853,3853,3853,3853,3853,3430,3208,3208,Upgrade
25,Shares Outstanding (Diluted),3853,3853,3853,3853,3853,3853,3853,3430,3208,3208,Upgrade
26,Shares Change (YoY),-,-,-,-,-,12.31%,20.10%,6.94%,-,23.13%,Upgrade
27,EPS (Basic),0.05,0.07,0.04,-0.04,-0.13,0.01,0.12,0.15,0.03,0.05,Upgrade
28,EPS (Diluted),0.05,0.06,0.04,-0.04,-0.13,0.01,0.12,0.15,0.03,0.05,Upgrade
29,EPS Growth,39.65%,-,-,-,-,-91.24%,297.59%,200.85%,0%,-,Upgrade
30,Free Cash Flow,795.95,-2067,1.74,-4056,3523,1460,2062,762.61,1575,978.58,Upgrade
31,Free Cash Flow Per Share,0.21,-0.54,0.00,-1.05,0.91,0.38,0.54,0.22,0.49,0.31,Upgrade
32,Operating Margin,31.87%,32.07%,26.72%,-3.75%,-52.48%,4.30%,13.88%,10.16%,11.42%,9.13%,Upgrade
33,Profit Margin,11.53%,13.81%,8.46%,-13.16%,-63.16%,1.00%,8.91%,6.72%,3.53%,3.33%,Upgrade
34,Free Cash Flow Margin,45.66%,-110.12%,0.11%,-332.32%,461.58%,27.05%,39.98%,10.07%,50.88%,20.56%,Upgrade
35,EBITDA,654.33,579.75,526.34,-79.88,-293.13,193.1,805.05,716.83,429.58,434.52,Upgrade
36,D&A For EBITDA,98.81,-22.19,90.54,-34.14,107.43,-39.19,89.19,-52.4,75.92,-0.2,Upgrade
37,EBIT,555.51,601.93,435.8,-45.74,-400.55,232.29,715.86,769.23,353.66,434.72,Upgrade
38,Revenue as Reported,-,-,-,-,-,5397,5158,7573,3096,4759,Upgrade
