,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1817,1816,1575,1800,1993,1918,2502,2695,2107,1411,2221,Upgrade
1,Market Cap Growth,0.88%,0.88%,-20.98%,-6.18%,-20.34%,-28.81%,18.77%,90.94%,-5.13%,-38.38%,-4.77%,Upgrade
2,Enterprise Value,206,660,503,595,1004,949,1638,1571,1060,374,1199,Upgrade
3,Last Close Price,1.21,1.19,0.98,1.11,1.16,1.10,1.35,1.44,1.06,0.68,1.02,Upgrade
4,PE Ratio,3.00,3.00,4.39,3.77,4.92,4.51,5.69,7.34,6.62,5.48,7.77,Upgrade
5,Forward PE,-,8.59,8.59,8.59,8.59,8.59,8.59,8.59,8.59,8.59,8.59,Upgrade
6,PS Ratio,1.57,1.57,1.24,1.28,1.38,1.39,1.75,1.96,1.73,1.36,2.09,Upgrade
7,PB Ratio,0.52,0.52,0.50,0.59,0.67,0.66,0.85,1.01,0.81,0.61,0.98,Upgrade
8,P/TBV Ratio,0.62,0.62,0.58,0.73,0.77,0.84,1.00,1.31,0.94,0.78,1.13,Upgrade
9,P/FCF Ratio,10.81,10.80,10.30,10.76,7.67,10.41,25.46,26.25,10.83,5.31,8.20,Upgrade
10,P/OCF Ratio,5.32,5.32,4.23,4.66,4.06,3.22,5.19,7.05,5.86,4.22,7.20,Upgrade
11,EV/Sales Ratio,0.18,0.57,0.40,0.42,0.70,0.69,1.15,1.14,0.87,0.36,1.13,Upgrade
12,EV/EBITDA Ratio,0.66,1.96,1.29,1.18,1.85,1.81,3.08,2.91,2.39,1.07,3.14,Upgrade
13,EV/EBIT Ratio,0.94,2.68,1.65,1.43,2.12,2.05,3.50,3.41,2.78,1.29,3.69,Upgrade
14,EV/FCF Ratio,1.23,3.93,3.29,3.56,3.86,5.15,16.67,15.31,5.45,1.40,4.43,Upgrade
15,Debt / Equity Ratio,0.06,0.06,0.04,0.01,0.00,0.01,0.01,0.01,0.00,0.06,0.11,Upgrade
16,Debt / FCF Ratio,1.20,1.20,0.87,0.22,0.04,0.17,0.29,0.14,0.02,0.48,0.91,Upgrade
17,Return on Capital Employed (ROCE),6.76%,6.76%,9.34%,13.24%,15.29%,14.43%,14.41%,15.56%,13.22%,11.30%,13.40%,Upgrade
18,Earnings Yield,33.29%,33.33%,22.80%,26.56%,20.31%,22.18%,17.57%,13.62%,15.11%,18.25%,12.87%,Upgrade
19,FCF Yield,9.25%,9.26%,9.71%,9.30%,13.04%,9.61%,3.93%,3.81%,9.23%,18.85%,12.19%,Upgrade
20,Dividend Yield,6.61%,6.54%,8.16%,7.71%,7.60%,6.98%,5.91%,4.46%,6.11%,8.44%,5.66%,Upgrade
21,Buyback Yield / Dilution,0.07%,0.08%,0.06%,-0.10%,0.65%,0.09%,1.80%,3.07%,1.58%,2.20%,1.35%,Upgrade
22,Total Shareholder Return,6.68%,6.62%,8.22%,7.61%,8.25%,7.07%,7.71%,7.52%,7.69%,10.64%,7.01%,Upgrade
