,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1132,905.83,741.15,811.68,601.58,577.74,571.82,730.99,536.61,471.46,Upgrade
1,Short-Term Investments,455.4,107,99.43,88.8,31.02,44.3,32.99,30.02,71.09,170.49,Upgrade
2,Trading Asset Securities,102.86,160.87,191.5,181.36,255.33,208.18,142.51,201.12,476.4,505.83,Upgrade
3,Cash & Short-Term Investments,1691,1174,1032,1082,887.92,830.22,747.31,962.12,1084,1148,Upgrade
4,Cash Growth,63.80%,8.49%,16.23%,30.31%,18.82%,-13.71%,-31.07%,-16.18%,-1.28%,-4.87%,Upgrade
5,Accounts Receivable,295.78,322,397.76,402.85,306.04,346.78,342.42,330.75,308.81,370.99,Upgrade
6,Other Receivables,-,-,-,-,-,20.8,-,-,-,-,Upgrade
7,Receivables,295.78,322,397.76,402.85,306.04,367.58,426.42,330.75,308.81,370.99,Upgrade
8,Inventory,235.66,211.11,221.64,241.75,190.07,203.48,212.78,246.03,205.84,180.76,Upgrade
9,Prepaid Expenses,8.53,13.4,6.62,14.99,24.52,15.5,23.35,9.75,35.02,15.65,Upgrade
10,Other Current Assets,-,-,2.58,2.58,37.86,94.26,68.39,0.07,-,-,Upgrade
11,Total Current Assets,2231,1720,1661,1744,1446,1511,1478,1549,1634,1715,Upgrade
12,"Property, Plant & Equipment",1236,1217,1207,1301,1188,1143,795.51,781.95,621.78,596.3,Upgrade
13,Long-Term Investments,20,20,5.05,25.35,66.76,87.25,81.55,98.67,107.48,77.44,Upgrade
14,Goodwill,241.16,241.16,241.16,241.16,241.16,241.16,241.16,241.16,241.16,241.16,Upgrade
15,Other Intangible Assets,303.11,160.31,295.21,109.48,284.94,97.99,260.37,36.18,196.16,24.49,Upgrade
16,Long-Term Deferred Tax Assets,3.46,18.98,20.42,6.86,6.26,5.75,6.77,6.53,5.47,6.64,Upgrade
17,Long-Term Deferred Charges,-,128,-,185.54,-,189.03,-,170.54,-,125.17,Upgrade
18,Other Long-Term Assets,10.24,10.3,7.56,7.56,-,14.36,-,20,-,-,Upgrade
19,Total Assets,4045,3623,3557,3673,3284,3340,2864,2904,2806,2786,Upgrade
20,Accounts Payable,189.42,162.16,164.21,224.07,108.74,143.21,108.56,157.61,153.09,156.76,Upgrade
21,Accrued Expenses,-,108.27,-,171.28,-,156.94,-,125.79,-,142.91,Upgrade
22,Short-Term Debt,182.55,120.06,32.34,6.43,24.29,21.01,9.25,-,113.4,216.78,Upgrade
23,Current Portion of Leases,1.37,0.36,1,1.53,1.03,0.98,0.92,0.92,0.5,0.07,Upgrade
24,Current Income Taxes Payable,14.44,45.23,52.48,8.65,19.89,15.5,9.36,9.3,12.29,5.81,Upgrade
25,Current Unearned Revenue,-,17.9,-,29.66,-,14.45,-,8.47,-,15.46,Upgrade
26,Other Current Liabilities,268.08,214.96,391.88,490.43,389.36,345.01,274.95,177.81,183.81,81.54,Upgrade
27,Total Current Liabilities,655.85,668.94,641.91,932.06,543.32,697.1,403.03,479.91,463.09,619.32,Upgrade
28,Long-Term Leases,4.17,0.1,0.11,0.44,1,1.53,1.61,2.03,2.42,2.84,Upgrade
29,Long-Term Unearned Revenue,-,-,0.31,0.3,0.6,0.6,0.9,0.9,1.2,1.2,Upgrade
30,Long-Term Deferred Tax Liabilities,102.92,94.38,101.03,89.98,73.88,66.87,58.55,61.72,60.38,66.47,Upgrade
31,Other Long-Term Liabilities,10.5,-,-,-,175.46,175.6,175.6,175.6,175.6,70.24,Upgrade
32,Total Liabilities,773.44,763.43,743.35,1023,794.25,941.7,639.68,720.14,702.69,760.08,Upgrade
33,Common Stock,80.46,80.46,80.43,80.39,80.38,80.37,80.31,81.07,82.61,82.87,Upgrade
34,Additional Paid-In Capital,104.57,104.41,103.98,103.09,102.95,102.7,100.18,100.18,100.18,100.18,Upgrade
35,Retained Earnings,3051,2649,2596,2436,2270,2174,2001,1940,1861,1796,Upgrade
36,Treasury Stock,-,-,-,-,-,-,-,-0.43,-,-0.16,Upgrade
37,Comprehensive Income & Other,32.15,21.24,27.58,22.51,19.65,23.2,25.17,49.26,45.94,47.24,Upgrade
38,Total Common Equity,3268,2855,2808,2642,2473,2381,2207,2171,2090,2026,Upgrade
39,Minority Interest,3.12,4.58,6.14,7.91,17.31,17.15,16.93,13.09,13.54,0.68,Upgrade
40,Shareholders' Equity,3271,2859,2814,2650,2490,2398,2224,2184,2103,2026,Upgrade
41,Total Liabilities & Equity,4045,3623,3557,3673,3284,3340,2864,2904,2806,2786,Upgrade
42,Total Debt,188.1,120.53,33.45,8.41,26.32,23.52,11.77,2.95,116.32,219.68,Upgrade
43,Net Cash (Debt),1502,1053,998.62,1073,861.6,806.7,735.54,959.17,967.78,928.1,Upgrade
44,Net Cash Growth,50.46%,-1.89%,15.90%,33.06%,17.14%,-15.90%,-24.00%,3.35%,7.76%,-23.08%,Upgrade
45,Net Cash Per Share,1.00,0.70,0.66,0.71,0.57,0.53,0.49,0.62,0.62,0.59,Upgrade
46,Filing Date Shares Outstanding,1500,1500,1500,1499,1499,1498,1497,1505,1551,1553,Upgrade
47,Total Common Shares Outstanding,1500,1500,1500,1499,1499,1498,1497,1505,1551,1553,Upgrade
48,Working Capital,1575,1051,1019,811.94,903.08,813.93,1075,1069,1171,1096,Upgrade
49,Book Value Per Share,2.18,1.90,1.87,1.76,1.65,1.59,1.47,1.44,1.35,1.30,Upgrade
50,Tangible Book Value,2724,2453,2271,2291,1947,2042,1705,1893,1652,1760,Upgrade
51,Tangible Book Value Per Share,1.82,1.64,1.51,1.53,1.30,1.36,1.14,1.26,1.07,1.13,Upgrade
52,Buildings,-,584.74,-,531.28,-,243.42,-,309.25,-,309.56,Upgrade
53,Machinery,-,485.74,-,721.4,-,624.16,-,749.76,-,723.81,Upgrade
54,Construction In Progress,-,356.9,-,495.14,-,675.2,-,204.8,-,26.95,Upgrade
55,Leasehold Improvements,-,6.66,-,6.64,-,6.59,-,5.98,-,0.11,Upgrade
