,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,71780,90334,100371,97633,100371,112233,86076,100371,91246,92767,91246,95809,95200,103108,105542,95809,97025,88205,80905,107062,105846,Upgrade
1,Market Cap Growth,-19.51%,-19.51%,16.61%,-2.73%,10.00%,20.98%,-5.67%,4.76%,-4.15%,-10.03%,-13.54%,0%,-1.88%,16.90%,30.45%,-10.51%,-8.33%,-15.94%,-22.67%,2.33%,-0.57%,Upgrade
2,Enterprise Value,63572,84011,65760,65138,71212,84267,54581,66432,51590,48892,51321,50220,60354,85362,91621,81888,83104,73994,62391,89425,90385,Upgrade
3,Last Close Price,23600.00,29700.00,33000.00,32100.00,33000.00,36900.00,28300.00,32038.83,29126.21,29611.65,27485.30,28859.57,28676.33,29646.64,30346.27,25911.14,26240.17,23120.71,21207.27,26694.80,26391.45,Upgrade
4,PE Ratio,1457.65,-,-141.86,-,-,-,-82.71,-,-,9.80,7.26,8.79,9.35,9.58,12.08,10.50,8.22,6.42,6.11,8.47,8.67,Upgrade
5,PS Ratio,1.56,2.09,4.07,6.45,7.37,9.12,5.70,3.63,2.73,2.67,2.83,3.22,3.33,2.82,2.10,1.63,1.33,0.97,0.79,1.03,0.99,Upgrade
6,PB Ratio,1.32,1.66,1.82,1.81,1.85,2.05,1.55,-,1.56,1.51,1.38,1.53,1.43,1.62,1.78,1.51,1.53,1.40,1.34,1.71,1.75,Upgrade
7,P/TBV Ratio,1.68,1.68,1.84,1.83,1.88,2.09,1.59,-,1.61,1.57,1.43,1.61,1.50,1.70,1.90,1.63,1.65,1.53,1.47,1.90,1.97,Upgrade
8,P/FCF Ratio,-,7.25,-,13.77,42.22,-14.45,-,-,-,-,-109.79,-22.54,-,-,6.63,11.82,17.49,19.12,-,8.01,5.62,Upgrade
9,P/OCF Ratio,4.69,5.16,-,13.77,42.22,-14.45,-,-,-,-,-109.79,-22.54,-,-,6.52,11.34,16.43,17.85,-,7.64,5.42,Upgrade
10,EV/Sales Ratio,1.28,1.94,2.67,4.30,5.23,6.85,3.61,2.40,1.55,1.40,1.59,1.69,2.11,2.33,1.82,1.39,1.14,0.81,0.61,0.86,0.84,Upgrade
11,EV/EBITDA Ratio,-,27.33,-,-,-,-,-,-,-,-,-,-,-,-,28.03,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,48.64,63.94,-178.85,-,-,-,37.99,-,-,9.42,17.19,31.23,-,-,10.74,9.01,6.84,5.28,4.33,6.57,6.87,Upgrade
13,EV/FCF Ratio,-3.41,6.74,-,9.19,29.96,-10.85,-,-,-,-,-61.75,-11.82,-,-,5.75,10.10,14.98,16.04,-,6.69,4.80,Upgrade
14,Debt / Equity Ratio,-,-,-,0.08,0.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Debt / FCF Ratio,-,-,-,0.61,3.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Asset Turnover,0.93,-,0.25,0.31,0.23,-,-,0.22,0.37,0.91,0.48,0.27,-,-,-,0.74,1.00,1.24,1.26,1.85,Upgrade,
17,Inventory Turnover,5.60,13.84,-,1.11,1.25,0.72,-,-,0.73,1.59,5.21,2.76,1.67,-,-,-,2.23,3.61,5.90,8.57,12.51,Upgrade
18,Quick Ratio,0.39,0.39,0.30,4.58,4.14,14.95,14.47,-,16.02,13.90,15.96,11.82,9.72,6.53,3.22,-,3.36,2.43,1.90,3.07,2.93,Upgrade
19,Current Ratio,0.64,0.64,0.62,5.83,5.31,21.22,21.82,-,21.60,17.27,18.38,14.73,11.79,8.26,4.89,-,5.79,4.92,3.67,4.54,4.00,Upgrade
20,Return on Equity (ROE),-4.95%,-,-2.69%,-2.92%,-5.96%,-,-,-19.07%,9.91%,23.76%,5.63%,19.51%,-,13.95%,1.16%,23.84%,17.17%,16.38%,18.63%,38.09%,Upgrade,
21,Return on Assets (ROA),2.44%,-,-0.85%,-1.84%,-3.29%,-,-,-0.84%,6.32%,14.36%,2.09%,-3.60%,-,-,-,11.48%,8.72%,11.27%,12.56%,18.94%,Upgrade,
