,Fiscal Quarter,Q4 2024,Q3 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,8307,2738,2057,3032,10989,3806,-,2589,5605,15009,11035,8558,18826,9730,-,9288,6748,7039,11343,11763,Upgrade
1,Short-Term Investments,3.44,3705,37029,37029,18305,24305,-,31500,34197,29004,29005,37145,16144,8144,-,7302,7302,7302,7302,6002,Upgrade
2,Cash & Short-Term Investments,8311,6443,39086,40061,29294,28111,-,34088,39802,44013,40040,45703,34970,17874,16590,16590,14050,14341,18644,17765,Upgrade
3,Cash Growth,-71.63%,-77.08%,-,17.52%,-26.40%,-36.13%,-,-25.41%,13.82%,146.25%,141.35%,175.48%,148.90%,24.63%,-11.02%,-6.61%,-9.84%,128.12%,-11.40%,8.53%,Upgrade
4,Accounts Receivable,6283,4741,1449,1262,1094,688.09,-,585.24,613.12,3607,1196,1097,1884,1526,-,1338,1191,907.66,1165,1288,Upgrade
5,Other Receivables,423.73,199.93,924.02,493.17,1713,1478,-,789.04,1244,1346,1051,1282,763.01,676.45,-,738.48,410.49,269.74,238.06,590.25,Upgrade
6,Receivables,6707,4941,2373,1755,2808,2166,-,1374,1857,4954,2248,2379,2647,2202,-,2077,1601,1177,1403,1878,Upgrade
7,Inventory,4968,6373,9835,10261,11932,13746,-,10985,8720,6179,9078,8918,9552,10001,-,13058,15391,13601,8196,6482,Upgrade
8,Prepaid Expenses,848.88,263.66,8.47,23.53,136.71,219.98,-,172.06,161.64,76.54,93.88,62.61,7.5,24.67,-,45.55,88.44,152.7,102.68,215.08,Upgrade
9,Other Current Assets,4081,5792,1477,1627,1409,1433,-,1218,1245,1187,1210,1239,439.5,369.8,-,434,532.9,786.55,1225,527.98,Upgrade
10,Total Current Assets,24916,23813,52779,53727,45580,45676,-,47837,51787,56410,52669,58302,47615,30471,-,32205,31664,30059,29571,26868,Upgrade
11,"Property, Plant & Equipment",64128,66367,7388,7517,7755,7979,-,8466,7969,8061,8389,8256,8473,8690,-,9125,9342,9490,9727,10573,Upgrade
12,Long-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,7805,20000,-,20000,20000,20000,20000,20000,Upgrade
13,Goodwill,-,-,-,198.22,470.25,742.29,-,1286,1558,1830,2102,2375,2647,2982,-,3952,4437,4923,5408,5893,Upgrade
14,Other Intangible Assets,508.23,512.81,521.96,526.54,531.12,535.69,-,544.85,549.42,554,558.58,563.15,567.73,572.31,-,581.46,586.04,590.62,595.19,599.77,Upgrade
15,Long-Term Deferred Tax Assets,-,-,-,-,8.09,9.7,-,12.94,14.55,16.17,17.79,19.41,21.02,22.64,-,25.88,27.49,29.11,30.73,32.34,Upgrade
16,Other Long-Term Assets,4529,3571,3033,3044,3139,3231,-,2777,2937,2984,3169,2893,3086,3281,-,3675,3498,3744,3862,3377,Upgrade
17,Total Assets,94082,94265,63723,65013,57483,58174,-,60923,64815,69855,66906,72408,70215,66018,-,69563,69554,68835,69194,67344,Upgrade
18,Accounts Payable,37315,37109,3512,1448,186.78,240.86,-,799.77,288.21,262.28,1943,2104,222.67,1798,-,419.07,945.53,2178,2656,1985,Upgrade
19,Accrued Expenses,692.46,515.3,280.17,463.8,495.76,436.95,-,956.77,835.1,957.32,1229,1085,2198,2178,-,3410,3890,3334,2056,2196,Upgrade
20,Short-Term Debt,-,-,4348,7438,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Current Income Taxes Payable,11.52,249.83,2.96,444.98,310.04,204.52,-,28.03,1304,1513,170.27,1394,2927,1766,-,1493,1256,2348,1216,2052,Upgrade
22,Other Current Liabilities,674.86,661.12,914.06,315.63,1155,1211,-,429.63,571.3,335.8,234.91,363.5,416.43,494.03,-,241.38,350.99,320.45,591.08,480.25,Upgrade
23,Total Current Liabilities,38694,38536,9057,10110,2148,2093,-,2214,2998,3069,3577,4946,5764,6236,-,5563,6442,8181,6519,6714,Upgrade
24,Long-Term Deferred Tax Liabilities,1007,670.73,628.02,550.53,585.98,386.33,-,121.39,367.12,521.84,886.98,882.16,627.86,531.71,-,609.65,181.6,144.58,110.67,164.51,Upgrade
25,Total Liabilities,39701,39206,9685,10661,2734,2479,-,2336,3365,3591,4464,5828,6391,6768,-,6173,6624,8325,6630,6878,Upgrade
26,Common Stock,30415,30415,30415,30415,30415,30415,-,30415,30415,30415,30415,30415,30415,30415,-,30415,30415,30415,30415,30415,Upgrade
27,Additional Paid-In Capital,209.07,209.07,209.07,209.07,209.07,209.07,-,209.07,209.07,209.07,209.07,209.07,209.07,209.07,-,209.07,209.07,209.07,209.07,209.07,Upgrade
28,Retained Earnings,23653,24314,23286,23600,23989,24925,-,27813,30679,35502,31702,35840,33076,28499,-,32640,32176,29756,31808,29712,Upgrade
29,Total Common Equity,54278,54938,53911,54224,54614,55550,-,58438,61304,66127,62327,66465,63700,59124,63264,63264,62801,60380,62433,60337,Upgrade
30,Minority Interest,102.66,120.01,127.37,127.38,135.87,145.24,-,150.06,145.85,137.7,115.07,114.98,123.17,126.94,-,125.97,129.22,129.84,130.75,128.17,Upgrade
31,Shareholders' Equity,54381,55058,54038,54352,54750,55695,-,58588,61450,66264,62442,66580,63823,59251,63390,63390,62930,60510,62564,60465,Upgrade
32,Total Liabilities & Equity,94082,94265,63723,65013,57483,58174,-,60923,64815,69855,66906,72408,70215,66018,-,69563,69554,68835,69194,67344,Upgrade
33,Total Debt,-,-,4348,7438,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
34,Net Cash (Debt),8311,6443,34738,32623,29294,28111,-,34088,39802,44013,40040,45703,34970,17874,16590,16590,14050,14341,18644,17765,Upgrade
35,Net Cash Growth,-71.63%,-77.08%,-,-4.30%,-26.40%,-36.13%,-,-25.41%,13.82%,146.25%,141.35%,175.48%,148.90%,24.63%,-11.02%,-6.61%,-9.84%,128.12%,-11.40%,8.53%,Upgrade
36,Net Cash Per Share,2455.05,1909.48,11449.00,9631.06,8669.60,8332.32,-,10085.62,11776.70,13019.30,11858.76,13529.84,10350.04,5289.31,4914.10,4910.41,4156.37,4243.86,5517.96,5255.81,Upgrade
37,Filing Date Shares Outstanding,3.04,3.37,3.03,3.04,3.38,3.37,3.36,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,Upgrade
38,Total Common Shares Outstanding,3.04,3.37,3.03,3.04,3.38,3.37,3.36,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,Upgrade
39,Working Capital,-13778,-14723,43723,43617,43433,43583,-,45623,48789,53341,49092,53356,41851,24235,-,26641,25222,21878,23052,20154,Upgrade
40,Book Value Per Share,17845.55,16281.54,17768.02,17827.91,16162.90,16465.49,-,17289.73,18138.56,19560.66,18459.45,19676.04,18853.45,17496.58,18724.93,18724.93,18578.25,17867.95,18477.54,17850.57,Upgrade
41,Tangible Book Value,53770,54425,53389,53500,53613,54272,-,56607,59196,63742,59666,63527,60486,55570,58731,58731,57778,54867,56430,53844,Upgrade
42,Tangible Book Value Per Share,17678.45,16129.56,17596.00,17589.62,15866.55,16086.68,-,16747.93,17514.90,18855.33,17671.32,18806.38,17902.11,16444.85,17383.09,17383.09,17092.20,16236.48,16700.92,15929.70,Upgrade
43,Construction In Progress,-,-,-,100.88,100.88,55,-,-,-,-,-,-,-,-,-,-,-,-,16.58,605.6,Upgrade
