,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,654,1069,1014,1090,1036,1167,1101,1251,1088,1023,1293,Upgrade
1,Market Cap Growth,-2.00%,-2.00%,-2.11%,-6.54%,-5.94%,-6.74%,1.24%,22.34%,-15.89%,-9.53%,27.96%,Upgrade
2,Enterprise Value,1960,2134,1650,1702,1580,1475,1570,1416,1282,1109,1571,Upgrade
3,Last Close Price,0.60,0.98,0.91,0.98,0.90,1.02,0.93,1.05,0.92,0.86,1.08,Upgrade
4,PE Ratio,12.31,20.11,19.82,19.97,22.32,11.00,10.29,64.61,413.33,46.18,22.93,Upgrade
5,PS Ratio,0.89,1.45,1.41,1.59,1.48,1.53,1.85,3.92,3.60,3.19,3.20,Upgrade
6,PB Ratio,0.32,0.46,0.43,0.47,0.43,0.48,0.43,0.53,0.47,0.48,0.59,Upgrade
7,P/TBV Ratio,0.53,0.53,0.49,0.54,0.49,0.54,0.48,0.58,0.52,0.52,0.65,Upgrade
8,P/FCF Ratio,-,-,-,-23.53,-,-,12.89,-,-,1.85,-21.60,Upgrade
9,P/OCF Ratio,-,-,-,-26.07,-,-,9.11,-,-,1.84,-21.80,Upgrade
10,EV/Sales Ratio,2.66,2.89,2.29,2.48,2.25,1.93,2.63,4.43,4.24,3.46,3.89,Upgrade
11,EV/EBITDA Ratio,10.37,11.53,10.60,12.31,11.57,6.86,7.10,10.72,13.70,12.65,9.74,Upgrade
12,EV/EBIT Ratio,10.76,11.73,10.85,12.79,12.24,7.09,7.30,11.43,14.60,12.75,9.87,Upgrade
13,EV/FCF Ratio,-3.54,-,-,-36.73,-,-,18.38,-,-,2.01,-26.25,Upgrade
14,Debt / Equity Ratio,0.54,0.54,0.44,0.32,0.35,0.31,0.29,0.35,0.27,0.28,0.52,Upgrade
15,Debt / FCF Ratio,-,-,-,-16.21,-,-,8.67,-,-,1.08,-18.75,Upgrade
16,Return on Capital Employed (ROCE),6.55%,6.55%,5.44%,5.22%,4.90%,7.74%,7.92%,5.03%,3.70%,3.98%,7.29%,Upgrade
17,Earnings Yield,8.12%,4.97%,5.05%,5.01%,4.48%,9.09%,9.72%,1.55%,0.24%,2.17%,4.36%,Upgrade
18,FCF Yield,-84.62%,-51.81%,-28.40%,-4.25%,-12.22%,17.02%,7.76%,-13.93%,44.11%,53.98%,-4.63%,Upgrade
19,Buyback Yield / Dilution,-,-,-,0.03%,0.73%,0.18%,0.05%,0.47%,-0.16%,-0.05%,Upgrade,
20,Total Shareholder Return,3.33%,-,-,-,0.03%,0.73%,0.18%,0.05%,0.47%,-0.16%,-0.05%,Upgrade
