,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,537,551,595,762,948,1058,1216,1232,1302,1267,1366,Upgrade
1,Market Cap Growth,-27.75%,-27.75%,-37.21%,-27.92%,-22.10%,-14.13%,-6.60%,-2.78%,-4.68%,-21.23%,-29.94%,Upgrade
2,Enterprise Value,817,852,879,1063,1211,1314,1187,1193,1213,1174,1215,Upgrade
3,Last Close Price,4.87,4.68,5.02,6.08,7.51,8.08,9.26,9.10,9.59,9.06,9.74,Upgrade
4,PE Ratio,-,-,-,-,48.71,71.49,8.49,8.98,-178.30,-,-,Upgrade
5,PS Ratio,3.03,3.11,3.07,4.05,5.62,6.02,7.04,8.19,9.15,7.76,7.51,Upgrade
6,PB Ratio,0.12,0.12,0.12,0.15,0.17,0.19,0.22,0.22,0.24,0.23,0.25,Upgrade
7,P/FCF Ratio,7.66,7.66,8.97,10.19,15.30,21.91,16.45,23.87,28.68,21.18,23.37,Upgrade
8,P/OCF Ratio,7.66,7.66,8.97,10.19,15.30,21.91,16.45,23.87,28.68,21.18,23.37,Upgrade
9,EV/Sales Ratio,4.61,4.80,4.53,5.65,7.18,7.48,6.87,7.93,8.52,7.19,6.68,Upgrade
10,EV/EBITDA Ratio,9.15,9.54,9.60,11.24,14.67,15.44,14.70,19.87,18.72,12.79,10.20,Upgrade
11,EV/EBIT Ratio,9.30,9.70,9.74,11.41,14.87,15.65,15.04,20.42,19.03,12.92,10.27,Upgrade
12,EV/FCF Ratio,11.85,11.85,13.24,14.21,19.55,27.21,16.05,23.12,26.72,19.63,20.78,Upgrade
13,Debt / Equity Ratio,0.08,0.08,0.08,0.07,0.07,0.06,0.06,0.01,0.01,0.01,0.01,Upgrade
14,Debt / FCF Ratio,5.20,5.20,5.97,5.14,5.83,6.50,4.71,1.26,1.43,0.92,1.00,Upgrade
15,Earnings Yield,-111.28%,-108.39%,-70.17%,-23.84%,2.05%,1.40%,11.77%,11.13%,-0.56%,-4.70%,1.30%,Upgrade
16,FCF Yield,13.05%,13.05%,11.15%,9.81%,6.54%,4.56%,6.08%,4.19%,3.49%,4.72%,4.28%,Upgrade
17,Dividend Yield,7.39%,7.69%,7.58%,6.25%,5.06%,4.70%,4.10%,4.18%,3.96%,4.19%,3.90%,Upgrade
18,Total Shareholder Return,7.39%,7.69%,7.58%,6.25%,5.06%,4.70%,4.10%,4.18%,3.96%,4.19%,3.90%,Upgrade
