,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q2 2018,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jun '18 Jun 30, 2018",+1 Quarters
0,Market Capitalization,12331,15726,12368,17466,18830,12576,14577,14046,12518,11788,11332,13626,15911,12980,29490,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,50.42%,25.05%,-15.15%,24.35%,50.42%,6.68%,28.64%,3.08%,-21.32%,-9.18%,-61.57%,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,13299,15955,12403,17842,19206,12903,14713,14310,12782,12150,11406,13660,15944,13014,29724,-,-,-,-,-,-,Upgrade
3,Last Close Price,23.46,29.92,23.53,32.42,34.98,23.36,27.08,25.40,22.64,21.32,20.49,23.87,27.88,22.74,51.67,-,-,-,-,-,-,Upgrade
4,PE Ratio,17.57,19.58,15.97,23.24,26.59,17.77,24.60,25.94,24.71,25.73,25.15,32.20,37.73,30.82,84.58,-,-,-,-,-,-,Upgrade
5,Forward PE,14.44,18.45,14.46,21.48,25.05,18.39,22.66,23.46,21.53,21.03,21.80,26.96,33.48,29.17,-,-,-,-,-,-,-,Upgrade
6,PS Ratio,1.54,1.92,1.54,2.18,2.34,1.58,1.97,1.91,1.67,1.61,1.52,1.87,2.26,1.84,4.34,-,-,-,-,-,-,Upgrade
7,PB Ratio,4.84,6.25,4.74,6.22,7.13,4.99,6.32,5.86,5.49,5.55,5.55,6.02,7.32,6.02,14.54,-,-,-,-,-,-,Upgrade
8,P/TBV Ratio,7.35,7.62,4.88,6.39,7.35,5.06,6.39,5.93,-,5.59,5.75,6.17,7.50,6.22,14.99,-,-,-,-,-,-,Upgrade
