,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,465582,410808,407385,407385,308106,280719,284142,280719,229368,222521,280719,270449,479276,492970,308106,270449,290989,263602,232791,178017,147206,Upgrade
1,Market Cap Growth,46.34%,46.34%,43.37%,45.12%,34.33%,26.15%,1.22%,3.80%,-52.14%,-54.86%,-8.89%,0%,64.71%,87.01%,32.35%,51.92%,97.67%,26.23%,13.33%,-20.00%,-34.85%,Upgrade
2,Enterprise Value,1039777,1010270,1059059,1063918,964640,1066076,1069499,1066076,1046673,1039826,1199095,1228978,1440492,1487777,1314120,1281916,1150313,1105995,1280730,1225955,1127936,Upgrade
3,Last Close Price,13600.00,12000.00,11900.00,11900.00,9000.00,8200.00,8300.00,8200.00,6700.00,6500.00,8200.00,7900.00,14000.00,14400.00,9000.00,7900.00,8500.00,7700.00,6800.00,5200.00,4300.00,Upgrade
4,PE Ratio,23.24,16.18,16.27,13.31,10.49,14.06,12.78,18.23,23.78,13.85,23.07,25.36,66.13,101.03,64.09,-,16.06,-,22.89,17.61,-,Upgrade
5,PS Ratio,1.09,0.95,0.74,0.71,0.56,0.54,0.63,0.59,0.44,0.39,0.47,0.43,0.78,0.86,0.61,0.68,0.64,0.62,0.69,0.42,0.32,Upgrade
6,PB Ratio,0.68,0.48,0.48,0.48,0.37,0.34,-,-,0.27,-,0.34,0.33,0.57,0.60,0.38,0.33,0.35,0.45,0.40,-,0.18,Upgrade
7,P/TBV Ratio,0.60,0.60,0.60,0.60,0.46,0.42,-,-,0.34,-,0.42,0.41,0.72,0.75,0.47,0.41,0.44,0.45,0.40,-,0.22,Upgrade
8,P/FCF Ratio,4.21,3.72,4.75,18.17,7.92,-,5.13,1.61,1.22,-,1.31,2.44,6.20,6.52,13.19,-114.98,10.84,-,-,-1.43,-,Upgrade
9,P/OCF Ratio,2.99,2.99,3.96,18.73,7.99,-,5.13,1.53,1.23,-,1.49,2.42,5.27,6.11,1.78,2.31,1.88,1.46,-,4.74,56.75,Upgrade
10,EV/Sales Ratio,2.44,2.35,1.91,1.85,1.74,2.05,2.36,2.25,2.03,1.81,2.01,1.97,2.36,2.60,2.58,3.24,2.55,2.58,3.81,2.86,2.47,Upgrade
11,EV/EBITDA Ratio,5.69,5.40,7.07,9.43,8.59,-,-,4.97,4.70,4.36,5.04,5.18,6.15,6.65,7.00,8.51,7.46,8.33,14.23,11.19,12.50,Upgrade
12,EV/EBIT Ratio,8.51,7.99,7.84,7.19,6.79,8.03,8.18,8.56,8.03,7.35,8.51,8.96,11.07,12.55,13.61,16.96,13.30,15.38,58.27,37.94,85.13,Upgrade
13,EV/FCF Ratio,9.41,9.14,12.36,47.46,24.80,-,19.32,6.13,5.57,-,5.60,11.09,18.62,19.69,56.26,-544.99,42.86,-,-,-9.88,-,Upgrade
14,Debt / Equity Ratio,0.71,0.71,0.75,0.77,0.79,0.79,-,-,0.90,-,0.94,1.05,1.05,1.04,1.08,1.11,1.09,1.52,1.52,-,1.15,Upgrade
15,Debt / EBITDA Ratio,3.29,4.04,4.27,2.80,3.05,-,-,-,3.73,-,3.78,3.27,3.34,3.95,4.34,3.59,4.08,12.07,15.95,-,6.91,Upgrade
16,Debt / FCF Ratio,5.44,5.44,7.38,29.17,17.04,-,-,-,3.99,-,3.62,7.80,11.38,11.38,37.92,-383.74,33.71,-,-,-,-,Upgrade
17,Asset Turnover,0.23,0.21,-,-,-,-,-,-,-,0.25,0.24,0.24,0.31,0.27,0.20,0.17,0.22,-,-,-,Upgrade,
18,Inventory Turnover,1.02,0.83,1.13,-,-,-,-,-,-,-,1.16,0.91,1.03,1.62,1.42,0.85,0.72,1.30,-,-,-,Upgrade
19,Quick Ratio,1.12,1.12,1.15,1.10,-,1.08,-,-,-,-,0.64,0.66,0.68,0.61,0.60,0.51,0.53,0.51,0.55,-,0.56,Upgrade
20,Current Ratio,1.75,1.75,1.77,1.74,-,1.75,-,-,-,-,1.19,1.14,1.15,1.08,1.07,0.99,0.99,0.95,1.04,-,1.01,Upgrade
21,Return on Equity (ROE),2.66%,3.31%,9.06%,8.62%,-,-,-,-,-,3.27%,7.68%,6.43%,2.95%,2.53%,4.59%,5.28%,-0.00%,-,-,-,Upgrade,
22,Return on Assets (ROA),3.11%,2.97%,-,-,-,-,-,-,-,3.24%,4.69%,4.40%,2.99%,2.56%,3.72%,3.18%,0.74%,-,-,-,Upgrade,
23,Return on Capital (ROIC),3.77%,3.66%,7.21%,6.54%,-,-,-,-,-,4.35%,6.34%,6.01%,4.18%,3.62%,5.24%,4.57%,1.07%,-,-,-,Upgrade,
24,Return on Capital Employed (ROCE),9.43%,9.76%,10.02%,10.99%,-,9.60%,-,-,-,-,11.11%,10.87%,10.04%,9.45%,7.61%,6.01%,6.74%,6.98%,2.12%,-,1.06%,Upgrade
25,Earnings Yield,4.30%,6.18%,6.15%,7.51%,9.54%,7.11%,7.82%,5.49%,4.20%,7.22%,4.34%,3.94%,1.51%,0.99%,1.56%,1.76%,6.23%,4.33%,4.37%,5.68%,0.30%,Upgrade
26,FCF Yield,23.73%,26.89%,21.03%,5.50%,12.62%,-,19.48%,62.00%,81.89%,-,76.28%,40.97%,16.14%,15.33%,7.58%,-0.87%,9.22%,0.08%,-,-69.70%,-147.99%,Upgrade
27,Dividend Yield,7.35%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
28,Payout Ratio,143.65%,302.07%,907.03%,19.71%,19.53%,-,73.03%,68.81%,714.79%,-,1552.08%,321.53%,-,11209.51%,4629.60%,-,-,-,-,-,-,Upgrade
29,Buyback Yield / Dilution,0.06%,-0.57%,-14.27%,-0.30%,0.66%,0.39%,0.56%,-,-0.76%,0.08%,6.55%,-,-0.14%,0.09%,-7.59%,-5.10%,-1.55%,-,4.04%,10.37%,11.53%,Upgrade
30,Total Shareholder Return,7.41%,-0.57%,-14.27%,-0.30%,0.66%,0.39%,0.56%,-,-0.76%,0.08%,6.55%,-,-0.14%,0.09%,-7.59%,-5.10%,-1.55%,-,4.04%,10.37%,11.53%,Upgrade
