,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,103185,96861,117113,113432,226510,117736,95789,80409,158832,139064,137150,139111,182513,164946,124008,100038,119708,51636,179839,77035,Upgrade
1,Revenue Growth (YoY),-54.45%,-17.73%,22.26%,41.07%,42.61%,-15.34%,-30.16%,-42.20%,-12.97%,-15.69%,10.60%,39.06%,52.46%,219.44%,-31.05%,29.86%,339.16%,-64.18%,-13.27%,-10.39%,Upgrade
2,Cost of Revenue,47651,66973,65917,66126,188934,73412,51449,43368,119541,102039,80015,89553,144126,132377,79060,62008,106369,42145,124128,53323,Upgrade
3,Gross Profit,55534,29888,51197,47306,37576,44325,44340,37041,39291,37025,57135,49558,38386,32569,44948,38029,13340,9491,55711,23711,Upgrade
4,"Selling, General & Admin",33452,8053,7950,8096,6835,9549,6917,7259,10530,8403,13993,8684,10044,7777,8834,8720,7023,5630,8695,9014,Upgrade
5,Operating Expenses,33452,8053,7950,8096,6835,9549,6917,7259,10530,8403,13993,8684,10044,7777,8834,8720,7023,5630,8695,9014,Upgrade
6,Operating Income,22081,21835,43247,39209,30741,34776,37423,29782,28761,28623,43142,40874,28343,24792,36113,29309,6317,3861,47016,14697,Upgrade
7,Interest Expense,-12385,-13159,-12165,-13908,-18466,-19457,-14333,-19296,-18844,-20627,-17879,-22327,-22869,-16905,-20101,-17760,-14454,-9747,-15460,-8423,Upgrade
8,Interest & Investment Income,1702,970.72,737.34,795.61,1184,1103,1157,1073,1165,-,-,421.89,2871,58.33,816.35,63.32,9073,6452,246.47,147.42,Upgrade
9,Other Non Operating Income (Expenses),-3677,-529.45,-6438,-3262,-22.78,3488,-2149,-1134,-301.24,1383,-2810,-2486,4113,-138.89,1026,79.88,-682.61,-495.24,696.09,-233.49,Upgrade
10,EBT Excluding Unusual Items,7722,9117,25381,22835,13435,19910,22099,10425,10780,9378,22453,16483,12458,7807,17856,11693,253.63,70.68,32499,6188,Upgrade
11,Pretax Income,7722,9117,25381,22835,13435,19910,22099,10425,10780,9378,22453,16483,12458,7807,17856,11693,253.63,70.68,32499,6188,Upgrade
12,Income Tax Expense,2092,2104,6311,4829,5356,3858,4567,3292,2412,2626,6527,3120,6395,2650,8447,2370,261.02,-,7953,2708,Upgrade
13,Earnings From Continuing Operations,5630,7013,19070,18006,8079,16052,17532,7134,8369,6752,15926,13364,6062,5157,9409,9322,-7.38,70.68,24545,3480,Upgrade
14,Minority Interest in Earnings,-3586,-4128,-8890,-7731,-6377,-7598,-8579,-6272,-4405,-5134,-12726,-6076,-5998,-5047,-9624,-4402,-,-,-11406,-5263,Upgrade
15,Net Income,2044,2886,10180,10275,1702,8454,8954,861.96,3964,1618,3200,7288,64.12,110.5,-215.78,4920,-7.38,70.68,13139,-1783,Upgrade
16,Net Income to Common,2044,2886,10180,10275,1702,8454,8954,861.96,3964,1618,3200,7288,64.12,110.5,-215.78,4920,-7.38,70.68,13139,-1783,Upgrade
17,Net Income Growth,20.09%,-65.86%,13.69%,1092.05%,-57.07%,422.59%,179.78%,-88.17%,6082.61%,1363.98%,-,48.12%,-,56.33%,-,-,-,1162.24%,278.22%,-,Upgrade
18,Shares Outstanding (Basic),34,39,34,34,34,34,34,34,34,34,-,34,34,37,36,34,34,34,34,34,Upgrade
19,Shares Outstanding (Diluted),34,39,34,34,34,34,34,34,34,34,-,34,34,37,36,34,34,34,34,34,Upgrade
20,Shares Change (YoY),0.57%,14.27%,0.30%,-0.66%,-0.39%,-0.56%,-,0.76%,-0.08%,-6.55%,-,0.14%,-0.09%,7.59%,5.10%,1.55%,-,-4.04%,-10.37%,-11.53%,Upgrade
21,EPS (Basic),59.70,73.79,297.00,300.00,50.00,247.00,262.00,25.00,116.00,47.00,-,213.00,1.87,3.00,-6.00,144.00,-0.22,2.06,384.00,-53.00,Upgrade
22,EPS (Diluted),59.70,73.79,297.00,300.00,50.00,247.00,262.00,25.00,116.00,47.00,-,213.00,1.87,3.00,-6.00,144.00,-0.22,2.06,384.00,-53.00,Upgrade
23,EPS Growth,19.41%,-70.13%,13.36%,1100.00%,-56.90%,425.53%,-,-88.26%,6087.75%,1466.67%,-,47.92%,-,45.31%,-,-,-,1215.33%,321.98%,-,Upgrade
24,Free Cash Flow,24793,73612,6035,6035,-,10347,22507,22507,-,129030,36290,7751,41058,25710,2838,5952,-11143,-,32031,-20666,Upgrade
25,Free Cash Flow Per Share,724.23,1882.26,176.07,176.20,-,302.32,658.59,652.79,-,3748.88,-,226.53,1200.44,698.04,78.93,174.20,-325.49,-,936.12,-614.19,Upgrade
26,Gross Margin,53.82%,30.86%,43.72%,41.70%,16.59%,37.65%,46.29%,46.07%,24.74%,26.62%,41.66%,35.62%,21.03%,19.75%,36.25%,38.01%,11.14%,18.38%,30.98%,30.78%,Upgrade
27,Operating Margin,21.40%,22.54%,36.93%,34.57%,13.57%,29.54%,39.07%,37.04%,18.11%,20.58%,31.46%,29.38%,15.53%,15.03%,29.12%,29.30%,5.28%,7.48%,26.14%,19.08%,Upgrade
28,Profit Margin,1.98%,2.98%,8.69%,9.06%,0.75%,7.18%,9.35%,1.07%,2.50%,1.16%,2.33%,5.24%,0.04%,0.07%,-0.17%,4.92%,-0.01%,0.14%,7.31%,-2.32%,Upgrade
29,Free Cash Flow Margin,24.03%,76.00%,5.15%,5.32%,-,8.79%,23.50%,27.99%,-,92.78%,26.46%,5.57%,22.50%,15.59%,2.29%,5.95%,-9.31%,-,17.81%,-26.83%,Upgrade
30,EBITDA,37192,36983,58422,54384,-,-,57887,50246,55045,51311,66159,65916,54360,51035,62821,55478,18424,13966,66379,34009,Upgrade
31,EBITDA Margin,36.04%,38.18%,49.88%,47.94%,-,-,60.43%,62.49%,34.66%,36.90%,48.24%,47.38%,29.78%,30.94%,50.66%,55.46%,15.39%,27.05%,36.91%,44.15%,Upgrade
32,D&A For EBITDA,15111,15148,15175,15175,-,-,20464,20464,26284,22688,23016,25042,26018,26243,26708,26168,12107,10105,19363,19312,Upgrade
33,EBIT,22081,21835,43247,39209,30741,34776,37423,29782,28761,28623,43142,40874,28343,24792,36113,29309,6317,3861,47016,14697,Upgrade
34,EBIT Margin,21.40%,22.54%,36.93%,34.57%,13.57%,29.54%,39.07%,37.04%,18.11%,20.58%,31.46%,29.38%,15.53%,15.03%,29.12%,29.30%,5.28%,7.48%,26.14%,19.08%,Upgrade
35,Effective Tax Rate,27.10%,23.08%,24.86%,21.15%,39.87%,19.38%,20.66%,31.57%,22.37%,28.00%,29.07%,18.93%,51.34%,33.94%,47.31%,20.27%,102.91%,-,24.47%,43.76%,Upgrade
36,Revenue as Reported,103185,96861,117113,113432,226510,117736,95789,80409,158832,139064,137150,139111,182513,164946,124008,100038,119708,51636,179839,77035,Upgrade
