,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,13388,12986,18397,30502,48521,55366,70843,77638,102587,91650,97580,Upgrade
1,Market Cap Growth,-57.43%,-57.43%,-62.09%,-44.91%,-31.51%,-28.69%,-30.94%,-15.29%,5.13%,-16.08%,-21.89%,Upgrade
2,Enterprise Value,155503,146352,155058,181903,212594,207850,235195,212592,264972,234267,254507,Upgrade
3,Last Close Price,5.32,5.16,7.31,11.86,16.61,18.55,21.89,23.53,29.44,25.97,26.56,Upgrade
4,PE Ratio,-,-,-,-,-,47.06,-,49.71,89.09,83.94,89.02,Upgrade
5,Forward PE,-,7.14,8.04,9.84,7.08,7.73,8.10,9.47,12.30,11.22,11.45,Upgrade
6,PS Ratio,0.38,0.37,0.51,1.79,-,1.00,1.04,1.14,1.50,1.48,1.65,Upgrade
7,PB Ratio,0.08,0.06,0.08,0.13,0.18,0.20,0.25,0.26,0.34,0.31,0.35,Upgrade
8,P/TBV Ratio,0.06,0.06,0.09,0.13,0.22,0.25,0.30,0.32,0.42,0.38,0.44,Upgrade
9,P/FCF Ratio,-,-,-,17.47,-,3.16,37.27,-,41.27,-,-,Upgrade
10,P/OCF Ratio,-,-,-,5.49,-,3.02,9.51,-,10.63,-99.00,-,Upgrade
11,PEG Ratio,163.22,163.22,163.22,163.22,163.22,163.22,163.22,-,0.52,0.65,3.40,Upgrade
12,EV/Sales Ratio,4.38,4.12,4.33,10.66,-,3.75,3.45,3.12,3.88,3.77,4.31,Upgrade
13,EV/EBITDA Ratio,111.02,182.48,-,32.45,-,17.94,20.42,29.39,32.05,24.36,20.89,Upgrade
14,EV/EBIT Ratio,47.50,-103.45,-,37.61,-,20.36,25.97,47.68,49.23,33.27,26.66,Upgrade
15,EV/FCF Ratio,-,-,-,104.16,-,11.87,123.73,-,106.61,-,-,Upgrade
16,Debt / Equity Ratio,0.72,0.72,0.72,0.70,0.71,0.72,0.69,0.63,0.60,0.63,0.71,Upgrade
17,Debt / FCF Ratio,-,-,-,95.84,-,11.26,104.84,-,73.58,-,-,Upgrade
18,Return on Capital Employed (ROCE),0.89%,-0.41%,-,1.38%,-,2.25%,1.96%,0.96%,1.13%,1.53%,2.13%,Upgrade
19,Earnings Yield,-140.38%,-133.73%,-95.17%,-19.17%,-,6.61%,5.12%,5.16%,3.35%,3.33%,2.85%,Upgrade
20,FCF Yield,-,-,5.73%,-,31.62%,2.68%,-2.11%,2.42%,-16.82%,-27.76%,Upgrade,
21,Dividend Yield,3.76%,-,-,1.69%,-,10.57%,9.41%,8.76%,7.00%,7.85%,7.68%,Upgrade
22,Buyback Yield / Dilution,-,-,-,-,0.39%,0.94%,1.12%,0.68%,0.19%,0.04%,Upgrade,
23,Total Shareholder Return,3.76%,-,-,1.69%,-,10.95%,10.35%,9.87%,7.68%,8.05%,7.72%,Upgrade
