,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,21418,27400,37796,53264,53219,57716,50527,61615,54622,67291,Upgrade
1,Short-Term Investments,-,8439,94.7,10613,3454,13681,4263,16663,449.5,16328,Upgrade
2,Trading Asset Securities,798,841,1787,5969,1829,2530,2330,1585,965.8,1141,Upgrade
3,Cash & Short-Term Investments,22216,36680,39677,69846,58502,73927,57120,79862,56038,84759,Upgrade
4,Cash Growth,-44.01%,-47.48%,-32.18%,-5.52%,2.42%,-7.43%,1.93%,-5.78%,-16.25%,16.55%,Upgrade
5,Accounts Receivable,13000,3995,1630,9758,5704,11352,2628,9491,2573,10516,Upgrade
6,Other Receivables,-,932.5,12196,1637,24396,6997,34267,7301,32415,7470,Upgrade
7,Receivables,13000,4927,13827,11394,30099,18873,36895,17290,34988,18266,Upgrade
8,Inventory,67237,71969,79809,78458,77585,84342,87201,89906,81807,67067,Upgrade
9,Restricted Cash,440.1,590.5,1188,1254,3442,4495,1837,340.1,226,144.4,Upgrade
10,Other Current Assets,254.5,3848,183.1,10945,10687,11532,10855,20287,21919,12035,Upgrade
11,Total Current Assets,103148,118015,134684,171898,180315,193168,193907,207686,194978,182272,Upgrade
12,"Property, Plant & Equipment",18575,17068,18012,20690,21958,25983,27444,30418,28501,38615,Upgrade
13,Long-Term Investments,51531,55204,55907,137422,130222,123538,131575,123538,119186,118452,Upgrade
14,Goodwill,-,1020,1419,7827,7936,7979,7823,7849,7966,8046,Upgrade
15,Other Intangible Assets,1163,154.4,263.8,13785,17631,18667,19675,20073,20529,20038,Upgrade
16,Long-Term Accounts Receivable,-,14862,-,13575,-,10029,-,6000,-,2285,Upgrade
17,Long-Term Deferred Tax Assets,2247,2205,2191,2342,2137,2015,2238,1742,1444,1120,Upgrade
18,Long-Term Deferred Charges,-,-,-,-,2425,2335,2150,1712,1199,688.2,Upgrade
19,Other Long-Term Assets,250907,226634,257692,231029,259270,237621,254873,221730,242688,219831,Upgrade
