,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Cash & Equivalents,591.83,574.25,603.12,654.47,575.87,564.35,594.44,615.07,378.24,362.57,559.98,190.02,105.63,101.24,156.67,229.27,183.05,182.3,194.15,246.69,Upgrade
1,Trading Asset Securities,0.08,0.05,0.08,0.08,0.1,0.09,0.08,0.08,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,591.91,574.3,603.2,654.55,575.97,564.44,594.52,615.15,378.24,362.57,559.98,190.02,105.63,101.24,156.67,229.27,183.05,182.3,194.15,246.69,Upgrade
3,Cash Growth,2.77%,1.75%,1.46%,6.41%,52.28%,55.68%,6.17%,223.72%,258.09%,258.13%,257.43%,-17.12%,-42.29%,-44.47%,-19.30%,-7.06%,-2.69%,-13.39%,53.83%,24.98%,Upgrade
4,Accounts Receivable,483.19,494.74,450.32,493.82,453.8,413.68,405.06,458.17,406.22,401.73,372.19,390.74,405.3,404.43,317.71,345.07,299.67,272.68,280.52,307.35,Upgrade
5,Other Receivables,18.39,18.55,14.99,13.91,18.98,22.29,21.23,13.68,17.39,14.95,16.47,15.74,14.61,15.6,15.85,16.31,15.36,18.42,14.29,12.98,Upgrade
6,Receivables,501.58,513.3,465.31,507.74,472.78,435.97,426.29,471.85,423.61,416.68,388.67,406.48,419.91,420.02,333.56,361.38,315.02,291.1,294.81,320.33,Upgrade
7,Inventory,199.27,200.69,230.52,208.86,216.09,223.22,248.87,246.01,281.07,262.88,303.14,273.76,304.64,265.76,242.02,200.57,294.93,263.33,193.54,168.32,Upgrade
8,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,0.07,-,-,-,0,-,-,-,-,Upgrade
9,Other Current Assets,22.92,22.91,34.11,43.4,42.19,48.02,22.37,22.17,209.4,207.36,22.61,23.7,41.82,45.2,39.07,24.34,35.66,24.01,28.93,14.5,Upgrade
10,Total Current Assets,1316,1311,1333,1415,1307,1272,1292,1355,1292,1249,1274,894.03,872,832.23,771.32,815.56,828.65,760.74,711.44,749.84,Upgrade
11,"Property, Plant & Equipment",124.45,123.6,123.93,123.31,124.5,124.77,124.93,125.79,127.61,129.07,130.03,131.61,130.51,132.17,134.04,133.31,103.91,93.6,84.83,73.72,Upgrade
12,Long-Term Investments,55.68,44.85,42,45.81,43.16,43.92,41.45,42.81,43.34,43.16,40.33,42.21,37.48,36.64,38.65,39.15,48.99,48.3,44.49,47.34,Upgrade
13,Other Intangible Assets,11.03,11.57,12.11,12.66,12.8,13.29,13.61,14.04,13.85,14.34,14.75,15.24,15.74,16.02,16.38,16.86,17.24,17.73,17.78,18.25,Upgrade
14,Long-Term Accounts Receivable,79.65,66.41,61.32,56.01,30.89,34.7,-,33.87,-,27.86,-,20.7,-,5.11,-,25.72,-,4.14,-,-,Upgrade
15,Long-Term Deferred Tax Assets,26.7,26.54,23.92,23.82,23.95,24.28,20.37,20.15,18.81,19.26,15.13,15.76,15.13,13.98,14.5,14.77,14.03,11.68,11.56,11.63,Upgrade
16,Other Long-Term Assets,5.98,6.1,6.34,6.34,-,-,38.78,-,19.91,-,22.8,0.84,6.65,0.84,31.9,0.84,5.16,0.84,4.92,4.92,Upgrade
17,Total Assets,1619,1590,1603,1682,1542,1513,1531,1592,1516,1483,1497,1120,1078,1037,1007,1046,1018,937.03,875.02,905.71,Upgrade
18,Accounts Payable,361.69,322.91,305.46,342.96,279.55,239.12,246.8,279.34,237.05,236.89,231.51,269.7,235.17,222.76,201.5,228.3,164.22,140.87,129.89,156.77,Upgrade
19,Accrued Expenses,1.36,6.51,1.34,31.01,3.23,9.31,1.31,30.81,1.3,8.68,1.3,24.48,1.4,3.2,1.39,22.07,0.79,0.89,1.27,17.59,Upgrade
20,Short-Term Debt,10,-,8,8.01,8,11.68,-,5.91,24.86,33.09,35.76,35.76,39.88,36.05,70,70,70,50,50,50,Upgrade
21,Current Income Taxes Payable,2.35,0.61,1.78,1.12,1.79,0.26,4.24,3.18,10.24,1.34,4.27,0.13,2.71,0.75,1.23,1.14,1.67,-,0.63,1.66,Upgrade
22,Current Unearned Revenue,137,165.19,188.55,201.78,170.94,184.68,216.22,208.08,203.96,185.27,229.36,207.44,230.54,212.9,178.27,160.39,229.1,205.27,150.72,-,Upgrade
23,Other Current Liabilities,53.25,59.54,67.96,70.61,62.03,59.36,54.1,62.68,46.19,46.09,34.18,30.07,25.41,25.16,24.6,24.19,1.35,1.4,2.73,127.44,Upgrade
24,Total Current Liabilities,565.65,554.77,573.09,655.48,525.54,504.4,522.66,589.99,523.61,511.36,536.39,567.58,535.11,500.82,476.99,506.09,467.14,398.43,335.24,353.46,Upgrade
25,Long-Term Unearned Revenue,2.83,3.85,4.76,5.76,6.65,5.36,5.95,6.62,1.35,1.37,1.49,1.1,2.99,4.14,6.21,8.28,9.11,2.34,3.06,3.38,Upgrade
