,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,5921543,6006483,4932597,5490775,4526674,3967435,4094055,3165510,2405788,2268615,2834276,4951447,4722170,3213232,2999964,1445480,1180081,848331,627955,476298,407372,Upgrade
1,Market Cap Growth,51.39%,51.39%,20.48%,73.46%,88.16%,74.88%,44.45%,-36.07%,-49.05%,-29.40%,-5.52%,242.55%,300.16%,278.77%,377.74%,203.48%,189.68%,48.50%,-12.58%,-16.63%,-37.41%,Upgrade
2,Enterprise Value,7954177,7941886,6805434,7096629,6105375,5204554,5368107,4563850,3748252,3060883,3702739,5871463,5292894,4050688,3598129,1744166,1605827,1401823,987250,807809,691361,Upgrade
3,Last Close Price,48800.00,49500.00,40650.00,45250.00,37304.35,32695.65,33739.13,26086.96,19826.09,18695.65,24057.97,42028.99,39675.88,27789.51,25945.08,12501.18,9871.26,7096.21,5252.78,3984.18,3059.85,Upgrade
4,PE Ratio,9.65,9.79,12.20,17.37,15.34,11.34,9.35,5.66,3.51,2.98,3.47,7.16,8.69,7.71,11.22,7.32,7.52,6.51,5.55,4.18,3.71,Upgrade
5,Forward PE,8.19,10.44,9.91,14.24,20.16,10.22,9.66,6.38,6.02,2.98,3.55,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,2.92,Upgrade
6,PS Ratio,1.48,1.50,1.43,1.83,1.70,1.52,1.47,1.10,0.75,0.71,0.93,1.81,2.10,1.64,1.82,0.99,0.93,0.71,0.56,0.42,0.35,Upgrade
7,PB Ratio,1.81,1.51,1.36,1.64,1.39,1.25,1.31,1.03,0.80,0.79,1.03,2.08,2.26,1.69,1.95,1.00,0.83,0.64,0.49,0.38,0.32,Upgrade
8,P/TBV Ratio,1.88,1.88,1.69,2.02,1.77,1.49,1.58,1.29,1.01,0.98,1.30,2.60,2.83,2.08,2.41,1.25,1.04,0.80,0.62,0.48,0.40,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,433.71,-25.22,-87.00,-,6.78,22.52,-,18.88,-,-,27.93,-11.77,-,7.42,-,Upgrade
10,P/OCF Ratio,3.32,3.32,10.37,8.24,9.64,-,3.41,3.17,2.03,1.75,2.21,4.29,4.99,4.07,5.77,3.58,3.44,3.06,2.87,1.87,2.16,Upgrade
11,EV/Sales Ratio,1.99,1.99,1.97,2.37,2.29,1.99,1.92,1.58,1.17,0.95,1.22,2.15,2.35,2.07,2.19,1.20,1.26,1.18,0.88,0.72,0.60,Upgrade
12,EV/EBITDA Ratio,5.20,5.25,5.87,8.11,7.85,6.12,5.52,3.85,2.59,1.93,2.27,4.24,4.96,5.11,6.75,4.05,4.57,4.54,3.60,3.00,2.54,Upgrade
13,EV/EBIT Ratio,7.40,7.52,9.66,14.71,15.44,10.72,8.32,5.34,3.30,2.34,2.69,5.03,5.99,6.44,9.41,6.04,7.51,8.17,6.84,5.51,4.51,Upgrade
14,EV/FCF Ratio,-28.27,-,-,-,-,-,568.68,-36.37,-135.55,-,8.85,26.70,-,23.79,-,-,38.01,-19.45,-,12.59,-,Upgrade
15,Debt / Equity Ratio,0.59,0.59,0.58,0.51,0.54,0.44,0.36,0.38,0.42,0.46,0.41,0.49,0.51,0.42,0.53,0.42,0.31,0.34,0.37,0.33,0.34,Upgrade
16,Debt / EBITDA Ratio,1.54,1.07,1.10,1.38,2.55,1.78,1.44,1.37,1.31,1.04,0.69,0.62,0.69,0.55,1.23,0.97,0.98,1.14,1.86,1.37,1.59,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-,-,119.92,-9.33,-46.24,-,2.71,5.35,-,4.66,-,-,10.33,-6.38,-,6.42,-,Upgrade
18,Asset Turnover,0.70,0.72,0.65,0.51,0.51,0.54,0.49,0.52,0.70,0.69,0.91,0.73,0.89,0.73,0.77,0.67,0.70,0.58,0.54,0.59,Upgrade,
19,Inventory Turnover,29.48,34.01,39.79,36.53,26.98,24.21,24.62,23.92,24.88,29.04,20.08,27.58,21.69,25.23,21.25,19.96,20.84,25.02,24.29,19.02,17.72,Upgrade
20,Quick Ratio,1.10,1.10,1.30,0.94,1.45,0.63,1.00,1.08,1.17,0.94,1.57,1.37,1.16,1.36,1.03,1.04,1.73,1.46,1.12,1.37,1.89,Upgrade
21,Current Ratio,1.45,1.45,1.63,1.52,2.28,1.71,2.13,2.11,2.22,1.92,2.27,1.95,2.55,2.07,1.78,1.61,2.48,2.17,2.04,2.15,2.81,Upgrade
22,Return on Equity (ROE),36.64%,31.70%,15.53%,5.88%,4.97%,14.54%,10.50%,17.13%,25.46%,42.80%,58.09%,52.68%,61.97%,27.05%,27.31%,24.81%,16.73%,6.79%,12.29%,9.82%,Upgrade,
23,Return on Assets (ROA),15.48%,13.79%,8.81%,3.23%,3.83%,6.17%,5.98%,8.11%,12.32%,18.46%,24.41%,23.58%,25.78%,11.52%,12.61%,9.30%,7.71%,3.42%,5.50%,5.00%,Upgrade,
24,Return on Capital (ROIC),17.91%,16.03%,10.21%,3.76%,4.52%,7.32%,6.99%,9.55%,14.82%,22.36%,29.86%,28.64%,30.72%,13.73%,15.10%,10.96%,8.95%,3.97%,6.32%,5.72%,Upgrade,
25,Return on Capital Employed (ROCE),17.37%,17.37%,12.54%,9.84%,8.02%,10.98%,15.33%,20.57%,27.01%,31.60%,36.43%,33.35%,28.11%,24.09%,16.69%,14.57%,11.52%,9.67%,8.27%,8.95%,9.11%,Upgrade
26,Earnings Yield,10.36%,10.83%,8.78%,6.19%,7.17%,9.70%,11.87%,18.91%,30.83%,36.23%,30.39%,14.86%,12.25%,13.86%,9.72%,15.35%,14.86%,16.30%,19.18%,25.45%,29.44%,Upgrade
27,FCF Yield,-4.75%,-4.68%,-19.60%,-11.03%,-8.00%,-8.31%,0.23%,-3.96%,-1.15%,-13.62%,14.76%,4.44%,-3.34%,5.30%,-2.56%,-15.11%,3.58%,-8.50%,-23.63%,13.48%,-19.16%,Upgrade
28,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,1.49%,-,-,-,5.84%,-,-,-,Upgrade
29,Payout Ratio,0.00%,-,-,0.16%,-,-,383.50%,0.18%,8.01%,0.80%,9.08%,19.79%,0.00%,-,2.39%,78.78%,0.00%,-,205.21%,-,-,Upgrade
30,Buyback Yield / Dilution,8.68%,-,3.97%,-4.84%,8.50%,4.97%,23.20%,-96.37%,-16.58%,-4.79%,-35.46%,46.16%,-2.88%,-0.49%,-10.21%,4.68%,3.35%,2.22%,-6.81%,6.79%,Upgrade,
31,Total Shareholder Return,8.68%,-,3.97%,-4.84%,8.50%,4.97%,23.20%,-96.37%,-16.58%,-4.79%,-35.46%,46.16%,-1.39%,-0.49%,-10.21%,4.68%,9.18%,2.22%,-6.81%,6.79%,Upgrade,
