,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,921890,774793,368050,631798,245416,310622,377602,377800,415481,624586,539180,406177,484732,217138,223444,344688,221024,117238,204483,304282,Upgrade
1,Short-Term Investments,70500,30500,33500,63500,72500,117500,120099,120099,140099,282650,241650,151373,87373,54099,61342,78655,79993,69238,111599,60060,Upgrade
2,Cash & Short-Term Investments,992390,805293,401550,695298,317916,428122,497701,497899,555580,907236,780829,557550,572105,271237,284786,423343,301018,186477,316082,364342,Upgrade
3,Cash Growth,212.15%,88.10%,-19.32%,39.65%,-42.78%,-52.81%,-36.26%,-10.70%,-2.89%,234.48%,174.18%,31.70%,90.06%,45.45%,-9.90%,16.19%,1.93%,-30.97%,57.44%,7.25%,Upgrade
4,Accounts Receivable,292014,309892,316032,182925,225811,259646,198749,186088,236263,274305,283341,234305,231949,217482,180765,163390,145908,128252,110044,118046,Upgrade
5,Other Receivables,44004,218606,248591,351394,49306,172116,217817,203497,64037,216790,83155,47718,38121,26157,30401,27720,19305,9589,8239,7365,Upgrade
6,Receivables,374018,576498,613055,584319,325117,481763,466566,439584,350300,541095,416495,329024,307071,255639,223166,203110,185214,167841,148282,125411,Upgrade
7,Inventory,87782,75096,72934,80113,97131,85113,84906,70352,78440,79846,85330,59965,48420,57753,68666,54892,45700,44174,36052,48779,Upgrade
8,Prepaid Expenses,26522,27617,19752,17098,15777,12731,11169,13448,12366,12787,12749,8621,12070,12822,8744,4602,5562,7064,8901,4626,Upgrade
9,Other Current Assets,272128,179540,451052,561996,844243,836795,719276,669616,747822,476932,338703,896365,347573,291786,179377,191397,157459,184422,172066,187401,Upgrade
10,Total Current Assets,1752840,1664043,1558343,1938824,1600184,1844523,1779618,1690900,1744507,2017894,1634107,1851526,1287238,889237,764740,877344,694952,589978,681384,730559,Upgrade
11,"Property, Plant & Equipment",4791945,4219280,3581196,3067661,3144725,2607188,2669301,2718036,2786008,2106834,2166217,1485513,1538524,1575791,1371447,1035649,1096509,1136352,972648,918125,Upgrade
12,Long-Term Investments,173753,167491,161677,158653,155416,162095,145673,144905,140466,192744,182721,174262,147762,60384,56273,52837,50449,47506,45631,46301,Upgrade
13,Goodwill,72293,74263,76232,78180,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Other Intangible Assets,3859,4161,4463,84605,3158,3180,3332,3483,3470,3608,3682,3807,3935,4067,4202,4346,2618,3056,3494,3932,Upgrade
15,Other Long-Term Assets,494834,514722,543466,451612,455466,458654,398058,406826,374969,353690,348938,355029,254886,261574,260116,239670,250025,257223,250901,245154,Upgrade
16,Total Assets,7289525,6643960,5925377,5779534,5358949,5075641,4995981,4964150,5049419,4674771,4335666,3870137,3232345,2791053,2456778,2209845,2094551,2034114,1954058,1944072,Upgrade
17,Accounts Payable,205593,196155,211780,184712,155454,172808,134272,107671,148427,122208,133064,85290,78862,91005,111724,109919,85352,76991,79098,77870,Upgrade
18,Accrued Expenses,220184,261926,236613,171795,187889,200625,153467,104567,142458,147743,143511,109312,96941,75590,83274,49424,60683,56639,50273,36171,Upgrade
19,Short-Term Debt,71101,48478,50534,43223,70380,57606,57241,84268,56520,47104,23808,33995,56359,53310,42271,16470,22090,20759,8239,7861,Upgrade
20,Current Portion of Long-Term Debt,356839,311978,286718,241411,230618,176270,179159,176363,167536,151622,154439,139792,123989,125798,126284,94738,81202,79179,71604,79234,Upgrade
21,Current Portion of Leases,104382,69494,95611,68044,93194,67854,90637,76358,93650,73322,90911,43501,53462,6359,7617,6790,8034,3803,5078,-,Upgrade
