,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,177.41,397.57,124.6,155.36,197.85,245.65,206.77,225.67,193.11,222.13,165.2,231.12,153.16,172.1,908.86,247.09,-,190.31,-
1,Trading Asset Securities,332.23,138.79,396.03,517.85,467.79,353.18,423.69,460.19,508.49,504.89,592.95,588.89,734.97,741.21,56.5,56.5,-,61.5,-
2,Cash & Short-Term Investments,509.63,536.36,520.63,673.21,665.64,598.84,630.46,685.86,701.6,727.02,758.15,820,888.13,913.3,965.36,303.59,-,251.81,250.35
3,Cash Growth,-23.44%,-10.43%,-17.42%,-1.84%,-5.12%,-17.63%,-16.84%,-16.36%,-21.00%,-20.40%,-21.46%,170.10%,-,262.69%,285.61%,-,-,-,-
4,Accounts Receivable,427.68,439.39,440.99,411.14,461.32,473.21,412.49,403.64,375.78,384.67,325.74,329.35,278.51,242.15,229.35,205.83,-,195.92,-
5,Other Receivables,18.37,20.37,18.48,18.91,12.14,12.18,11.91,11.12,12.66,14.65,11.95,8.24,9.58,9.58,10.51,7.04,-,6.38,-
6,Receivables,446.05,459.76,459.47,430.05,473.46,485.39,424.4,414.76,388.44,399.32,337.68,337.59,288.09,251.72,239.86,212.87,-,202.3,-
7,Inventory,42.53,28.67,28.52,58.35,113.04,68.62,67.17,64.46,54.37,31.57,23.79,27.3,40.55,28.74,37.13,31.02,-,8.11,-
8,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
9,Other Current Assets,18.47,18.36,18.42,19.74,26.86,22.48,17.42,11.18,6.09,5.13,6.08,3.96,5.27,9.93,19.15,12.55,-,10.32,-
10,Total Current Assets,1017,1043,1027,1181,1279,1175,1139,1176,1151,1163,1126,1189,1222,1204,1261,560.04,-,472.54,-
11,"Property, Plant & Equipment",124.93,124.03,140.68,138.29,114.51,104.44,108.68,133.65,119.51,127.16,123.44,126.53,128.64,131.14,102.82,35.89,-,36.35,-
12,Long-Term Investments,31.19,32.1,31.66,36.74,38.09,59.44,63.67,58.61,58.94,59.03,42.79,43.09,16.17,1.1,1.1,1.1,-,1.1,-
13,Goodwill,12.74,12.74,12.74,12.74,19.64,19.64,19.64,19.64,5.43,1.4,-,-,-,-,-,-,-,-,-
14,Other Intangible Assets,28.79,29.46,29.13,29.89,30.47,1.76,2.2,2.71,2.98,2.6,3.22,2.13,2.54,1.28,1.21,0.9,-,1.02,-
15,Long-Term Deferred Tax Assets,47.96,43.21,43.51,43.36,24.34,14.75,17.81,19.51,16.83,17.65,15.11,15.57,15.27,11.99,10.05,10.05,-,11.3,-
16,Long-Term Deferred Charges,47.95,49.04,33.14,28.68,7.84,7,10.66,8.76,13.23,12.54,11.73,10.13,12.71,12.39,9.44,7.26,-,3.78,-
17,Other Long-Term Assets,91.04,92.3,87.72,86.64,112.09,111.35,88.48,63.49,79.74,86.69,72.5,74.97,28.18,29.24,33.43,54.28,-,27.98,-
18,Total Assets,1401,1426,1406,1558,1626,1494,1451,1483,1447,1470,1394,1461,1426,1391,1420,669.51,-,554.08,-
19,Accounts Payable,94.65,97.43,95.2,142.91,102.26,69.88,46.22,65.24,51.87,40.99,29.67,42.8,28.05,26.3,25.06,25.65,-,11.81,-
20,Accrued Expenses,20.28,26.08,24.34,66.49,26.35,62.99,33.39,67.93,51.37,61.86,41.79,71.19,53.24,48.31,49.88,80.35,-,57.6,-
21,Short-Term Debt,159.45,157.15,118,168.76,126.11,1,1.12,1.65,1.31,1.19,1.19,1,0.23,-,16.75,19.74,-,24.96,-
22,Current Portion of Leases,15.86,14.99,14.51,13.95,12.28,13.46,15.26,14.56,17.8,17.19,21.05,18.69,17.12,14.45,-,-,-,-,-
23,Current Income Taxes Payable,6.58,2.09,4.81,0.78,15.57,1.17,4.76,0.12,8.94,0.57,9.83,5.94,8.92,2.46,7.07,8.06,-,8.31,-
24,Current Unearned Revenue,131.37,118.26,109.84,132.85,175.99,164.86,175.21,152.49,145.4,136.49,107.62,95.86,119.35,120.86,137.9,121.41,-,98.46,-
25,Other Current Liabilities,51.07,53.93,51.58,20.88,37.76,16.01,38.14,14.47,6.08,9.72,5.13,4.13,0.45,3.55,15.14,4.93,-,10.4,-
26,Total Current Liabilities,479.27,469.94,418.28,546.62,496.32,329.38,314.08,316.46,282.78,268.01,216.3,239.61,227.36,215.93,251.81,260.14,-,211.54,-
27,Long-Term Leases,32.77,33.48,35.77,22.83,25,16.02,16.79,11.83,13,20.29,18.31,21.63,24.81,30.9,35.22,-,-,-,-
