,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,228.26,194.63,154.49,283.56,159.25,173.15,106.45,160.43,213.33,230.45,159.59,191.48,214.88,215.76,161.13,181.67,181.67,110.24,110.24
1,Other Revenue,-10.27,10.27,-,17.61,-7.79,7.79,-,15.53,-6.49,6.49,-,14.11,-5.93,5.93,-,3.12,3.12,2.58,2.58
2,Revenue,217.99,204.9,154.49,301.17,151.46,180.94,106.45,175.96,206.85,236.94,159.59,205.59,208.96,221.68,161.13,184.79,184.79,112.82,112.82
3,Revenue Growth (YoY),43.93%,13.24%,45.13%,71.16%,-26.78%,-23.63%,-33.30%,-14.41%,-1.01%,6.88%,-0.95%,11.26%,13.08%,96.49%,42.82%,-,-,-,-
4,Cost of Revenue,145.66,142.45,102.29,236.85,97.74,119.21,64.87,95.93,109.6,134.15,89.93,123.73,126.71,103.37,128.54,109.5,109.5,64.75,64.75
5,Gross Profit,72.32,62.45,52.2,64.32,53.72,61.73,41.58,80.02,97.24,102.79,69.66,81.86,82.24,118.31,32.59,75.29,75.29,48.07,48.07
6,"Selling, General & Admin",41.63,34.74,33.08,45.26,34.32,33.82,28.59,41.81,45.4,43.69,34.15,39.31,45.01,64.02,-,33.79,33.79,21.33,21.33
7,Research & Development,17.71,18.7,17.59,19.72,17.82,19.88,17.04,19.66,19.86,17.03,14.63,15.96,16.15,22.16,-,11.51,11.51,8.21,8.21
8,Other Operating Expenses,-4.24,-0.45,-0.83,5.1,-0.26,-6.99,-4.22,0.15,-3.12,-5.17,-0.7,-0.17,-6.54,-2.66,-,-3.17,-3.17,-1.21,-1.21
9,Operating Expenses,57.19,55.09,50.18,70.23,53.39,47.34,39.39,60.66,63.59,60.03,48.77,57.53,54.95,88.1,-,45.42,45.42,29.68,29.68
