,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,755.79,733.51,837.32,995.05,929.88,985.24,1000,1077,923.58,105.69,-,318.41,-,-,-,64.14,64.14,75.5,75.5
1,Trading Asset Securities,290,325,280,195,195,165,213,140,228,200,-,50,-,-,-,232,232,137,137
2,Cash & Short-Term Investments,1046,1059,1117,1190,1125,1150,1213,1217,1152,305.69,368.41,368.41,-,-,296.14,296.14,296.14,212.5,212.5
3,Cash Growth,-7.03%,-7.97%,-7.90%,-2.22%,-2.32%,276.28%,229.31%,230.37%,-,-,24.40%,24.40%,-,-,39.36%,-,-,-,-
4,Accounts Receivable,221.11,239.92,224.56,222.19,254.45,229.61,161.18,251.45,275.19,256.14,-,173.52,-,-,-,166.26,166.26,158,158
5,Other Receivables,2.47,2.37,5.51,2.2,11.16,5.2,31.41,1.16,2.34,1.8,-,1.46,-,-,-,1.21,1.21,1.13,1.13
6,Receivables,223.58,242.29,230.07,224.39,265.6,234.81,192.59,252.61,277.53,257.94,-,174.98,-,-,-,167.47,167.47,159.13,159.13
7,Inventory,536.58,547.06,537.47,439.62,500.62,396.02,335.61,286.74,328.08,361.93,-,298.84,-,-,-,217.26,217.26,202.77,202.77
8,Prepaid Expenses,-,1.32,-,-,-,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-
9,Other Current Assets,34.44,37.75,23.2,17.25,25.36,13.93,12.36,10.45,14.85,16.85,-,14.03,-,-,-,5.45,5.45,8.21,8.21
10,Total Current Assets,1840,1887,1908,1871,1916,1797,1754,1767,1772,942.4,-,856.27,-,-,-,686.33,686.33,582.6,582.6
