,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,750,1009,1163,1154,1442,1682,2316,2069,2094,1197,1527,Upgrade
1,Market Cap Growth,-12.50%,-12.50%,-19.33%,-31.43%,-37.73%,-18.70%,10.59%,72.84%,37.10%,-37.79%,-42.61%,Upgrade
2,Enterprise Value,9033,9258,9820,9660,10669,10739,10445,9700,9304,8273,8658,Upgrade
3,Last Close Price,0.16,0.21,0.24,0.24,0.30,0.35,0.47,0.42,0.42,0.24,0.31,Upgrade
4,PE Ratio,-,-2.76,-,2.25,1.98,1.47,2.56,13.92,-,3.77,4.61,Upgrade
5,Forward PE,-,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,Upgrade
6,PS Ratio,0.04,0.05,0.06,0.06,0.08,0.11,0.16,0.16,0.20,0.12,0.15,Upgrade
7,PB Ratio,0.20,0.14,0.15,0.13,0.18,0.18,0.26,0.26,0.29,0.18,0.24,Upgrade
8,P/TBV Ratio,0.35,0.35,0.42,0.28,0.45,0.43,0.62,0.66,0.76,0.49,0.61,Upgrade
9,P/FCF Ratio,1.15,1.55,1.63,1.04,1.03,1.68,3.56,2.63,3.01,1.81,2.69,Upgrade
10,P/OCF Ratio,0.65,0.65,0.72,0.45,0.50,0.68,1.08,1.19,1.27,0.78,1.06,Upgrade
11,PEG Ratio,1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82,Upgrade
12,EV/Sales Ratio,0.49,0.50,0.52,0.52,0.62,0.69,0.73,0.76,0.89,0.85,0.84,Upgrade
13,EV/EBITDA Ratio,5.15,5.32,5.55,3.97,4.87,5.96,4.75,4.17,5.38,5.11,5.34,Upgrade
14,EV/EBIT Ratio,9.15,9.30,9.27,6.50,6.85,4.62,4.77,9.83,14.15,7.90,8.01,Upgrade
15,EV/FCF Ratio,13.86,14.26,13.79,8.71,7.62,10.72,16.06,12.31,13.36,12.47,15.24,Upgrade
16,Debt / Equity Ratio,1.08,1.08,1.03,0.85,1.08,0.96,1.00,1.33,1.07,1.12,1.07,Upgrade
17,Debt / FCF Ratio,12.33,12.38,10.89,6.93,6.04,8.75,13.52,13.61,11.24,10.95,12.16,Upgrade
18,Return on Capital Employed (ROCE),6.75%,6.91%,8.67%,10.96%,12.65%,14.02%,13.07%,6.45%,4.66%,8.46%,8.78%,Upgrade
19,Earnings Yield,-39.74%,-36.22%,-25.80%,44.38%,50.63%,68.19%,39.05%,7.18%,1.37%,26.54%,21.67%,Upgrade
20,FCF Yield,86.90%,64.34%,61.21%,96.14%,97.05%,59.52%,28.09%,38.07%,33.26%,55.40%,37.20%,Upgrade
21,Buyback Yield / Dilution,-1.44%,-,-2.73%,2.75%,3.28%,1.93%,0.15%,-4.20%,0.72%,1.43%,0.26%,Upgrade
22,Total Shareholder Return,-1.44%,-,-2.73%,2.75%,3.28%,1.93%,0.15%,-4.20%,0.72%,1.43%,0.26%,Upgrade
