,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,28403,24412,30694,25959,24852,26973,29245,28119,32769,29758,28158,38494,30330,29274,46527,63253,91523,91974,88594,69679,65171,Upgrade
1,Market Cap Growth,-9.50%,-9.50%,4.95%,-7.68%,-24.16%,-9.36%,3.86%,-26.95%,8.04%,1.65%,-39.48%,-39.14%,-66.86%,-68.17%,-47.48%,-9.22%,40.44%,24.66%,14.81%,-11.99%,-32.74%,Upgrade
2,Enterprise Value,4927,293,6982,1816,334,3299,5477,3722,9061,7739,5059,14915,6263,7527,25806,44293,75752,76572,74277,55098,50986,Upgrade
3,Last Close Price,57.50,49.95,61.61,49.86,48.54,50.51,53.09,51.21,58.43,53.06,49.72,68.55,54.16,48.69,76.47,110.17,160.12,-,-,-,-,Upgrade
4,PE Ratio,16.48,14.16,16.10,12.99,12.36,13.11,13.49,13.34,15.24,14.65,18.02,22.95,14.02,11.48,12.64,15.55,22.35,22.74,23.06,20.08,18.96,Upgrade
5,PS Ratio,3.26,3.26,3.87,3.31,3.16,3.41,3.80,3.66,4.09,3.79,3.79,4.93,3.58,3.30,4.80,6.13,8.62,8.94,9.13,7.60,7.13,Upgrade
6,PB Ratio,0.91,0.91,1.06,0.94,0.90,0.97,1.05,1.02,1.15,1.05,1.03,1.35,1.04,1.00,1.62,2.27,3.54,4.12,4.72,4.09,4.07,Upgrade
7,P/TBV Ratio,1.15,1.15,1.34,1.19,1.13,1.24,1.33,1.29,1.47,1.34,1.33,1.76,1.36,1.30,2.13,3.00,4.79,5.91,5.19,4.52,4.54,Upgrade
8,EV/Sales Ratio,0.66,0.04,0.88,0.23,0.04,0.42,0.71,0.48,1.13,0.99,0.68,1.91,0.74,0.85,2.66,4.29,7.13,7.45,7.65,6.01,5.58,Upgrade
9,EV/EBITDA Ratio,3.43,0.22,4.56,1.14,0.22,2.10,3.21,2.13,5.03,4.40,3.76,9.37,2.99,3.09,7.85,11.93,19.50,19.66,19.02,15.15,14.23,Upgrade
10,EV/EBIT Ratio,5.17,0.27,5.54,1.38,0.27,2.63,3.97,2.63,6.25,5.49,5.03,11.74,3.48,3.44,8.37,12.57,20.41,20.48,19.70,15.69,14.72,Upgrade
11,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,-,-,-,Upgrade
12,Debt / EBITDA Ratio,0.02,0.02,0.05,0.03,0.05,0.10,0.07,0.05,0.07,0.04,0.05,0.03,0.03,0.10,0.03,0.02,0.03,0.05,-,-,-,Upgrade
13,Asset Turnover,0.24,0.23,0.24,0.21,0.25,0.25,0.24,0.20,0.26,0.26,0.25,0.21,0.24,0.26,0.29,0.30,0.45,0.46,0.47,0.32,Upgrade,
14,Quick Ratio,5.46,5.46,7.20,5.71,5.36,4.94,6.21,5.61,5.15,5.94,6.82,6.36,5.90,5.77,7.66,6.65,5.40,4.31,4.94,4.59,3.71,Upgrade
15,Current Ratio,5.56,5.56,7.34,5.84,5.48,5.03,6.31,5.73,5.24,6.02,6.94,6.49,6.04,5.85,7.82,6.93,5.60,4.39,5.39,4.74,3.80,Upgrade
16,Return on Equity (ROE),4.88%,6.62%,7.86%,5.96%,6.92%,8.91%,8.02%,6.43%,9.54%,8.31%,7.05%,5.02%,4.58%,8.52%,13.19%,12.44%,26.05%,21.18%,21.87%,16.07%,Upgrade,
17,Return on Assets (ROA),1.93%,0.68%,3.36%,2.24%,2.99%,1.36%,2.80%,2.19%,4.39%,1.68%,2.67%,2.14%,1.59%,3.37%,6.34%,5.68%,10.73%,9.29%,11.10%,7.56%,Upgrade,
18,Return on Capital (ROIC),2.27%,0.80%,4.01%,2.70%,3.57%,1.61%,3.36%,2.62%,5.13%,1.95%,3.14%,2.53%,1.85%,3.89%,7.46%,6.93%,13.35%,11.63%,14.43%,10.00%,Upgrade,
19,Return on Capital Employed (ROCE),3.91%,3.91%,4.29%,4.66%,4.39%,4.42%,4.84%,5.00%,4.97%,4.86%,3.58%,4.37%,6.01%,7.30%,10.48%,12.32%,13.95%,16.11%,19.36%,19.82%,20.80%,Upgrade
20,Earnings Yield,6.07%,7.44%,6.43%,7.92%,8.33%,7.85%,7.60%,7.68%,6.73%,7.01%,5.99%,4.66%,7.54%,9.13%,7.97%,6.43%,4.48%,4.40%,4.34%,4.98%,5.27%,Upgrade
21,Dividend Yield,5.83%,17.88%,-,-,-,17.79%,-,-,-,8.52%,-,-,-,8.49%,-,-,-,-,-,-,-,Upgrade
22,Buyback Yield / Dilution,0.96%,-0.36%,0.73%,1.42%,1.93%,1.72%,1.70%,1.49%,1.96%,2.33%,1.26%,0.81%,-4.02%,-5.13%,-5.42%,-5.47%,-1.38%,-0.65%,-0.37%,-0.10%,-0.22%,Upgrade
23,Total Shareholder Return,6.79%,17.52%,0.73%,1.42%,1.93%,19.50%,1.70%,1.49%,1.96%,10.85%,1.26%,0.81%,-4.02%,3.36%,-5.42%,-5.47%,-1.38%,-0.65%,-0.37%,-0.10%,-0.22%,Upgrade
