,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,1903,1903,1970,1922,1877,1699,1681,1709,1413,2310,Upgrade
1,Revenue Growth (YoY),-3.40%,-0.99%,4.95%,13.13%,11.66%,-0.59%,18.97%,-26.02%,-44.41%,-12.80%,Upgrade
2,Cost of Revenue,783,796,814,811,842,728,722,745,641,972,Upgrade
3,Gross Profit,1120,1107,1156,1111,1035,971,959,964,772,1338,Upgrade
4,"Selling, General & Admin",942,909,918,898,893,871,910,1016,937,1207,Upgrade
5,Other Operating Expenses,-22,-18,-33,-16,-30,-27,-44,-30,-24,-28,Upgrade
6,Operating Expenses,920,891,885,882,863,844,866,986,913,1179,Upgrade
7,Operating Income,200,216,271,229,172,127,93,-22,-141,159,Upgrade
8,Interest Expense,-22,-23,-17,-13,-12,-13,-16,-19,-22,-26,Upgrade
9,Interest & Investment Income,10,15,11,11,4,9,6,8,7,13,Upgrade
10,Earnings From Equity Investments,15,15,30,11,25,14,27,19,20,39,Upgrade
11,Currency Exchange Gain (Loss),-7,-3,-2,1,-9,-3,-3,11,-,5,Upgrade
12,EBT Excluding Unusual Items,196,220,293,239,180,134,107,-3,-136,190,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-6,6,-,-,-,-,1,-1,Upgrade
14,Gain (Loss) on Sale of Assets,-1,-1,-,-1,1,-1,-,-,-1,-1,Upgrade
15,Asset Writedown,-,-,-,-2,1,-1,-2,1,-71,-37,Upgrade
16,Other Unusual Items,-,2,-,15,-3,38,-,79,23,-,Upgrade
17,Pretax Income,195,221,287,257,179,170,105,77,-184,151,Upgrade
18,Income Tax Expense,53,51,68,56,51,24,28,3,-2,58,Upgrade
19,Earnings From Continuing Operations,142,170,219,201,128,146,77,74,-182,93,Upgrade
20,Minority Interest in Earnings,-22,-15,-29,-30,-31,-16,-17,-11,7,-24,Upgrade
21,Net Income,120,155,190,171,97,130,60,63,-175,69,Upgrade
22,Net Income to Common,120,155,190,171,97,130,60,63,-175,69,Upgrade
23,Net Income Growth,-36.84%,-9.36%,95.88%,31.54%,61.67%,106.35%,-,-8.70%,-,-69.47%,Upgrade
24,Shares Outstanding (Basic),1615,1610,1587,1581,1579,1579,1578,1578,1578,1579,Upgrade
25,Shares Outstanding (Diluted),1623,1620,1605,1590,1588,1587,1583,1578,1578,1579,Upgrade
26,Shares Change (YoY),1.17%,1.88%,1.02%,0.22%,0.35%,0.58%,0.29%,-0.05%,-0.02%,0.01%,Upgrade
27,EPS (Basic),0.07,0.10,0.12,0.11,0.06,0.08,0.04,0.04,-0.11,0.04,Upgrade
28,EPS (Diluted),0.07,0.10,0.12,0.11,0.06,0.08,0.04,0.04,-0.11,0.04,Upgrade
29,EPS Growth,-37.29%,-10.99%,93.44%,31.76%,60.53%,105.21%,-,-8.65%,-,-69.40%,Upgrade
30,Free Cash Flow,238,411,444,367,377,269,154,367,219,496,Upgrade
31,Free Cash Flow Per Share,0.15,0.25,0.28,0.23,0.24,0.17,0.10,0.23,0.14,0.31,Upgrade
32,Dividend Per Share,0.080,0.135,0.170,0.150,0.085,0.100,0.065,0.069,0.031,0.044,Upgrade
33,Dividend Growth,-52.94%,-10.00%,100.00%,50.00%,30.77%,44.93%,109.68%,56.82%,-69.61%,-73.33%,Upgrade
34,Operating Margin,10.51%,11.35%,13.76%,11.91%,9.16%,7.47%,5.53%,-1.29%,-9.98%,6.88%,Upgrade
35,Profit Margin,6.31%,8.15%,9.64%,8.90%,5.17%,7.65%,3.57%,3.69%,-12.38%,2.99%,Upgrade
36,Free Cash Flow Margin,12.51%,21.60%,22.54%,19.09%,20.09%,15.83%,9.16%,21.47%,15.50%,21.47%,Upgrade
37,EBITDA,230,244,296,253,195,152,120,8,-104,206,Upgrade
38,D&A For EBITDA,30,28,25,24,23,25,27,30,37,47,Upgrade
39,EBIT,200,216,271,229,172,127,93,-22,-141,159,Upgrade
