,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,2424,2990,4259,3917,2732,2923,2353,2667,1798,1846,3709,Upgrade
1,Market Cap Growth,-23.68%,-23.68%,55.89%,34.03%,16.14%,9.59%,30.81%,44.49%,-51.52%,-65.81%,-36.49%,Upgrade
2,Enterprise Value,2520,2874,4033,3781,2649,2846,2296,2491,1880,1967,4013,Upgrade
3,Last Close Price,1.50,1.76,2.36,2.06,1.37,1.39,1.05,1.15,0.74,0.74,1.44,Upgrade
4,PE Ratio,8.82,10.87,12.35,10.85,10.20,12.88,12.38,21.68,-16.06,-,16.13,Upgrade
5,Forward PE,8.67,8.15,10.58,12.25,10.45,12.34,10.56,13.18,175.38,102.63,9.43,Upgrade
6,PS Ratio,0.64,0.79,1.10,1.01,0.72,0.82,0.70,0.79,0.58,0.50,0.76,Upgrade
7,PB Ratio,1.19,1.39,1.84,1.59,1.08,1.18,0.92,1.05,0.68,0.72,1.30,Upgrade
8,P/TBV Ratio,1.99,1.99,2.58,2.25,1.54,1.67,1.26,1.45,0.93,1.02,1.77,Upgrade
9,P/FCF Ratio,3.74,4.61,4.98,4.83,3.67,4.52,5.56,5.12,3.07,2.58,3.74,Upgrade
10,P/OCF Ratio,4.09,4.09,4.52,4.46,3.37,4.16,5.06,4.81,2.92,2.41,3.47,Upgrade
11,PEG Ratio,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,Upgrade
12,EV/Sales Ratio,0.66,0.76,1.04,0.97,0.70,0.80,0.68,0.73,0.60,0.53,0.83,Upgrade
13,EV/EBITDA Ratio,2.73,6.06,7.47,6.89,5.91,8.20,8.44,19.46,-19.59,-,7.96,Upgrade
14,EV/EBIT Ratio,5.65,6.91,8.28,7.56,6.61,9.52,10.43,35.09,-,-,9.86,Upgrade
15,EV/FCF Ratio,3.88,4.43,4.72,4.66,3.56,4.41,5.43,4.78,3.21,2.75,4.05,Upgrade
16,Debt / Equity Ratio,0.34,0.34,0.30,0.25,0.25,0.28,0.31,0.34,0.35,0.41,0.48,Upgrade
17,Debt / FCF Ratio,1.13,1.13,0.81,0.76,0.84,1.07,1.90,1.64,1.57,1.46,1.38,Upgrade
18,Return on Capital Employed (ROCE),15.73%,15.73%,17.64%,17.49%,13.73%,10.39%,7.13%,2.31%,-,-,11.48%,Upgrade
19,Earnings Yield,11.34%,9.20%,8.10%,9.22%,9.81%,7.77%,8.08%,4.61%,-6.23%,-5.74%,6.20%,Upgrade
20,FCF Yield,26.77%,21.71%,20.07%,20.70%,27.23%,22.10%,17.98%,19.53%,32.58%,38.74%,26.74%,Upgrade
21,Dividend Yield,14.33%,12.21%,12.94%,15.51%,17.21%,13.33%,15.71%,11.70%,13.46%,10.07%,10.17%,Upgrade
22,Buyback Yield / Dilution,-1.52%,-1.17%,-1.88%,-1.02%,-0.22%,-0.35%,-0.58%,-0.29%,0.05%,0.02%,-0.01%,Upgrade
23,Total Shareholder Return,12.81%,11.04%,11.07%,14.49%,17.00%,12.98%,15.13%,11.42%,13.51%,10.09%,10.15%,Upgrade
