,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,161,200,319,253,347,299,467,507,507,467,813
1,Market Cap Growth,-21.05%,-21.05%,-8.08%,-15.18%,-25.71%,-41.05%,-7.89%,8.57%,-37.70%,-65.69%,-
2,Enterprise Value,218,284,334,319,328,366,469,580,410,409,609
3,Last Close Price,0.12,0.15,0.24,0.19,0.26,0.22,0.35,0.38,0.38,0.35,0.61
4,PE Ratio,-,-,165.10,-5.34,-,-,-30.63,-,-,-,10.85
5,PS Ratio,0.58,0.72,1.14,1.00,0.88,0.49,0.68,0.71,0.79,0.78,1.35
6,PB Ratio,0.36,0.36,0.55,0.48,0.62,0.48,0.67,0.73,0.72,0.73,1.27
7,P/TBV Ratio,0.48,0.48,0.73,0.60,0.78,0.60,0.84,0.94,0.92,0.91,1.45
8,P/FCF Ratio,-,-,461.34,-,-,9.06,-,-,-,-,-
9,P/OCF Ratio,20.78,-,8.46,-,-,4.27,16.85,149.29,-,-,-15.30
10,EV/Sales Ratio,0.79,1.03,1.20,1.26,0.83,0.60,0.68,0.81,0.64,0.68,1.01
11,EV/EBITDA Ratio,16.45,31.01,23.44,-20.45,-,-,100.42,-,-173.02,-,6.41
12,EV/EBIT Ratio,-,-,-,-10.24,-,-,-39.78,-,-26.71,-,6.77
13,EV/FCF Ratio,-7.09,-,484.25,-,-,11.10,-,-,-,-,-
14,Debt / Equity Ratio,0.10,0.10,0.08,0.11,0.11,0.11,0.10,0.07,0.10,0.06,0.06
15,Debt / FCF Ratio,-,-,69.19,-,-,2.07,-,-,-,-,-
16,Return on Capital Employed (ROCE),-,-,-,-5.76%,-,-,-1.67%,-,-2.12%,-,13.90%
17,Earnings Yield,-2.64%,-2.13%,0.61%,-18.74%,-23.59%,-8.92%,-3.26%,-5.36%,-2.56%,11.92%,9.21%
18,FCF Yield,-19.09%,-15.40%,0.22%,-12.54%,6.20%,11.04%,-6.50%,-13.91%,-24.24%,-22.02%,-15.66%
19,Buyback Yield / Dilution,0.22%,-,-0.22%,-,1.10%,-0.26%,-1.11%,4.07%,0.55%,-28.41%,
20,Total Shareholder Return,0.22%,-,-0.22%,-,1.10%,-0.26%,-1.11%,4.07%,0.55%,-28.41%,
