,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,52.92,73.62,66.03,69.04,104.8,69.18,58.79,87.35,115.38,142.21
1,Short-Term Investments,55.3,-,45.57,-,42.53,-,67.93,-,86.05,-
2,Trading Asset Securities,-,-,-,-,-,10.02,-,-,-,-
3,Cash & Short-Term Investments,108.22,73.62,111.6,69.04,147.33,79.21,126.72,87.35,201.44,142.21
4,Cash Growth,-3.03%,6.62%,-24.25%,-12.83%,16.27%,-9.33%,-37.09%,-38.57%,-15.95%,506.76%
5,Accounts Receivable,327.95,389.89,341.22,372.46,372.07,453.9,413.9,513.68,401.02,418.28
6,Other Receivables,10.36,34.53,10.23,29.13,10.03,28.92,5.39,20.05,-,11.77
7,Receivables,338.31,430.56,351.45,401.59,382.1,487.99,419.29,535.23,401.02,430.06
8,Inventory,9.11,8.47,16.39,9.42,20.7,16.8,23.16,6.95,4.11,5.25
9,Other Current Assets,-,22.87,3.38,22.85,12.89,34.21,38.54,82.77,33.04,73.63
10,Total Current Assets,455.64,535.51,482.82,502.91,563.03,618.21,607.71,712.3,639.6,651.14
11,"Property, Plant & Equipment",272.99,266.31,165,167.09,174.52,178.1,170.8,143.98,109.84,87.38
12,Long-Term Investments,-,-,29.36,29.53,19.37,9.16,9.26,4.42,4.28,5.36
13,Goodwill,18.28,18.28,18.28,18.28,18.28,18.28,18.28,18.28,18.28,-
14,Other Intangible Assets,6.94,7.79,8.62,9.49,19.02,19.97,20.94,22.05,23.15,15.77
15,Long-Term Deferred Tax Assets,14.75,15.27,16.08,16.69,16.52,17.88,19.27,13.76,11.72,9.7
16,Other Long-Term Assets,-,-,-,-,0.14,2.42,4.68,23.93,38.27,32.69
17,Total Assets,768.6,843.16,720.16,743.98,810.87,864.02,850.93,938.72,845.14,802.03
18,Accounts Payable,115.23,176.52,100.9,130.87,146.28,171.79,117,151.96,94.65,119.61
19,Accrued Expenses,-,38.77,-,31.79,-,27.87,-,21.05,-,12.35
20,Short-Term Debt,-,32.9,-,42.97,-,-,-,-,-,-
21,Current Portion of Long-Term Debt,40.8,-,43.09,-,47.3,51.04,33.68,44.38,28.13,26.6
22,Current Portion of Leases,2.95,3.4,3.04,2.34,2.19,1,1.81,2.67,2.87,2.8
23,Current Income Taxes Payable,1.78,2,2.47,2.85,1.02,2.17,1.54,1.09,0.98,15.48
24,Current Unearned Revenue,8.76,5.57,14.84,7.87,23.13,13.92,86.91,105.09,114.06,44.18
25,Other Current Liabilities,65.12,48.46,55.15,24.05,45.53,22.72,28.8,4.16,11.89,2.91
26,Total Current Liabilities,234.62,307.61,219.49,242.74,265.45,290.51,269.74,330.4,252.59,223.93
27,Long-Term Debt,5.88,-,-,-,0.95,2.7,4.42,11.34,3,-
28,Long-Term Leases,4.57,7.08,8.21,7.92,7.93,0.18,0.41,1.28,2.53,3.96
29,Long-Term Deferred Tax Liabilities,0.5,0.65,0.73,0.08,0.04,0.06,0.23,0.62,0.51,-
30,Total Liabilities,245.57,315.34,228.42,250.74,274.38,293.45,274.8,343.64,258.62,227.89
31,Common Stock,55.1,55.1,55.1,55.1,55.1,55.1,55.1,55.1,55.1,55.1
32,Additional Paid-In Capital,237.13,237.13,237.13,237.13,237.13,237.13,237.13,237.13,237.13,237.13
33,Retained Earnings,83.59,88.11,85.93,85.39,129.62,157.6,152.28,169.92,174.84,180.85
34,Comprehensive Income & Other,40.04,40.79,41.67,41.76,41.79,41.59,43.38,43.19,42.72,43.73
35,Total Common Equity,415.86,421.13,419.82,419.38,463.65,491.42,487.88,505.35,509.79,516.82
36,Minority Interest,107.16,106.69,71.92,73.87,72.85,79.15,88.24,89.74,76.73,57.33
37,Shareholders' Equity,523.02,527.82,491.74,493.25,536.5,570.57,576.12,595.08,586.52,574.14
38,Total Liabilities & Equity,768.6,843.16,720.16,743.98,810.87,864.02,850.93,938.72,845.14,802.03
39,Total Debt,54.19,43.38,54.33,53.23,58.37,54.92,40.31,59.67,36.53,33.36
40,Net Cash (Debt),54.03,30.24,57.27,15.81,88.97,24.29,86.4,27.68,164.9,108.85
41,Net Cash Growth,-5.66%,91.25%,-35.63%,-34.90%,2.97%,-12.27%,-47.60%,-74.57%,-24.09%,710.05%
42,Net Cash Per Share,0.04,0.02,0.04,0.01,0.07,0.02,0.06,0.02,0.12,0.08
43,Filing Date Shares Outstanding,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333
44,Total Common Shares Outstanding,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333
45,Working Capital,221.02,227.9,263.33,260.17,297.58,327.7,337.97,381.9,387.02,427.22
46,Book Value Per Share,0.31,0.32,0.31,0.31,0.35,0.37,0.37,0.38,0.38,0.39
47,Tangible Book Value,390.64,395.06,392.93,391.6,426.35,453.17,448.67,465.02,468.36,501.05
48,Tangible Book Value Per Share,0.29,0.30,0.29,0.29,0.32,0.34,0.34,0.35,0.35,0.38
49,Buildings,-,16.8,-,13.46,-,13.46,-,3.83,-,-
50,Machinery,-,93.37,-,89.76,-,53.91,-,19.27,-,4.84
51,Construction In Progress,-,186.68,-,106.55,-,97.78,-,86.9,-,52.61
52,Leasehold Improvements,-,2.48,-,2.35,-,1.28,-,2.41,-,2.25
