,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,55259,26248,41320,36427,58154,63937,83332,91432,109545,60025,25868,Upgrade
1,Market Cap Growth,-27.95%,-27.95%,-28.95%,-43.03%,-30.21%,-30.07%,-23.93%,52.32%,323.47%,114.57%,13.27%,Upgrade
2,Enterprise Value,52615,22824,40067,34213,56187,60404,79640,85918,106872,56912,24061,Upgrade
3,Last Close Price,15.58,7.32,11.38,10.48,16.74,18.40,24.00,26.35,31.60,18.02,7.78,Upgrade
4,PE Ratio,-,-,-178.69,-,-,-,-,-,-,-,62.07,Upgrade
5,Forward PE,-,-,-,-,-,-,-,-,-,170.91,61.95,Upgrade
6,PS Ratio,8.52,4.08,6.60,6.44,10.57,12.13,16.26,19.79,27.48,16.95,6.95,Upgrade
7,PB Ratio,6.50,3.04,4.31,4.73,6.94,7.44,8.70,9.91,11.59,9.24,3.76,Upgrade
8,P/TBV Ratio,3.66,3.66,5.09,5.90,8.47,9.04,10.35,11.40,13.17,11.32,4.57,Upgrade
9,P/FCF Ratio,159.10,-,158.79,-,-2059.03,-,201.03,-,214.31,-,25.02,Upgrade
10,P/OCF Ratio,37.24,-,57.41,-,137.38,-,102.77,-,195.01,-,24.01,Upgrade
11,PEG Ratio,-,-,-,-,-,-,-,-,-,56.38,2.96,Upgrade
12,EV/Sales Ratio,8.18,3.55,6.40,6.05,10.21,11.46,15.54,18.60,26.81,16.07,6.47,Upgrade
13,EV/EBITDA Ratio,-,-,-127.54,-,-,-,-,-,-,-,64.29,Upgrade
14,EV/EBIT Ratio,-,-,-105.79,-,-,-,-,-,-,-,74.00,Upgrade
15,EV/FCF Ratio,151.49,-,153.98,-,-1989.39,-,192.12,-,209.08,-,23.27,Upgrade
16,Debt / Equity Ratio,0.05,0.05,0.10,0.11,0.07,0.02,0.01,0.01,0.02,0.05,0.04,Upgrade
17,Debt / FCF Ratio,1.26,-,3.56,-,-21.37,-,0.24,-,0.40,-,0.26,Upgrade
18,Return on Capital Employed (ROCE),-,-,-3.58%,-,-,-,-,-,-,-,4.53%,Upgrade
19,Earnings Yield,-0.28%,-0.59%,-0.56%,-0.94%,-0.76%,-0.75%,-0.45%,-0.47%,-0.36%,0.07%,1.61%,Upgrade
20,FCF Yield,0.63%,1.32%,0.63%,-0.46%,-0.05%,0.59%,0.50%,0.37%,0.47%,1.20%,4.00%,Upgrade
21,Buyback Yield / Dilution,-2.00%,-3.38%,-0.61%,-0.31%,-9.97%,-0.42%,7.07%,-4.90%,-1.57%,1.95%,5.46%,Upgrade
22,Total Shareholder Return,-2.00%,-3.38%,-0.61%,-0.31%,-9.97%,-0.42%,7.07%,-4.90%,-1.57%,1.95%,5.46%,Upgrade
