,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Market Capitalization,2425,2103,1700,2143,2486,2285,2193,2215,2148,2155,2279,2513,2962,2905,2922,3667,3698,4531,5072,4735,4460,Upgrade
1,Market Cap Growth,-7.98%,-7.98%,-22.48%,-3.24%,15.73%,6.04%,-3.76%,-11.85%,-27.46%,-25.81%,-22.03%,-31.47%,-19.91%,-35.89%,-42.39%,-22.55%,-17.09%,12.89%,65.29%,105.51%,146.72%,Upgrade
2,Enterprise Value,2442,2110,1717,2000,2343,2103,1968,1943,1896,1808,1982,2149,2598,2511,2566,3292,3323,4290,4893,4655,4380,Upgrade
3,Last Close Price,14.32,12.42,10.04,12.49,14.49,13.27,12.74,12.80,12.42,12.46,13.17,14.36,16.92,16.60,16.70,20.55,20.72,25.39,28.42,26.45,27.21,Upgrade
4,PE Ratio,-,-73.28,-54.42,-39.88,-,-125.59,-,156.26,-,37.30,33.61,34.35,39.09,47.62,31.12,23.15,-,22.35,30.84,49.66,94.83,Upgrade
5,Forward PE,-,55.60,55.60,55.60,55.60,55.60,55.60,55.60,55.60,55.60,55.60,55.60,55.60,55.60,55.60,55.60,55.60,55.60,55.60,55.60,55.60,Upgrade
6,PS Ratio,2.82,2.65,2.27,2.89,3.42,3.06,2.92,3.07,2.91,2.89,3.04,3.21,3.75,3.72,3.62,4.25,4.26,5.58,7.06,7.96,8.59,Upgrade
7,PB Ratio,1.93,1.65,1.34,1.70,1.96,1.73,1.66,1.64,1.60,1.59,1.69,1.85,2.22,2.19,2.23,2.72,2.79,3.40,3.95,3.91,4.89,Upgrade
8,P/TBV Ratio,2.07,2.07,1.69,2.13,2.46,2.13,2.04,2.01,1.96,1.94,1.94,2.14,2.57,2.55,2.61,3.18,3.28,4.02,4.71,4.73,6.40,Upgrade
9,P/FCF Ratio,-,-25.26,-,-,-,-,-,-,-,-43.34,-50.99,-,-,34.66,14.11,13.48,14.91,30.10,-652.69,-,-,Upgrade
10,P/OCF Ratio,16.14,16.14,17.12,-,38.60,145.71,-198.79,-,52.76,55.87,44.90,-,-,18.08,10.23,10.28,11.10,15.97,38.61,-,76.17,Upgrade
11,EV/Sales Ratio,3.08,2.66,2.29,2.69,3.22,2.82,2.62,2.69,2.57,2.42,2.64,2.75,3.29,3.22,3.18,3.82,3.83,5.28,6.81,7.83,8.44,Upgrade
12,EV/EBITDA Ratio,53.24,42.71,43.63,76.12,-,61.76,81.60,50.37,-,19.84,18.04,16.50,19.88,16.25,13.16,11.85,10.34,14.13,20.15,30.57,45.85,Upgrade
13,EV/EBIT Ratio,-,-94.13,-,-45.02,-,-60.77,-,-65.31,-,85.12,-,35.94,-,29.65,19.79,15.40,12.70,17.27,25.43,43.73,80.50,Upgrade
14,EV/FCF Ratio,-29.33,-25.35,-,-,-,-,-,-,-,-36.36,-44.35,-,-,29.97,12.39,12.11,13.40,28.49,-629.61,-,-,Upgrade
15,Debt / Equity Ratio,0.19,0.19,0.18,0.23,0.19,0.14,0.10,0.04,0.03,0.03,0.09,0.12,0.13,0.11,0.17,0.15,0.09,0.09,0.10,0.13,0.39,Upgrade
16,Debt / EBITDA Ratio,5.27,1.51,3.77,2.80,-,1.49,15.07,0.57,-,0.58,1.82,0.95,3.14,0.94,1.52,1.16,0.82,0.36,0.28,0.47,4.64,Upgrade
17,Debt / FCF Ratio,-,-2.91,-,-,-,-,-,-,-,-0.93,-2.69,-,-,1.74,1.07,0.72,0.49,0.76,-17.21,-,-,Upgrade
18,Asset Turnover,0.52,0.46,0.43,0.43,0.43,0.47,0.41,0.49,0.43,0.37,0.42,0.48,0.43,0.44,0.44,0.48,0.52,0.63,0.50,0.38,Upgrade,
19,Inventory Turnover,3.01,3.14,2.82,2.53,3.39,2.16,2.35,1.85,2.99,2.04,1.93,2.20,3.20,2.75,3.10,3.08,3.13,2.36,2.19,2.09,2.28,Upgrade
20,Quick Ratio,1.70,1.70,1.77,1.35,1.51,1.88,1.86,1.92,1.58,1.51,1.63,1.48,1.62,1.70,1.68,1.54,1.91,1.95,1.78,1.45,1.39,Upgrade
21,Current Ratio,2.78,2.78,2.96,2.19,2.35,2.95,2.98,3.40,2.64,2.65,2.39,2.24,2.23,2.37,2.14,2.21,2.46,2.55,2.40,2.08,1.94,Upgrade
22,Return on Equity (ROE),2.50%,4.48%,1.68%,-15.91%,1.03%,-2.79%,0.97%,-4.30%,1.71%,5.54%,6.06%,3.64%,4.28%,7.09%,6.61%,-2.13%,14.39%,28.66%,22.83%,-1.49%,Upgrade,
23,Return on Assets (ROA),3.21%,-0.45%,1.08%,-7.14%,1.94%,-2.46%,0.68%,-5.42%,0.33%,-0.06%,3.39%,-0.67%,3.01%,2.64%,3.52%,2.89%,10.02%,16.00%,11.63%,1.03%,Upgrade,
24,Return on Capital (ROIC),3.66%,-0.51%,1.23%,-8.11%,2.20%,-2.82%,0.80%,-6.46%,0.39%,-0.07%,4.00%,-0.79%,3.54%,3.10%,4.15%,3.37%,11.55%,18.50%,13.78%,1.26%,Upgrade,
25,Return on Capital Employed (ROCE),-,-1.49%,-,-3.07%,-,-2.39%,-,-2.13%,-,1.55%,-,4.36%,-,6.29%,9.72%,15.63%,19.49%,18.59%,14.87%,8.73%,4.69%,Upgrade
26,Earnings Yield,-1.18%,-1.36%,-1.84%,-2.51%,-2.17%,-0.80%,-0.67%,0.64%,1.47%,2.68%,2.98%,2.91%,2.56%,2.10%,3.21%,4.32%,5.34%,4.48%,3.24%,2.01%,1.05%,Upgrade
27,FCF Yield,-3.43%,-3.96%,-8.73%,-6.45%,-7.30%,-7.54%,-6.17%,-4.19%,-1.05%,-2.31%,-1.96%,-2.18%,-0.86%,2.88%,7.09%,7.42%,6.71%,3.32%,-0.15%,-2.39%,-2.85%,Upgrade
28,Dividend Yield,0.41%,-,-,-,0.41%,-,-,-,0.48%,-,-,-,0.83%,-,-,-,1.69%,-,-,-,0.32%,Upgrade
29,Payout Ratio,0.00%,33.09%,111.08%,11.93%,-,19.61%,-,11.28%,-,14.11%,131.70%,8.73%,10.07%,9.16%,251.79%,4.77%,-,1.16%,18.43%,2.47%,25.21%,Upgrade
