,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,1310,1872,667,576,259,394,461,461,461,278,384
1,Market Cap Growth,225.00%,225.00%,157.41%,46.34%,-43.75%,-14.58%,0%,65.52%,20.00%,-,-
2,Enterprise Value,1377,1926,727,633,345,492,576,528,528,346,413
3,Last Close Price,2.73,3.90,1.39,1.20,0.54,0.82,0.96,0.96,0.96,0.58,0.80
4,PE Ratio,-,-,-107.84,-,27.06,-48.19,-,-,-,-,18.50
5,PS Ratio,3.86,5.52,2.40,1.79,0.64,1.07,1.42,1.69,2.49,1.18,0.87
6,PB Ratio,7.96,11.37,4.07,3.59,1.50,2.48,2.88,2.63,2.32,1.18,1.30
7,P/TBV Ratio,11.37,11.37,4.07,3.59,1.50,2.48,2.88,2.63,2.32,1.18,1.30
8,P/FCF Ratio,177.00,-,107.15,-,39.61,-,24.80,55.15,-21.18,-,-
9,P/OCF Ratio,98.29,98.29,35.78,34.20,38.90,-,22.70,45.32,-19.24,-,-
10,EV/Sales Ratio,4.06,5.68,2.62,1.97,0.86,1.34,1.78,1.94,2.86,1.47,0.94
11,EV/EBITDA Ratio,146.92,-,-233.30,-,-36.64,-,-,-,-,-,7.48
12,EV/EBIT Ratio,-,-,-65.54,-,-,-,-,-,-,-,10.73
13,EV/FCF Ratio,185.93,-,116.67,-,52.74,-,30.98,63.21,-24.27,-,-
14,Debt / Equity Ratio,0.68,0.68,0.67,0.70,0.66,0.88,0.95,0.95,0.87,0.69,0.44
15,Debt / FCF Ratio,15.19,-,17.63,-,17.35,-,8.22,19.85,-7.93,-,-
16,Return on Capital Employed (ROCE),-,-,-5.31%,-,-,-,-,-,-,-,10.59%
17,Earnings Yield,-0.36%,-0.25%,-0.93%,-1.03%,3.69%,-2.08%,-8.46%,-13.94%,-20.18%,-14.46%,5.41%
18,FCF Yield,0.56%,0.40%,0.93%,1.40%,2.52%,1.93%,4.03%,1.81%,-4.72%,-13.05%,0.80%
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-33.33%,-33.33%,
20,Total Shareholder Return,-,-,-,-,-,-,-,-,-33.33%,-33.33%,
