,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,32.35,23.63,24.17,31.89,36.35,30.74,25.33,22.1,9.89,31.63
1,Revenue Growth (YoY),33.83%,-25.90%,-33.50%,3.71%,43.52%,39.11%,155.96%,-30.12%,-79.87%,32.28%
2,Cost of Revenue,30.3,20.87,22.15,30.1,33.77,30.1,26.46,26,16.71,26.85
3,Gross Profit,2.05,2.75,2.02,1.79,2.58,0.64,-1.13,-3.9,-6.82,4.77
4,"Selling, General & Admin",2.9,2.12,2.5,2.28,4.8,3.41,5.2,3.51,2.07,2.8
5,Operating Expenses,3.44,2.39,4.29,2.73,4.27,3.68,4.55,4.04,3.91,2.8
6,Operating Income,-1.4,0.36,-2.27,-0.94,-1.69,-3.04,-5.68,-7.93,-10.73,1.98
7,Interest Expense,-0.45,-0.45,-0.44,-0.55,-0.63,-0.58,-0.65,-0.63,-0.63,-0.63
8,Interest & Investment Income,0.01,0.01,0.01,0.01,0,0,0,-,0,-
9,Earnings From Equity Investments,-0,-0,-0.57,-0,-0.53,-0,0.03,0,-0.06,-
10,Currency Exchange Gain (Loss),-0.4,-0.04,0.24,-0.58,0.41,-0.1,-0.29,0.18,-0.32,0.27
11,Other Non Operating Income (Expenses),0.22,0.25,0.52,0.12,0.35,0.67,1.22,-0.05,-0.13,0.24
12,EBT Excluding Unusual Items,-2.01,0.13,-2.52,-1.95,-2.1,-3.06,-5.37,-8.43,-11.87,1.85
13,Gain (Loss) on Sale of Assets,0.04,0.12,0.99,1.97,2.94,0.07,0.74,0.19,0.42,0.23
14,Asset Writedown,0.91,-,0.15,-,0.24,-,-0.1,-,-0.14,-
15,Other Unusual Items,0.03,-,0.02,-,0.17,0.19,0.1,1.01,2.28,0.06
16,Pretax Income,-1.04,0.25,-1.3,0.03,1.34,-2.8,-4.1,-7.23,-9.3,2.14
17,Income Tax Expense,-,-,0.01,-0.25,-,0.04,-0.2,0.06,-0.51,0.44
18,Net Income,-1.04,0.25,-1.32,0.28,1.34,-2.84,-3.9,-7.29,-8.79,1.7
19,Net Income to Common,-1.04,0.25,-1.32,0.28,1.34,-2.84,-3.9,-7.29,-8.79,1.7
20,Net Income Growth,-,-10.25%,-,-,-,-,-,-,-,7.56%
21,Shares Outstanding (Basic),480,480,480,480,480,480,480,480,480,480
22,Shares Outstanding (Diluted),480,480,480,480,480,480,480,480,480,480
23,Shares Change (YoY),-,-,-,-,-,-,-,-,33.33%,33.33%
24,EPS (Basic),-0.00,0.00,-0.00,0.00,0.00,-0.01,-0.01,-0.02,-0.02,0.00
25,EPS (Diluted),-0.00,0.00,-0.00,0.00,0.00,-0.01,-0.01,-0.02,-0.02,0.00
26,EPS Growth,-,-10.29%,-,-,-,-,-,-,-,-19.32%
27,Free Cash Flow,-0.53,1.75,-0.68,2.09,-0.98,2.36,0.85,0.61,-4.37,-2.03
28,Free Cash Flow Per Share,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,-0.00
29,Operating Margin,-4.32%,1.52%,-9.39%,-2.95%,-4.65%,-9.87%,-22.44%,-35.90%,-108.43%,6.26%
30,Profit Margin,-3.20%,1.06%,-5.45%,0.88%,3.69%,-9.22%,-15.42%,-32.99%,-88.85%,5.39%
31,Free Cash Flow Margin,-1.63%,7.41%,-2.80%,6.54%,-2.69%,7.69%,3.35%,2.75%,-44.17%,-6.41%
32,EBITDA,-0.81,1.59,-2.13,0.22,-1.81,-1.42,-5.99,-6.28,-8.79,3.61
33,D&A For EBITDA,0.59,1.23,0.14,1.16,-0.12,1.62,-0.3,1.66,1.94,1.63
34,EBIT,-1.4,0.36,-2.27,-0.94,-1.69,-3.04,-5.68,-7.93,-10.73,1.98
35,Revenue as Reported,32.35,23.63,24.17,31.89,36.35,30.74,25.33,22.1,9.89,31.63
