,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+11 Quarters
0,Cash & Equivalents,104.28,84.03,114.79,146.35,83.28,106.57,76.83,105.72,-,132.51,-,160.32,160.32,164.7,164.7,39.31,39.31,57.96,57.96,67.35,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,0.77,0.77,11.61,11.61,0.77,0.77,59.61,59.61,87.65,Upgrade
2,Trading Asset Securities,5.66,40.62,49.6,39.03,35.47,35.62,31.54,31.56,-,2.04,-,12.2,12.2,0.94,0.94,54.27,54.27,-,-,53.8,Upgrade
3,Cash & Short-Term Investments,109.94,124.66,164.39,185.37,118.75,142.19,108.37,137.28,-,134.54,173.29,173.29,173.29,177.25,177.25,94.36,94.36,117.58,117.58,208.79,Upgrade
4,Cash Growth,-7.42%,-12.33%,51.69%,35.03%,-,5.68%,-37.46%,-20.78%,-,-24.09%,-2.23%,83.65%,83.65%,50.75%,50.75%,-54.81%,-54.81%,69.70%,69.70%,188.99%,Upgrade
5,Accounts Receivable,226.18,176,198.76,135.32,183.06,128.79,144.16,110.02,-,150.28,-,149.16,149.16,229.25,229.25,199.09,199.09,240.69,240.69,219.41,Upgrade
6,Other Receivables,0.09,20.16,0.23,29.26,-,42.5,-,31.62,-,48.49,-,21.45,21.45,85.48,85.48,87.52,87.52,92.84,92.84,10.91,Upgrade
7,Receivables,226.27,196.16,198.99,164.58,183.06,171.3,144.16,141.63,-,198.77,-,170.62,170.62,314.73,314.73,286.61,286.61,333.53,333.53,230.32,Upgrade
8,Restricted Cash,5.47,37.51,5.34,5.28,4.92,4.79,4.15,4.78,-,5.69,-,6.32,6.32,5.25,5.25,4.89,4.89,5.28,5.28,5.02,Upgrade
9,Other Current Assets,56.59,62.13,51.47,44.97,34.35,35.91,45.61,32.18,-,20.19,-,132.42,132.42,-,-,9.69,9.69,-,-,-,Upgrade
10,Total Current Assets,398.27,420.45,420.18,400.2,341.08,354.18,302.29,315.87,-,359.19,-,482.64,482.64,497.23,497.23,395.54,395.54,456.38,456.38,444.13,Upgrade
11,"Property, Plant & Equipment",11.78,12.89,15.82,15.46,8.39,9.38,11.43,11.68,-,14.23,-,7.61,7.61,9.08,9.08,10.89,10.89,6.9,6.9,8.84,Upgrade
12,Long-Term Investments,39.82,38.43,1.2,1.21,2.34,1.19,1.36,1.24,-,1.58,-,1.66,1.66,3.1,3.1,3.07,3.07,2.83,2.83,1.43,Upgrade
13,Goodwill,115.34,115.34,115.34,115.34,115.34,115.34,115.34,115.34,-,115.34,-,115.34,115.34,29,29,29,29,29,29,29,Upgrade
14,Other Intangible Assets,146.34,145.3,149.04,146.41,145.08,142.05,141.78,137.59,-,130.25,-,117.67,117.67,60.56,60.56,43.32,43.32,21.84,21.84,14.68,Upgrade
15,Long-Term Deferred Tax Assets,12.61,12.59,12.92,12.92,17.91,17.9,20.81,20.36,-,22.94,-,22.04,22.04,16.89,16.89,15.11,15.11,11.63,11.63,10.1,Upgrade
16,Other Long-Term Assets,-,-,-,-,-0.52,-,-,-,-,20,-,-,-,0.47,0.47,0.68,0.68,3.06,3.06,1.6,Upgrade
17,Total Assets,724.15,745.01,714.5,691.55,629.61,640.05,593.02,602.07,-,663.53,-,746.97,746.97,616.33,616.33,497.61,497.61,531.64,531.64,511.49,Upgrade
18,Accounts Payable,339.75,292.63,300.67,243.88,256.73,225.07,233.42,206.64,-,213.66,-,181.28,181.28,162.08,162.08,122.98,122.98,156.74,156.74,144.72,Upgrade
19,Accrued Expenses,-,8.35,-,8.45,-,7.28,7.75,10.03,-,9.37,-,9.28,9.28,7.09,7.09,7.87,7.87,7.16,7.16,8.67,Upgrade
20,Short-Term Debt,98.79,100.97,33.43,4.47,-,7.82,-,3.55,-,19.31,-,16.82,16.82,-,-,25.96,25.96,-,-,7.47,Upgrade
21,Current Portion of Long-Term Debt,33.55,33.28,55.77,45.07,23.35,31.25,37.65,42.01,-,48.11,-,42.45,42.45,74.17,74.17,30.49,30.49,46.56,46.56,48,Upgrade
22,Current Portion of Leases,2.11,4.38,4,4.03,2.34,3.62,3.57,4.99,-,4.6,-,3.99,3.99,4.12,4.12,4.6,4.6,4.93,4.93,4.28,Upgrade
23,Current Income Taxes Payable,10.76,8.57,11.63,10.44,9.81,9.48,-,7.33,-,7.24,-,8.04,8.04,8.23,8.23,9.67,9.67,9.49,9.49,6.38,Upgrade
24,Current Unearned Revenue,-,40.1,-,36.55,-,43.8,-,32.11,-,-,-,19.39,19.39,-,-,-,-,-,-,-,Upgrade
25,Other Current Liabilities,-,3.34,0.29,3.68,0.29,6.12,2.19,4.59,-,32.58,-,68.28,68.28,49.8,49.8,19.02,19.02,16.54,16.54,19.48,Upgrade
26,Total Current Liabilities,484.95,491.63,405.79,356.56,292.51,334.43,284.59,311.24,-,334.86,-,349.53,349.53,305.49,305.49,220.57,220.57,241.41,241.41,239,Upgrade
27,Long-Term Debt,-,-,32,64.76,71.91,40,40,29.98,-,51.25,-,27.51,27.51,26.94,26.94,-,-,-,-,-,Upgrade
28,Long-Term Leases,9.46,8.21,10.81,9.33,5.62,5.59,6.58,6.93,-,8.88,-,2.85,2.85,5.31,5.31,6.97,6.97,3.03,3.03,5.14,Upgrade
29,Long-Term Deferred Tax Liabilities,5.62,5.97,1.79,1.79,4.04,4.04,5.87,5.87,-,6.67,-,7.56,7.56,2.6,2.6,2.1,2.1,1.29,1.29,1.17,Upgrade
