,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1559,1389,1621,1692,1618,1552,1571,1780,796.97,1027
1,Revenue Growth (YoY),-3.81%,-17.90%,0.16%,9.04%,3.02%,-12.82%,97.09%,73.41%,-38.05%,-
2,Cost of Revenue,1429,1235,1499,1759,1521,1482,1421,1662,712.58,936.2
3,Gross Profit,129.89,153.73,121.76,-67.01,97.5,69.39,149.28,118.27,84.38,90.32
4,"Selling, General & Admin",87.66,140.08,72.1,46,34.31,55.49,37.16,55.78,23.93,32.77
5,Research & Development,3.31,16.43,5.47,3.88,4.92,4.4,3.53,8.94,4.37,4.51
6,Operating Expenses,91.25,182.72,91.47,201.05,39.52,62.82,50.82,72.65,28.3,37.28
7,Operating Income,38.64,-28.98,30.29,-268.06,57.98,6.57,98.46,45.62,56.08,53.04
8,Interest Expense,-10.38,-11.74,-10.43,-12.37,-13.55,-10.92,-5,-2.81,-3.16,-2.41
9,Interest & Investment Income,0.38,5.73,1.06,2.16,4.67,3.1,3.2,0.18,0.58,0.33
10,Earnings From Equity Investments,0.07,-0.15,0.18,-5.13,-0.2,-2.14,-0.09,-4.88,0.02,0.6
11,Currency Exchange Gain (Loss),-0.05,-0.3,-1.75,0.51,0.48,-10.01,-,-2.51,-,-0.03
12,Other Non Operating Income (Expenses),0.52,11.97,17.41,7.43,20.79,34.33,16.81,10.78,11.24,6.23
13,EBT Excluding Unusual Items,29.17,-23.48,36.75,-275.47,70.16,20.94,113.38,46.38,64.76,57.74
14,Gain (Loss) on Sale of Investments,-,-3.86,-,3.08,-,-,-,4,-4,-17.56
15,Pretax Income,29.17,-27.35,36.75,-272.39,70.16,20.94,113.38,50.38,60.76,40.18
16,Income Tax Expense,5.32,-3.37,5.29,-31.62,7.97,7.76,9.16,3.85,3.69,2.8
17,Earnings From Continuing Operations,23.85,-23.98,31.46,-240.76,62.19,13.18,104.22,46.53,57.08,37.39
18,Minority Interest in Earnings,0.07,-0.73,2.04,0.52,-,-,-,-,-,-
19,Net Income,23.92,-24.71,33.5,-240.25,62.19,13.18,104.22,46.53,57.08,37.39
20,Net Income to Common,23.92,-24.71,33.5,-240.25,62.19,13.18,104.22,46.53,57.08,37.39
21,Net Income Growth,-28.61%,-,-46.13%,-,-40.33%,-71.68%,82.60%,24.46%,60.56%,-
22,Shares Outstanding (Basic),747,770,775,778,778,796,800,615,600,-
23,Shares Outstanding (Diluted),747,774,775,778,778,796,800,615,600,-
24,Shares Change (YoY),-3.67%,-0.60%,-0.40%,-2.21%,-2.71%,29.34%,33.35%,-,-,-
25,EPS (Basic),0.03,-0.03,0.04,-0.31,0.08,0.02,0.13,0.08,0.10,-
26,EPS (Diluted),0.03,-0.03,0.04,-0.31,0.08,0.02,0.13,0.08,0.10,-
27,EPS Growth,-25.89%,-,-45.91%,-,-38.66%,-78.11%,36.93%,-,-,-
28,Free Cash Flow,54.5,-170.84,311.23,-386.25,193.84,-38.32,-651.06,-297.4,70.38,11.65
29,Free Cash Flow Per Share,0.07,-0.22,0.40,-0.50,0.25,-0.05,-0.81,-0.48,0.12,-
30,Operating Margin,2.48%,-2.09%,1.87%,-15.84%,3.58%,0.42%,6.27%,2.56%,7.04%,5.17%
31,Profit Margin,1.53%,-1.78%,2.07%,-14.20%,3.84%,0.85%,6.64%,2.61%,7.16%,3.64%
32,Free Cash Flow Margin,3.50%,-12.30%,19.20%,-22.83%,11.98%,-2.47%,-41.45%,-16.71%,8.83%,1.13%
33,EBITDA,39.96,-27.33,32.05,-266.29,59.79,8.62,99.63,46.97,56.8,53.57
34,D&A For EBITDA,1.33,1.65,1.76,1.78,1.82,2.05,1.17,1.36,0.72,0.54
35,EBIT,38.64,-28.98,30.29,-268.06,57.98,6.57,98.46,45.62,56.08,53.04
