,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,404.33,360.91,526.12,279.69,614.27,355.75,561.26,1019,44.8,34.84
1,Short-Term Investments,65.01,51.22,44.2,27.25,24.4,34.67,33.17,14.57,12.49,8.1
2,Trading Asset Securities,13.48,17.63,13.63,-,-,-,-,-,42,-
3,Cash & Short-Term Investments,482.83,429.76,583.95,306.94,638.67,390.42,594.43,1033,99.29,42.94
4,Cash Growth,-17.32%,40.02%,-8.57%,-21.38%,7.44%,-62.22%,498.68%,2306.88%,-,-
5,Accounts Receivable,1532,1540,1600,1571,1734,1511,1557,688.15,365.95,457.03
6,Other Receivables,132.53,133.17,122.76,124.77,87.96,70.32,49.3,39.75,22.76,11.52
7,Receivables,1664,1673,1723,1696,1822,1582,1606,727.9,388.71,468.54
8,Inventory,11.23,9.17,18.5,68.81,-,-,-,-,-,-
9,Prepaid Expenses,-,-,-,-,-,-,-,-,129.01,-
10,Restricted Cash,60.84,2.7,0.17,11.12,101.03,280.56,0.02,1.96,-,-
11,Other Current Assets,409.18,294.42,251.21,124.7,86.35,136.09,144.41,225.61,5,87.1
12,Total Current Assets,2629,2409,2577,2207,2648,2389,2345,1989,622.01,598.57
13,"Property, Plant & Equipment",5.3,8.95,12.02,13.64,9.03,14.72,16.26,9.54,12.23,6.83
14,Long-Term Investments,101.59,110.34,88.71,41.93,41.02,5.52,7.67,7.75,12.63,9.61
15,Other Intangible Assets,24.41,25.06,35.08,31.71,31.14,26.44,21.68,17.25,7.95,8.29
16,Long-Term Accounts Receivable,6.46,11.25,-,-,-,-,-,-,-,-
17,Long-Term Deferred Tax Assets,63.73,64.01,54.19,50.44,17.47,17.56,16.58,14.19,13.3,12.92
18,Other Long-Term Assets,18.05,18.05,0.76,4.16,4,4.92,1.72,2.06,2.4,2.74
19,Total Assets,2848,2646,2767,2349,2751,2458,2409,2040,670.52,638.96
20,Accounts Payable,655.59,622.43,539.76,241.98,427.83,145.63,252.78,212.73,115.04,179.63
21,Accrued Expenses,38.62,43.84,30.87,41.84,65.39,27.89,21.48,21.91,14.7,10.89
22,Short-Term Debt,451.45,414.94,601.41,574.73,543.43,612.47,419.35,209.95,80.94,91.55
23,Current Portion of Leases,1.37,3.49,4.88,5.09,2.87,4.36,6.42,2.46,5.86,4.04
24,Current Income Taxes Payable,13.07,19.88,16.96,18.22,16.03,26.77,19.66,16.9,11.83,18.77
25,Current Unearned Revenue,215.52,119.3,135.94,68.45,23.99,49.17,59.29,36.81,62.76,37.35
26,Other Current Liabilities,31.81,28.25,30.56,23.31,55.18,5.47,9.49,30.68,35.71,14.01
27,Total Current Liabilities,1407,1252,1360,973.61,1135,871.77,788.46,531.44,326.83,356.24
28,Long-Term Leases,-,0.04,1.51,3.17,0.75,1.24,3.11,2.32,3.81,0.76
29,Long-Term Unearned Revenue,0.49,0.54,3.05,0.63,0.67,0.72,0.81,0.93,1.05,0.29
30,Long-Term Deferred Tax Liabilities,0.64,0.71,0.76,0.76,1.62,1.62,-,-,-,-
31,Other Long-Term Liabilities,7.33,7.87,-,-,-,-,-,-,-,-
32,Total Liabilities,1416,1261,1366,978.16,1138,875.34,792.38,534.69,331.69,357.28
33,Common Stock,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.08,-
34,Retained Earnings,191.59,174.7,199.41,165.91,406.15,377.86,364.69,260.46,213.93,156.86
35,Treasury Stock,-46.71,-46.64,-40.93,-40.53,-37.12,-36.67,-,-,-,-
36,Comprehensive Income & Other,1287,1258,1245,1245,1244,1241,1251,1244,124.82,124.82
37,Total Common Equity,1432,1387,1404,1371,1613,1583,1616,1505,338.84,281.68
38,Minority Interest,-0.12,-1.33,-2.06,-0.02,-,-,-,-,-,-
39,Shareholders' Equity,1432,1385,1402,1371,1613,1583,1616,1505,338.84,281.68
40,Total Liabilities & Equity,2848,2646,2767,2349,2751,2458,2409,2040,670.52,638.96
41,Total Debt,452.83,418.46,607.8,582.98,547.05,618.07,428.88,214.73,90.61,96.34
42,Net Cash (Debt),30,11.31,-23.86,-276.05,91.62,-227.65,165.55,818.74,8.68,-53.4
43,Net Cash Growth,-,-,-,-,-44.65%,-,1808.10%,-,-,-
44,Net Cash Per Share,0.04,0.01,-0.03,-0.35,0.12,-0.29,0.21,1.33,0.01,-
45,Filing Date Shares Outstanding,764.71,763.89,774.64,795.66,795.66,795.66,800,800,267.09,600
46,Total Common Shares Outstanding,764.71,763.89,774.64,795.66,795.66,795.66,800,800,267.09,600
47,Working Capital,1221,1157,1216,1234,1514,1517,1556,1457,295.18,242.33
48,Book Value Per Share,1.87,1.82,1.81,1.72,2.03,1.99,2.02,1.88,1.27,0.47
49,Tangible Book Value,1408,1361,1369,1339,1582,1556,1595,1488,330.89,273.38
50,Tangible Book Value Per Share,1.84,1.78,1.77,1.68,1.99,1.96,1.99,1.86,1.24,0.46
51,Machinery,8.2,8.93,8.64,8.2,8.1,7.8,5.31,3.54,2.35,1.63
52,Construction In Progress,-,-,-,-,-,-,-,-,0.37,-
53,Leasehold Improvements,6.17,6.15,4.81,5.32,2.77,5.5,5.99,4.63,2.07,1.96
