,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+15 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+15 Quarters
0,"Property, Plant & Equipment",4542,152708,129625,108989,110055,111122,112194,113279,114370,115462,116553,117644,117569,-,-,119386,119296,119296,119576,119585,Upgrade
1,Cash & Equivalents,107512,90185,41010,10662,87399,231933,273556,215546,218364,142261,52465,50820,33035,-,-,213400,81708,81708,101648,1589,Upgrade
2,Accounts Receivable,296328,299004,313414,317500,322514,308091,291554,332441,351248,273044,266836,348033,525221,-,-,172497,159105,159105,166608,125762,Upgrade
3,Other Receivables,679159,897671,897108,899060,906988,865032,853985,858022,839545,396011,303987,526908,203177,-,-,219000,277679,277679,139448,129780,Upgrade
4,Investment In Debt and Equity Securities,16287,90971,97271,131971,105904,29617,29617,11117,11117,13724,18724,360626,140626,-,-,63300,38300,38300,20300,20300,Upgrade
5,Goodwill,3352,3561,3771,3987,4505,5022,5540,6057,6575,372901,382817,8127,8645,-,-,10197,10715,10715,11750,12201,Upgrade
6,Other Intangible Assets,28237,28228,28273,28317,28361,28405,28449,28493,28537,28585,28634,28683,28732,-,-,28878,28927,28927,29025,29074,Upgrade
7,Other Current Assets,1795488,1608002,1722923,1809049,1813452,1933496,1899962,1900114,1882795,2114560,2228429,1869649,1818043,-,-,1493337,1466404,1466404,878431,892588,Upgrade
8,Trading Asset Securities,7183,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,Other Long-Term Assets,1309272,1239074,1266214,1326718,1304736,1341639,1284497,1301424,1276663,1243722,1134566,981731,580452,-,-,413011,282350,282350,211109,185440,Upgrade
10,Total Assets,4247360,4409406,4499607,4636252,4683913,4854357,4779354,4766493,4729214,4700270,4533012,4292222,3455501,-,-,2733007,2464485,2464485,1677895,1516319,Upgrade
11,Current Portion of Long-Term Debt,91386,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Long-Term Debt,73609,65911,36561,69626,69826,94505,145518,189365,172754,261413,271809,312241,237628,-,-,412793,484582,484582,231090,195591,Upgrade
13,Accounts Payable,423841,411531,423801,412776,433261,416664,357181,288976,365101,316461,280190,215012,241266,-,-,151648,317369,317369,133185,121900,Upgrade
14,Accrued Expenses,5095,5279,9307,9956,22380,23288,25730,69387,25220,17300,25821,13403,20704,-,-,3341,13670,13670,6254,19387,Upgrade
15,Current Income Taxes Payable,30811,37485,31235,31846,31018,18686,12428,14468,7782,29074,47565,37323,66903,-,-,11429,19934,19934,24327,6361,Upgrade
16,Other Current Liabilities,1460669,1705763,1814097,1995273,2015162,2221328,2159032,2191022,2174768,2058143,1998389,1902736,1733903,-,-,1342886,1169804,1169804,848462,758993,Upgrade
17,Long-Term Deferred Tax Liabilities,3543,3543,3539,3539,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Other Long-Term Liabilities,13333,13407,11015,11025,12510,12208,11438,11276,12131,13221,11338,9299,10134,-,-,13565,13665,13665,12905,12939,Upgrade
