,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+15 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+15 Quarters
0,Market Capitalization,919498,1023592,1162384,1162384,1075639,1092988,1058290,1405271,1474667,1335874,2203325,940966,2308307,3653595,2558252,1117397,1049720,-,-,-,-,Upgrade
1,Market Cap Growth,-6.35%,-6.35%,9.84%,-17.28%,-27.06%,-18.18%,-51.97%,49.34%,-36.11%,-63.44%,-13.87%,-15.79%,119.90%,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,1005681,1111562,1255058,1290498,1133002,1046686,1041338,1442382,1711227,1572435,2561962,1302840,2705754,3875599,2780255,1339401,1492998,-,-,-,-,Upgrade
3,Last Close Price,5300.00,5900.00,6700.00,6700.00,6200.00,6300.00,6100.00,8100.00,8500.00,7700.00,12700.00,11327.43,27787.61,28082.70,19663.54,8588.67,8270.19,8116.09,6088.28,4726.42,6288.55,Upgrade
4,PE Ratio,10.06,11.93,8.86,9.30,10.41,9.23,12.93,12.18,9.57,9.67,11.59,4.91,12.32,18.04,16.33,9.49,9.99,-,-,-,-,Upgrade
5,PS Ratio,1.29,1.49,1.56,1.85,1.53,1.24,1.28,1.15,1.42,1.52,2.34,1.31,2.70,4.10,3.80,2.21,2.21,-,-,-,-,Upgrade
6,PB Ratio,0.44,0.48,0.56,0.55,0.52,0.53,0.53,0.71,0.75,0.69,1.13,0.52,1.33,3.70,-,-,1.35,-,-,-,-,Upgrade
7,P/FCF Ratio,-,-,-,-,-,12.45,12.08,18.69,-3.03,-,-2.99,-,-,-,-9.54,-,-,-,-,-,-,Upgrade
8,P/OCF Ratio,-,-,-,-,-,12.45,12.08,18.69,-3.03,-,-2.99,-,-,-,-9.54,-,-,-,-,-,-,Upgrade
9,EV/Sales Ratio,1.41,1.62,1.68,2.06,1.61,1.19,1.26,1.18,1.65,1.79,2.72,1.81,3.17,4.35,4.13,2.65,3.14,-,-,-,-,Upgrade
10,EV/EBITDA Ratio,8.29,9.70,8.28,10.20,10.26,8.62,12.13,10.14,13.42,13.98,14.58,7.49,12.81,17.41,17.52,12.72,14.47,-,-,-,-,Upgrade
11,EV/EBIT Ratio,8.76,10.30,8.63,10.65,10.74,8.95,12.81,10.47,13.91,14.56,14.95,7.67,13.06,17.71,17.93,13.17,14.99,-,-,-,-,Upgrade
12,EV/FCF Ratio,-15.43,-,-,-,-,11.92,11.88,19.19,-3.51,-,-3.48,-,-,-,-10.36,-,-,-,-,-,-,Upgrade
13,Debt / Equity Ratio,0.08,0.08,0.07,0.05,0.05,0.05,0.07,0.11,0.11,0.10,0.17,0.19,0.22,0.40,-,-,0.56,1.30,1.30,0.65,0.68,Upgrade
14,Debt / EBITDA Ratio,1.36,3.07,0.94,0.54,1.45,0.54,2.94,1.87,1.89,3.37,1.16,5.95,6.90,1.26,-,-,4.33,9.29,9.29,1.29,10.84,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,1.24,1.71,2.94,-0.44,-,-0.44,-,-,-,-,-,-,-,-,3.49,-,Upgrade
