,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,52,72,45,61,88,105,163,90,134,134,193
1,Market Cap Growth,16.47%,16.47%,-48.98%,-41.38%,-45.56%,16.00%,21.62%,-32.43%,-30.84%,-54.32%,-23.57%
2,Enterprise Value,83,102,71,89,140,148,211,158,195,208,267
3,Last Close Price,0.02,0.03,0.03,0.03,0.05,0.06,0.09,0.05,0.07,0.07,0.11
4,PE Ratio,9.46,14.17,7.65,10.75,19.58,25.68,49.50,-2.72,-,-,-32.51
5,PS Ratio,0.15,0.23,0.13,0.15,0.25,0.35,0.55,0.41,0.69,0.58,0.81
6,PB Ratio,0.32,0.44,0.30,0.41,0.61,0.73,1.15,0.66,0.98,0.79,1.11
7,P/TBV Ratio,0.67,0.67,0.52,0.84,1.28,1.91,2.81,1.76,2.66,1.86,2.54
8,P/FCF Ratio,-,-4.18,-,1.51,3.11,7.25,-,1.35,6.74,-,-
9,P/OCF Ratio,3.50,3.50,1.27,0.75,1.27,1.79,1.99,0.98,2.95,-,6.36
10,EV/Sales Ratio,0.27,0.33,0.20,0.22,0.40,0.50,0.71,0.72,1.00,0.91,1.13
11,EV/EBITDA Ratio,1.63,2.08,1.46,1.95,3.37,4.36,6.48,21.78,-,7.70,11.58
12,EV/EBIT Ratio,6.63,8.17,4.85,6.71,12.54,18.52,30.55,-9.77,-,-,374.68
13,EV/FCF Ratio,-4.84,-5.97,-,2.19,4.91,10.24,-,2.35,9.85,-,-
14,Debt / Equity Ratio,0.28,0.28,0.38,0.39,0.41,0.52,0.48,0.55,0.53,0.55,0.47
15,Debt / FCF Ratio,-,-2.70,-,1.43,2.10,5.14,-,1.12,3.64,-,-
16,Return on Capital Employed (ROCE),5.90%,5.90%,7.40%,6.13%,5.58%,3.86%,3.41%,-7.84%,-,-,0.32%
17,Earnings Yield,9.70%,7.06%,13.08%,9.30%,5.11%,3.89%,2.02%,-36.79%,-28.45%,-1.19%,-3.08%
18,FCF Yield,-32.86%,-23.90%,-4.28%,66.34%,32.16%,13.79%,23.25%,74.23%,14.83%,-7.60%,-0.25%
19,Buyback Yield / Dilution,-10.00%,-20.00%,-,-,-,-,-,-,-,-,-
20,Total Shareholder Return,-10.00%,-20.00%,-,-,-,-,-,-,-,-,-
