,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,15.92,23.86,21.19,30.15,15.19,22.68,15.11,13.22,11.92,17.64
1,Revenue Growth (YoY),-24.88%,-20.84%,39.47%,32.94%,0.53%,71.48%,26.82%,-25.04%,-7.05%,-5.45%
2,Cost of Revenue,7.46,10,11.44,18.6,8.32,14.82,8.48,8.87,6.92,8.91
3,Gross Profit,8.45,13.86,9.75,11.54,6.87,7.86,6.63,4.36,4.99,8.73
4,"Selling, General & Admin",8.16,12.59,9.19,10.46,6.63,7.1,6.59,6.56,5.41,8.05
5,Other Operating Expenses,-0.01,-0.02,-0.02,-0.04,-0.07,0.04,-0.14,0.05,-0.21,0.08
6,Operating Expenses,8.15,12.57,9.17,10.43,6.56,7.15,6.45,6.62,5.21,8.13
7,Operating Income,0.31,1.29,0.58,1.12,0.31,0.71,0.18,-2.26,-0.21,0.61
8,Interest Expense,-0.1,-0.26,-0.21,-0.18,-0.16,-0.14,-0.15,-0.17,-0.2,-0.21
9,Interest & Investment Income,-,0,-,0,-,0,-,0.03,-,0.04
10,Currency Exchange Gain (Loss),-,-0,0,-0,0,-0.02,0.02,-0.11,0.11,0.03
11,EBT Excluding Unusual Items,0.2,1.03,0.38,0.93,0.16,0.55,0.05,-2.5,-0.3,0.45
12,Gain (Loss) on Sale of Investments,-,-0.01,-,-0.11,-,-,-,-,-,-0.01
13,Gain (Loss) on Sale of Assets,-,-0.05,-,-,-,-,-,-,-,-
14,Asset Writedown,-,-,-,-,-,-,-,-2.22,-,-
15,Other Unusual Items,-,0.03,-,0.03,-,0.22,-,0.18,-,0.08
16,Pretax Income,0.2,0.99,0.38,0.85,0.16,0.77,0.05,-4.55,-0.3,0.53
17,Income Tax Expense,0.03,0.52,0.09,0.47,0.02,0.38,0.01,-0.23,0.29,0.14
18,Earnings From Continuing Operations,0.17,0.47,0.29,0.38,0.13,0.39,0.04,-4.31,-0.59,0.38
19,Minority Interest in Earnings,-,0.01,-0.01,0.07,-,-,-,-,-,-
20,Net Income,0.17,0.47,0.28,0.45,0.13,0.39,0.04,-4.31,-0.59,0.38
21,Net Income to Common,0.17,0.47,0.28,0.45,0.13,0.39,0.04,-4.31,-0.59,0.38
22,Net Income Growth,-38.61%,6.08%,111.13%,15.53%,276.13%,-,-,-,-,-82.13%
23,Shares Outstanding (Basic),2167,1806,1806,1806,1806,1806,1806,1806,1806,1806
24,Shares Outstanding (Diluted),2167,1806,1806,1806,1806,1806,1806,1806,1806,1806
25,Shares Change (YoY),20.00%,-,-,-,-,-,-,-,-,-
26,EPS (Basic),0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00
27,EPS (Diluted),0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00
28,EPS Growth,-49.04%,6.10%,112.16%,15.49%,289.47%,-,-,-,-,-82.18%
29,Free Cash Flow,2.59,-4.77,4.53,0.67,2.98,-1.14,5.98,2.65,-0.09,-1.22
30,Free Cash Flow Per Share,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00
31,Operating Margin,1.92%,5.42%,2.73%,3.71%,2.05%,3.11%,1.18%,-17.08%,-1.79%,3.43%
32,Profit Margin,1.09%,1.98%,1.34%,1.48%,0.88%,1.70%,0.24%,-32.63%,-4.95%,2.18%
33,Free Cash Flow Margin,16.24%,-20.01%,21.37%,2.23%,19.61%,-5.02%,39.60%,20.02%,-0.77%,-6.91%
34,EBITDA,3.04,3.24,2.98,2.87,2.44,1.88,2.29,-1.36,2.2,1.28
35,D&A For EBITDA,2.74,1.95,2.4,1.75,2.13,1.17,2.11,0.9,2.41,0.68
36,EBIT,0.31,1.29,0.58,1.12,0.31,0.71,0.18,-2.26,-0.21,0.61
