,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,2168,1598,875,2176,2990,3385,4047,6451,5234,4747,5637,4679,4610,4421,4916,5943,4436,4733,3392,3318,3846,Upgrade
1,Market Cap Growth,-52.81%,-52.81%,-78.38%,-66.27%,-42.88%,-28.69%,-28.21%,37.89%,13.53%,7.38%,14.68%,-21.27%,3.92%,-6.59%,44.93%,79.11%,15.36%,15.87%,-23.41%,-40.68%,-0.16%,Upgrade
2,Enterprise Value,2319,1741,1049,2590,3404,3931,4497,6897,5680,5357,6281,5397,5329,5073,5479,6188,4681,5391,3885,3370,3898,Upgrade
3,Last Close Price,2.85,2.10,1.15,2.86,3.93,4.45,5.32,8.48,6.88,6.24,7.41,6.15,6.06,5.81,6.46,7.81,5.83,6.22,5.53,5.39,6.25,Upgrade
4,PE Ratio,-,-4.41,-2.18,-5.41,-,-,-8.02,-8.58,-,-,-,-,-,-,-,-,777.62,-,-,-,-,Upgrade
5,Forward PE,-,13.70,13.70,13.70,13.70,13.70,13.70,13.70,13.70,13.70,13.70,13.70,13.70,13.70,13.70,13.70,13.70,13.70,13.70,13.70,13.70,Upgrade
6,PS Ratio,1.03,0.76,0.41,0.95,1.37,1.49,1.87,3.30,2.87,3.04,3.93,3.30,2.68,2.69,2.79,3.18,2.74,2.86,1.95,2.11,2.21,Upgrade
7,PB Ratio,3.86,2.82,1.58,3.95,5.45,3.10,3.62,5.79,4.89,3.34,3.40,2.44,2.35,1.80,1.97,2.34,1.74,1.88,1.86,1.79,2.06,Upgrade
8,P/TBV Ratio,7.11,7.11,4.20,10.67,17.34,9.03,10.24,16.88,15.27,6.10,7.12,5.31,5.07,3.76,4.07,4.76,3.53,3.64,5.41,5.11,5.83,Upgrade
9,P/FCF Ratio,23.43,-,3.71,-,17.76,-41.31,-,-,-,70.84,-365.56,-,-24.48,-,-,-,-,-23.72,-,-,-,Upgrade
10,P/OCF Ratio,11.15,-,3.50,-,14.57,-125.58,-,-,-,38.77,79.34,-,-110.62,-,-,-,-,-568.52,-,-,-,Upgrade
11,EV/Sales Ratio,1.10,0.83,0.49,1.13,1.56,1.73,2.08,3.53,3.12,3.43,4.37,3.81,3.09,3.09,3.11,3.31,2.89,3.26,2.23,2.15,2.24,Upgrade
12,EV/EBITDA Ratio,64.75,37.35,54.41,122.39,238.22,-,-17.94,-23.53,-,-,-,-,-,-,-,368.64,99862.33,-,93.49,-,58.38,Upgrade
13,EV/EBIT Ratio,77.41,58.12,-663.61,-706.67,-,-,-15.88,-,-,-,-,-,-,-,-,-599.03,-173.55,-,286.78,-,-,Upgrade
14,EV/FCF Ratio,25.06,-,4.45,-,20.22,-47.96,-,-,-,79.94,-407.33,-,-28.29,-,-,-,-,-27.02,-,-,-,Upgrade
15,Debt / Equity Ratio,0.47,0.47,0.54,0.56,0.69,0.41,0.52,0.46,0.66,0.39,0.40,0.35,0.37,0.36,0.34,0.33,0.29,0.29,0.39,0.32,0.30,Upgrade
16,Debt / EBITDA Ratio,7.49,3.05,3.76,8.30,40.33,-,7.97,52.95,-,-,-,-,-,-,-,19.47,6.21,-,9.53,-,53.41,Upgrade
17,Debt / FCF Ratio,2.90,-,1.27,-,2.26,-5.41,-,-,-,8.17,-43.28,-,-3.83,-,-,-,-,-3.72,-,-,-,Upgrade
18,Asset Turnover,0.45,0.49,0.43,0.68,0.46,0.57,0.29,0.68,0.33,0.35,0.16,0.42,0.21,0.33,0.40,0.37,0.32,0.43,0.21,0.43,Upgrade,
19,Inventory Turnover,1.37,1.24,1.57,1.33,1.99,1.35,1.64,0.84,2.47,0.95,1.17,0.58,1.89,1.00,1.51,1.64,1.26,0.94,1.25,0.61,1.35,Upgrade
20,Quick Ratio,0.42,0.42,0.45,0.47,0.45,0.37,0.37,0.30,0.37,0.33,0.37,0.39,0.48,0.57,0.72,0.69,0.70,0.69,0.41,0.44,0.52,Upgrade
21,Current Ratio,0.88,0.88,0.87,0.86,0.86,0.88,0.86,0.90,0.91,0.92,0.94,0.95,0.96,1.07,1.27,1.29,1.32,1.41,1.05,1.08,1.11,Upgrade
22,Return on Equity (ROE),9.65%,2.11%,0.41%,-186.22%,-9.36%,1.02%,0.02%,-93.01%,-61.96%,-57.91%,-7.35%,-92.44%,-5.83%,-7.48%,-1.69%,6.26%,-0.60%,-3.47%,-2.39%,-0.38%,Upgrade,
