,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Rental Revenue,874.48,871.78,877.21,908.69,896.86,867.5,902,904.4,892,951.82,Upgrade
1,Total Revenue,874.48,871.78,877.21,908.69,896.86,867.5,902,904.4,892,951.82,Upgrade
2,Revenue Growth (YoY,-0.31%,-4.06%,-2.19%,4.75%,-0.57%,-4.08%,1.12%,-4.98%,-9.48%,-2.30%,Upgrade
3,Property Expenses,306.24,288.16,304.25,281.04,294.9,276.43,287.16,273.76,282.9,285.69,Upgrade
4,"Selling, General & Administrative",9.4,12.4,8.93,18.67,8.98,18.16,14.25,22.34,17.24,18.57,Upgrade
5,Total Operating Expenses,315.63,300.56,313.18,299.71,303.88,294.59,301.41,296.1,300.14,304.26,Upgrade
6,Operating Income,558.85,571.22,564.03,608.98,592.98,572.91,600.59,608.3,591.86,647.57,Upgrade
7,Interest Expense,-197.84,-197.27,-198.13,-151.86,-142.17,-98.61,-95.56,-95.8,-105.2,-139.5,Upgrade
8,Interest & Investment Income,0.28,0.08,0.26,0.1,0.02,0.02,0.02,0.03,0.06,0.1,Upgrade
9,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-0.1,0.02,Upgrade
10,Other Non-Operating Income,-93.55,-13.09,-142.49,-55.59,155.27,392.87,92.78,52.82,-29.12,-152.79,Upgrade
11,EBT Excluding Unusual Items,267.74,360.94,223.67,401.62,606.09,867.19,597.83,565.35,457.51,355.39,Upgrade
12,Asset Writedown,-688.17,-322.87,-594.75,-34.7,-313.45,-382.62,615.91,-257.94,-1284,-2516,Upgrade
13,Pretax Income,-420.43,38.06,-371.08,366.92,292.64,484.56,1214,307.41,-826.29,-2161,Upgrade
14,Income Tax Expense,62.16,74.46,62.98,87.79,179.03,95.54,100.71,102.92,99.22,106.72,Upgrade
15,Net Income,-482.58,-36.39,-434.05,279.13,113.62,389.02,1113,204.49,-925.51,-2267,Upgrade
16,Net Income to Common,-482.58,-36.39,-434.05,279.13,113.62,389.02,1113,204.49,-925.51,-2267,Upgrade
17,Net Income Growth,-,-,-,-28.25%,-89.79%,90.24%,-,-,-,-,Upgrade
18,Basic Shares Outstanding,2034,2022,2010,1998,1988,1979,1971,1963,1955,1947,Upgrade
19,Diluted Shares Outstanding,2034,2022,2010,1998,1988,1979,1971,1963,1955,1947,Upgrade
20,Shares Change (YoY),1.20%,1.21%,1.07%,0.97%,0.90%,0.79%,0.78%,0.86%,0.89%,0.78%,Upgrade
21,EPS (Basic),-0.24,-0.02,-0.22,0.14,0.06,0.20,0.56,0.10,-0.47,-1.16,Upgrade
22,EPS (Diluted),-0.24,-0.02,-0.22,0.14,0.06,0.20,0.56,0.10,-0.47,-1.16,Upgrade
23,EPS Growth,-,-,-,-28.94%,-89.88%,88.75%,-,-,-,-,Upgrade
24,Dividend Per Share,0.174,0.182,0.180,0.224,0.211,0.231,0.199,0.250,0.246,0.226,Upgrade
25,Dividend Growth,-3.66%,-18.47%,-14.60%,-2.99%,6.19%,-7.65%,-19.10%,10.44%,-2.35%,-13.51%,Upgrade
26,Operating Margin,63.91%,65.52%,64.30%,67.02%,66.12%,66.04%,66.58%,67.26%,66.35%,68.03%,Upgrade
27,Profit Margin,-55.18%,-4.17%,-49.48%,30.72%,12.67%,44.84%,123.40%,22.61%,-103.76%,-238.22%,Upgrade
28,Free Cash Flow Margin,-,64.34%,59.15%,70.92%,60.69%,72.33%,50.66%,70.09%,59.41%,47.28%,Upgrade
29,EBIT,558.85,571.22,564.03,608.98,592.98,572.91,600.59,608.3,591.86,647.57,Upgrade
