,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,8928,8110,7600,9963,11263,12602,12857,15780,16330,14446,13563,Upgrade
1,Market Cap Growth,-18.60%,-18.60%,-32.52%,-20.94%,-12.40%,-20.14%,-21.27%,9.23%,20.41%,-17.98%,-34.60%,Upgrade
2,Enterprise Value,18640,17676,17147,19310,20634,21276,21640,24463,25099,23145,21913,Upgrade
3,Last Close Price,4.38,3.99,3.59,4.54,4.94,5.38,5.33,6.38,6.43,5.53,5.04,Upgrade
4,PE Ratio,-,-,-,-,28.68,25.07,8.56,11.98,-22.65,-,-,Upgrade
5,PS Ratio,5.09,4.64,4.35,5.58,6.24,7.14,7.27,8.74,9.09,7.83,7.00,Upgrade
6,PB Ratio,0.33,0.30,0.27,0.35,0.39,0.44,0.44,0.54,0.57,0.50,0.45,Upgrade
7,P/FCF Ratio,-,-,7.04,8.56,9.47,10.75,11.86,14.47,14.03,14.74,11.97,Upgrade
8,P/OCF Ratio,-,-,7.04,8.56,9.47,10.75,11.86,14.47,14.03,14.74,11.97,Upgrade
9,EV/Sales Ratio,10.67,10.12,9.80,10.81,11.43,12.06,12.23,13.54,13.97,12.55,11.31,Upgrade
10,EV/EBIT Ratio,16.49,15.64,15.10,16.46,17.17,18.25,18.44,20.24,20.91,18.67,16.82,Upgrade
11,EV/FCF Ratio,-,-,15.88,16.60,17.36,18.16,19.96,22.43,21.57,23.62,19.35,Upgrade
12,Debt / Equity Ratio,0.36,0.36,0.35,0.34,0.33,0.33,0.30,0.31,0.31,0.31,0.30,Upgrade
13,Debt / FCF Ratio,-,-,8.97,8.30,8.02,8.17,8.18,8.16,7.65,9.13,7.88,Upgrade
14,Earnings Yield,-5.81%,-6.40%,-6.19%,-1.55%,3.49%,3.99%,11.68%,8.35%,-4.42%,-22.10%,-13.36%,Upgrade
15,FCF Yield,-,14.21%,11.68%,10.55%,9.30%,8.43%,6.91%,7.13%,6.78%,8.35%,Upgrade,
16,Dividend Yield,8.13%,8.92%,10.09%,8.90%,8.80%,8.21%,8.06%,7.03%,7.70%,8.53%,9.47%,Upgrade
17,Buyback Yield / Dilution,-1.20%,-1.20%,-1.21%,-1.07%,-0.97%,-0.90%,-0.79%,-0.78%,-0.86%,-0.89%,-0.78%,Upgrade
18,Total Shareholder Return,6.92%,7.72%,8.88%,7.83%,7.83%,7.31%,7.27%,6.25%,6.84%,7.64%,8.69%,Upgrade
