,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,"Property, Plant & Equipment",38056,38715.0,38997.0,39537.0,39503,39201,39500,38840,39075,40327,Upgrade
1,Cash & Equivalents,96.65,94.55,106.72,173.59,206.86,192.61,117.96,219.36,177.17,226.53,Upgrade
2,Accounts Receivable,39.08,37.35,36.74,44.26,60.38,80.14,45.75,50.06,52.62,56.58,Upgrade
3,Other Receivables,20.29,19.23,23.53,19.29,21.39,0.96,10.03,2.58,1.99,7.1,Upgrade
4,Investment In Debt and Equity Securities,204.64,277.63,307.88,435.48,509.5,353.79,21.01,-,-,-,Upgrade
5,Other Current Assets,35.96,33.75,33.54,33.21,33.77,36.03,29.95,28.14,29.49,27.53,Upgrade
6,Trading Asset Securities,6.95,23.63,4.61,18.81,-,-,-,-,-,-,Upgrade
7,Total Assets,38459,39201.0,39510.0,40262.0,40335,39865,39725,39140,39336,40645,Upgrade
8,Current Portion of Long-Term Debt,3296,680.0,660.0,2049.0,2098,430,1600,4797,3601,3797,Upgrade
9,Long-Term Debt,6520,9004.0,8998.0,7490.0,7480,8438,7301,4105,5345,5129,Upgrade
10,Accrued Expenses,175.47,185.96,200.95,179.51,184.41,177.67,185.15,204.97,183.99,182.32,Upgrade
11,Current Income Taxes Payable,10.17,50.84,23.64,61.78,19.11,70.57,-,69.48,28.45,82.14,Upgrade
12,Current Unearned Revenue,49.07,49.44,47.47,44.71,42.97,70.74,36.03,40.93,50.6,32.05,Upgrade
13,Other Current Liabilities,780.24,813.13,812.48,927.04,899.91,925.72,856.88,973.92,964.72,929.32,Upgrade
14,Long-Term Deferred Tax Liabilities,697.78,697.44,687.29,692.05,683.72,578.48,562.46,545.87,530.77,514.99,Upgrade
15,Total Liabilities,11529,11480.0,11430.0,11444.0,11408,10691,10542,10737,10705,10667,Upgrade
16,Common Stock,8787,8764.0,8688.0,8658.0,8569,8539,8451,8421,8334,8273,Upgrade
17,Retained Earnings,-,19243.0,19649.0,20446.0,20614,20921,20989,20268,20554,21961,Upgrade
18,Comprehensive Income & Other,18144,-285.84,-256.31,-286.01,-256.08,-286.28,-256.41,-286.28,-256.73,-256.12,Upgrade
19,Shareholders' Equity,26931,27721.0,28080.0,28818.0,28927,29174,29183,28403,28632,29978,Upgrade
20,Total Liabilities & Equity,38459,39201.0,39510.0,40262.0,40335,39865,39725,39140,39336,40645,Upgrade
21,Total Debt,9816,9684.0,9658.0,9539.0,9578,8868,8901,8902,8946,8926,Upgrade
22,Net Cash / Debt,-9712,-9565.0,-9547.0,-9347.0,-9371,-8675,-8783,-8683,-8769,-8699,Upgrade
23,Net Cash Per Share,-4.78,-4.73,-4.75,-4.68,-4.71,-4.38,-4.46,-4.42,-4.48,-4.47,Upgrade
24,Filing Date Shares Outstanding,2038,2021.0,2015.0,2002.0,1992,1982,1974,1966,1955,1946,Upgrade
25,Total Common Shares Outstanding,2038,2021.0,2015.0,2002.0,1992,1982,1974,1966,1955,1946,Upgrade
26,Book Value Per Share,13.21,13.71,13.94,14.39,14.52,14.72,14.79,14.45,14.65,15.41,Upgrade
27,Tangible Book Value,26931,27721.0,28080.0,28818.0,28927,29174,29183,28403,28632,29978,Upgrade
28,Tangible Book Value Per Share,13.21,13.71,13.94,14.39,14.52,14.72,14.79,14.45,14.65,15.41,Upgrade
