,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Jul '24 Jul 31, 2024","Jan '24 Jan 31, 2024","Jul '23 Jul 31, 2023","Jan '23 Jan 31, 2023","Jul '22 Jul 31, 2022","Jan '22 Jan 31, 2022","Jul '21 Jul 31, 2021","Jan '21 Jan 31, 2021","Jul '20 Jul 31, 2020","Jan '20 Jan 31, 2020"
0,Cash & Equivalents,76.56,88.13,75.28,100.51,103.89,71.61,81.15,106.29,121.3,153.19
1,Short-Term Investments,7.22,6.26,6.92,6.19,8.28,10.23,12.33,10.85,8.59,20.19
2,Trading Asset Securities,19.61,17.74,17.09,6.73,-,-,-,-,-,-
3,Cash & Short-Term Investments,103.39,112.14,99.3,113.43,112.17,81.84,93.48,117.14,129.89,173.38
4,Cash Growth,4.12%,-1.14%,-11.48%,38.61%,20.00%,-30.14%,-28.04%,-32.44%,-16.91%,-20.65%
5,Accounts Receivable,6.07,5.28,2.63,2.81,2.5,4.99,3.4,5.33,1.6,0.55
6,Other Receivables,9.71,10.62,7.26,3.93,8.9,2.78,3.97,5.23,5.49,12.61
7,Receivables,15.78,15.9,9.89,6.74,11.4,7.77,7.36,10.57,7.09,13.17
8,Prepaid Expenses,2.39,3.77,2.22,5.14,3.1,4.02,2.8,5.57,7.45,-
9,Total Current Assets,121.55,131.81,111.4,125.32,126.66,93.62,103.64,133.27,144.44,186.54
10,"Property, Plant & Equipment",37.92,40.02,39.89,40,43.99,47.93,46.2,61.12,62.23,75.38
11,Long-Term Investments,6.21,5.15,5.51,0.43,0.47,0.71,0.29,0.29,0.7,2.76
12,Goodwill,3.09,-,4.28,-,1.19,-,1.19,-,1.19,-
13,Other Intangible Assets,3.83,7.92,3.96,6.24,3.54,4.42,3.47,4.65,3.21,3.72
14,Long-Term Deferred Tax Assets,4.58,4.48,4.59,4.5,4.66,4.82,6.67,7.91,5.43,5.91
15,Other Long-Term Assets,17.53,22.41,20.07,21.54,21.16,21.23,21.86,24.24,31.87,35.17
16,Total Assets,194.71,211.79,189.7,198.02,201.68,172.74,183.32,231.48,249.08,309.47
17,Short-Term Debt,80.29,79.13,63.57,54.82,55.07,7.33,7.59,7.84,8.09,8.33
18,Current Portion of Leases,13.49,13.94,10.04,9.55,8.76,8.45,11.26,21.27,31.62,31.78
19,Current Income Taxes Payable,0.43,0.59,0.19,0.11,0.14,0.46,0.35,0.51,0.81,6.81
20,Current Unearned Revenue,24.94,21.74,12.9,19.69,7.29,14.86,15.35,27.7,18.02,16.68
21,Other Current Liabilities,14.79,14.98,14.19,15.45,16.98,9.77,16.37,17.89,17.49,23.45
22,Total Current Liabilities,133.94,130.37,100.89,99.61,88.24,40.87,50.92,75.2,76.03,87.05
23,Long-Term Leases,5.37,6.36,9.36,9.01,12.52,13.34,5.82,7.5,14.78,25.44
24,Long-Term Deferred Tax Liabilities,0.02,0.02,0.02,0.05,0.01,0.05,0.01,0.24,0.01,0.02
25,Other Long-Term Liabilities,1.27,0.48,0.94,0.3,0.59,0.29,0.58,1.38,2.41,2.66
26,Total Liabilities,140.59,137.23,111.2,108.96,101.35,54.54,57.33,84.32,93.23,115.17
27,Common Stock,124.14,124.14,124.14,122.75,120.96,120.96,120.96,120.96,120.96,120.96
28,Retained Earnings,-77.59,-58.75,-53.07,-41.23,-28.08,-10.12,-10.74,11.11,21.23,60.34
29,Comprehensive Income & Other,5.92,6.42,6,8.97,9.05,8.83,16.68,17.42,15.52,14.7
30,Total Common Equity,52.46,71.8,77.07,90.49,101.93,119.67,126.9,149.48,157.7,196
31,Minority Interest,1.67,2.76,1.42,-1.43,-1.61,-1.48,-0.9,-2.32,-1.85,-1.7
32,Shareholders' Equity,54.12,74.56,78.5,89.06,100.33,118.19,125.99,147.16,155.85,194.3
33,Total Liabilities & Equity,194.71,211.79,189.7,198.02,201.68,172.74,183.32,231.48,249.08,309.47
34,Total Debt,99.15,99.43,82.97,73.37,76.35,29.12,24.67,36.61,54.49,65.55
35,Net Cash (Debt),4.24,12.71,16.33,40.06,35.82,52.72,68.81,80.53,75.41,107.83
36,Net Cash Growth,-74.04%,-68.28%,-54.42%,-24.01%,-47.94%,-34.54%,-8.76%,-25.32%,-48.96%,-50.65%
37,Net Cash Per Share,0.01,0.03,0.03,0.08,0.07,0.11,0.14,0.16,0.15,0.22
38,Filing Date Shares Outstanding,507.63,507.63,507.63,503.98,500,500,500,500,500,500
39,Total Common Shares Outstanding,507.63,507.63,507.63,503.98,500,500,500,500,500,500
40,Working Capital,-12.39,1.44,10.52,25.71,38.43,52.76,52.73,58.07,68.41,99.49
41,Book Value Per Share,0.10,0.14,0.15,0.18,0.20,0.24,0.25,0.30,0.32,0.39
42,Tangible Book Value,45.54,63.88,68.83,84.24,97.2,115.26,122.24,144.84,153.3,192.29
43,Tangible Book Value Per Share,0.09,0.13,0.14,0.17,0.19,0.23,0.24,0.29,0.31,0.38
44,Buildings,4.26,-,4.26,-,4.26,-,4.26,-,-,-
45,Machinery,36.2,-,35.44,-,34.6,-,39.59,-,40.34,-
46,Leasehold Improvements,23.36,-,27.26,-,26.25,-,38.17,-,38.83,-
