,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,14.84,15.19,8.48,8.26,13.52,17.77,16.65,13.13,27.64,26.8
1,Short-Term Investments,-,2.3,-,2.45,-,1.6,-,1.26,-,0.89
2,Cash & Short-Term Investments,14.84,17.49,8.48,10.7,13.52,19.37,16.65,14.38,27.64,27.68
3,Cash Growth,74.87%,63.36%,-37.27%,-44.74%,-18.75%,34.69%,-39.78%,-48.04%,-34.74%,-65.72%
4,Accounts Receivable,21.31,19.75,19.76,17.81,17.72,18.97,23.74,23.08,25.11,19.28
5,Other Receivables,4.1,1.79,5.02,2.27,3.51,0.42,2.67,0.39,1.5,1.3
6,Receivables,37.21,39.44,33.74,44.1,48.42,45.58,52.18,49.61,52.63,46.47
7,Prepaid Expenses,-,0.76,-,1.01,-,0.61,-,0.4,-,0.24
8,Other Current Assets,4.52,4.14,3.88,1.7,1.02,4.38,4.18,3.9,3.68,3.43
9,Total Current Assets,56.56,61.82,46.11,57.51,62.96,69.93,73,68.3,83.94,77.81
10,"Property, Plant & Equipment",12.55,12.16,13.45,13.71,6.52,6.26,7.79,6.93,5.91,5.94
11,Long-Term Accounts Receivable,-,-,-,0.1,0.22,0.05,-,0.1,0.22,0.02
12,Long-Term Deferred Tax Assets,-,-,0.06,-,-,-,-,1.01,-,-
13,Other Long-Term Assets,-,-,-,14.1,14.1,14.1,14.1,13.45,-,-
14,Total Assets,69.11,73.98,70.92,85.42,83.79,90.34,94.88,89.79,90.07,83.78
15,Accrued Expenses,5.4,5.59,5.43,5.39,4.5,6.72,4.2,3.89,4.33,5.25
16,Short-Term Debt,0.19,0.07,4.13,4.93,-,-,-,-,1.17,0.39
17,Current Portion of Leases,3.99,3.41,3.48,3.28,2.61,3.04,3.44,2.66,2.37,2.09
18,Current Income Taxes Payable,0.24,0.23,0.09,0.02,0.17,0.5,2.03,0.34,-,-
19,Other Current Liabilities,9.81,12.21,-,0.21,-,1.17,-,0.49,-,0.32
20,Total Current Liabilities,19.63,21.51,13.12,13.83,7.27,11.42,9.67,7.38,7.87,8.04
21,Long-Term Leases,3.24,3.37,4.76,5.46,1.28,0.87,2.23,2.16,2.05,1.85
22,Long-Term Deferred Tax Liabilities,0.15,0.15,0.21,0.15,-,-,-,-,-,-
23,Total Liabilities,23.01,25.03,18.09,19.43,8.55,12.3,11.9,9.54,9.92,9.88
24,Common Stock,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
25,Additional Paid-In Capital,34.16,43.97,43.97,59.3,59.3,59.3,59.3,67.86,67.86,67.86
26,Retained Earnings,9.49,2.54,6.41,4.23,13.5,16.29,21.23,9.94,9.84,3.58
27,Comprehensive Income & Other,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
28,Shareholders' Equity,46.09,48.95,52.83,65.99,75.25,78.04,82.98,80.25,80.15,73.89
29,Total Liabilities & Equity,69.11,73.98,70.92,85.42,83.79,90.34,94.88,89.79,90.07,83.78
30,Total Debt,7.42,6.85,12.37,13.67,3.89,3.91,5.67,4.82,5.59,4.32
31,Net Cash (Debt),7.41,10.64,-3.88,-2.96,9.64,15.46,10.97,9.57,22.05,23.36
32,Net Cash Growth,-,-,-,-,-12.18%,61.65%,-50.23%,-59.05%,-42.96%,-70.79%
33,Net Cash Per Share,0.02,0.03,-0.01,-0.01,0.02,0.04,0.03,0.02,0.06,0.06
34,Filing Date Shares Outstanding,400,400,400,400,400,400,400,400,400,400
35,Total Common Shares Outstanding,400,400,400,400,400,400,400,400,400,400
36,Working Capital,36.93,40.31,32.99,43.68,55.69,58.51,63.33,60.92,76.07,69.78
37,Book Value Per Share,0.12,0.12,0.13,0.16,0.19,0.20,0.21,0.20,0.20,0.18
38,Tangible Book Value,46.09,48.95,52.83,65.99,75.25,78.04,82.98,80.25,80.15,73.89
39,Tangible Book Value Per Share,0.12,0.12,0.13,0.16,0.19,0.20,0.21,0.20,0.20,0.18
40,Machinery,-,15.77,-,14.7,-,13.49,-,12.75,-,12.19
41,Leasehold Improvements,-,5.01,-,4.48,-,2.92,-,2.64,-,2.18
