,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,46.48,48.18,46.26,42.73,44.32,44.94,46.76,45.55,38.35,40.43
1,Revenue Growth (YoY),0.48%,12.75%,4.38%,-4.90%,-5.23%,-1.35%,21.93%,12.66%,-1.76%,6.13%
2,Cost of Revenue,30.1,31.26,32.61,30.99,28.87,28.21,28.22,28.91,28.1,27.99
3,Gross Profit,16.38,16.92,13.65,11.74,15.44,16.73,18.55,16.64,10.25,12.45
4,"Selling, General & Admin",-,1.15,-,1.01,-,0.81,-,0.56,-,0.7
5,Other Operating Expenses,5.66,6.14,5.46,4.28,6.17,5.02,5.94,5.94,3.32,4.18
6,Operating Expenses,8.06,9.62,7.98,7.93,7.85,7.8,7.71,8.06,4.74,6.42
7,Operating Income,8.32,7.3,5.67,3.81,7.59,8.93,10.83,8.58,5.51,6.03
8,Interest Expense,-0.17,-0.17,-0.32,-0.18,-0.07,-0.33,-0.31,-0.26,-0.26,-0.2
9,Interest & Investment Income,-,2.63,-,2.82,-,3.25,-,3.46,-,3.29
10,Currency Exchange Gain (Loss),-,-0.06,-,-0.2,-,-0.23,-,0.38,-,-0.09
11,Other Non Operating Income (Expenses),1.28,-1.39,1.41,-2.94,2.97,-1.91,2.29,-1.89,1.91,-1.56
12,EBT Excluding Unusual Items,9.43,8.32,6.76,3.33,10.49,9.72,12.81,10.27,7.16,7.46
13,Gain (Loss) on Sale of Assets,-,0,-,0.34,-,-0,-,-0,-,-0.03
14,Other Unusual Items,-,2.54,-2.54,-1.45,1.46,1.05,2.23,-,-,-
15,Pretax Income,9.43,10.86,4.23,2.22,11.95,10.76,15.04,10.27,7.16,7.43
16,Income Tax Expense,2.48,2.73,2.05,1.28,2.75,2.9,3.75,0.45,0.9,0
17,Earnings From Continuing Operations,6.95,8.13,2.18,0.94,9.2,7.86,11.29,9.82,6.26,7.42
18,Net Income,6.95,8.13,2.18,0.94,9.2,7.86,11.29,9.82,6.26,7.42
19,Net Income to Common,6.95,8.13,2.18,0.94,9.2,7.86,11.29,9.82,6.26,7.42
20,Net Income Growth,218.72%,766.20%,-76.31%,-88.07%,-18.50%,-19.89%,80.47%,32.23%,5.37%,23.00%
21,Shares Outstanding (Basic),400,400,400,400,400,400,400,400,400,400
22,Shares Outstanding (Diluted),400,400,400,400,400,400,400,400,400,400
23,EPS (Basic),0.02,0.02,0.01,0.00,0.02,0.02,0.03,0.02,0.02,0.02
24,EPS (Diluted),0.02,0.02,0.01,0.00,0.02,0.02,0.03,0.02,0.02,0.02
25,EPS Growth,218.72%,766.18%,-76.31%,-88.07%,-18.50%,-19.89%,80.48%,32.23%,5.37%,23.00%
26,Free Cash Flow,6.17,9.62,3.43,-0.52,4.51,13.71,13.1,-3.67,-0.14,6.89
27,Free Cash Flow Per Share,0.02,0.02,0.01,-0.00,0.01,0.03,0.03,-0.01,-0.00,0.02
28,Dividend Per Share,-,-,-,-,-,0.030,0.032,-,0.024,-
29,Dividend Growth,-,-,-,-,-,-,31.69%,-,-,-
30,Operating Margin,17.90%,15.15%,12.26%,8.92%,17.13%,19.87%,23.17%,18.83%,14.37%,14.91%
31,Profit Margin,14.95%,16.86%,4.71%,2.19%,20.77%,17.50%,24.15%,21.55%,16.32%,18.36%
32,Free Cash Flow Margin,13.28%,19.96%,7.42%,-1.21%,10.18%,30.51%,28.01%,-8.06%,-0.35%,17.03%
33,EBITDA,10.72,5.97,8.19,3.24,9.27,8.15,12.61,7.95,6.93,5.75
34,D&A For EBITDA,2.4,-1.34,2.52,-0.57,1.68,-0.78,1.77,-0.63,1.42,-0.28
35,EBIT,8.32,7.3,5.67,3.81,7.59,8.93,10.83,8.58,5.51,6.03
