,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,32428,26127,26076,-,18357,-,21365,19586,35435,31578,28751,-,28959,-,21684,34598,27156,19422,18228,17728,Upgrade
1,Short-Term Investments,146556,141198,141298,-,153477,-,159581,153769,146369,140786,134686,-,125280,-,100024,84024,92024,88591,90591,85755,Upgrade
2,Trading Asset Securities,0.03,-,-,-,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,178984,167325,167374,171833,171833,-,180946,173355,181804,172364,163437,-,154238,-,121708,118622,119180,108013,108820,103484,Upgrade
4,Cash Growth,4.16%,-,-7.50%,-0.88%,-5.48%,-,10.71%,-,17.87%,-,34.29%,-,29.42%,-,11.84%,14.63%,10.36%,-,-,-28.29%,Upgrade
5,Accounts Receivable,16079,18676,18057,-,20201,-,11589,10032,8940,4987,6848,-,2474,-,6737,5213,2295,5562,5712,5885,Upgrade
6,Other Receivables,8291,5875,8183,-,7943,-,7551,9498,8835,7544,9688,-,5753,-,35107,8375,7619,5396,7760,10714,Upgrade
7,Receivables,24370,24551,26240,-,28145,-,19140,19530,17774,12532,16536,-,8227,-,41844,13588,9914,10958,13472,16599,Upgrade
8,Inventory,74446,67594,69201,-,64341,-,56739,35813,27951,35452,46334,-,7971,-,7168,8957,5742,5353,4664,2546,Upgrade
9,Prepaid Expenses,1785,2192,3156,-,2095,-,1262,1034,1551,2647,2968,-,3572,-,4440,1505,1318,949.21,864.14,953.94,Upgrade
10,Other Current Assets,5134,8872,10150,-,9849,-,11367,10954,9537,11065,10164,-,12465,-,8204,947.46,2743,2832,4721,4055,Upgrade
11,Total Current Assets,284718,270535,276121,-,276263,-,269455,240686,238617,234060,239438,-,186474,-,183364,143619,138897,128106,132541,127638,Upgrade
12,"Property, Plant & Equipment",176539,178280,178287,-,179484,-,225167,253083,250424,255403,257344,-,281396,-,267982,259863,256672,250084,232659,226819,Upgrade
