,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 6, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,402600,514800,405900,359700,331650,363000,379500,367950,303600,240900,363000,412500,449900,357500,349800,343200,349800,324500,313500,265100,266200,Upgrade
1,Market Cap Growth,41.82%,41.82%,6.96%,-2.24%,9.24%,50.68%,4.55%,-10.80%,-32.52%,-32.62%,3.77%,20.19%,28.62%,10.17%,11.58%,29.46%,31.40%,15.23%,-2.40%,-16.03%,-19.33%,Upgrade
2,Enterprise Value,281516,386975,288026,222966,194916,225554,242054,218094,154236,91536,233063,294753,324862,239292,231592,243358,278182,252882,237979,187255,187690,Upgrade
3,Last Close Price,24400.00,30821.05,24053.24,21037.45,18962.00,20471.42,20838.62,20204.40,16068.33,12749.87,18800.45,21110.81,22851.74,17990.86,17433.56,16937.47,16839.90,15477.72,14800.99,12217.92,12116.53,Upgrade
4,PE Ratio,17.47,23.57,21.65,14.32,11.05,-,8.25,9.88,8.19,6.61,12.56,17.60,14.54,10.84,-,6.75,8.32,7.86,7.93,6.78,6.60,Upgrade
5,PS Ratio,0.40,0.50,0.39,0.34,0.31,0.35,0.37,0.36,0.21,0.17,0.25,0.30,0.40,0.26,0.26,0.23,0.22,0.20,0.15,0.13,0.13,Upgrade
6,PB Ratio,1.33,1.70,1.34,1.20,1.07,1.17,-,1.24,1.01,0.82,1.27,1.43,-,1.25,-,1.20,1.24,1.15,1.14,0.98,0.99,Upgrade
7,P/TBV Ratio,1.95,1.95,1.53,1.37,1.23,1.34,-,1.37,1.11,0.91,1.41,1.59,-,1.39,-,1.33,1.38,1.29,1.28,1.10,1.11,Upgrade
8,P/FCF Ratio,238.79,-,45.06,-,-,-39.71,-26.85,-,-,-,30.60,-,-,-,5.08,5.97,12.44,-,-97.26,-,13.61,Upgrade
9,P/OCF Ratio,84.95,-,14.61,-,-,31.96,-41.75,-,-,-,49.06,-,10.52,-,4.55,5.23,10.80,-,12291.65,-,11.53,Upgrade
10,EV/Sales Ratio,0.28,0.38,0.28,0.21,0.18,0.22,0.23,0.21,0.11,0.06,0.16,0.21,0.29,0.18,0.17,0.16,0.17,0.16,0.12,0.09,0.09,Upgrade
11,EV/EBITDA Ratio,6.81,38.56,-,-,-,5.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,7.91,11.01,7.57,5.09,4.26,4.97,5.36,6.31,4.68,2.79,9.88,16.89,12.85,8.18,-,5.09,6.71,6.36,5.72,4.39,4.41,Upgrade
13,EV/FCF Ratio,166.97,-,31.97,-,-,-24.67,-17.13,-,-,-,19.65,-,-,-,3.36,4.24,9.90,-,-73.83,-,9.60,Upgrade
14,Debt / Equity Ratio,0.19,0.19,0.13,0.16,0.11,0.11,-,0.15,0.08,0.07,0.08,0.12,-,0.10,-,0.01,0.07,0.19,0.13,0.12,0.10,Upgrade
15,Debt / EBITDA Ratio,1.44,1.44,-,-,-,0.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Debt / FCF Ratio,34.34,-,4.38,-,-,-3.84,-,-,-,-,1.94,-,-,-,-,0.06,0.67,-,-11.29,-,1.31,Upgrade
17,Asset Turnover,1.76,1.75,-,-,-,-,1.62,-,1.80,1.68,-,-,-,-,2.78,-,2.44,2.44,4.26,3.88,Upgrade,
18,Inventory Turnover,12.65,12.67,13.17,-,-,-,-,19.01,-,31.79,22.83,-,-,-,-,174.20,-,202.81,217.09,537.76,346.64,Upgrade
19,Quick Ratio,1.02,1.02,1.04,1.00,-,1.09,-,0.90,0.89,0.90,0.84,0.80,-,0.83,-,2.60,2.49,1.43,1.65,1.92,2.41,Upgrade
20,Current Ratio,1.42,1.42,1.47,1.43,-,1.51,-,1.21,1.12,1.08,1.06,1.07,-,0.95,-,2.92,2.70,1.54,1.78,2.08,2.56,Upgrade
21,Return on Equity (ROE),11.86%,10.21%,7.55%,9.01%,-,-,14.25%,-,17.36%,7.38%,-,-,-,-,25.23%,-,16.35%,16.67%,13.68%,14.08%,Upgrade,
22,Return on Assets (ROA),3.88%,3.70%,-,-,-,-,4.35%,-,4.84%,1.56%,-,-,-,-,7.74%,-,4.05%,5.41%,5.56%,5.22%,Upgrade,
23,Return on Capital (ROIC),6.57%,6.34%,6.41%,5.95%,-,-,8.17%,-,9.60%,3.07%,-,-,-,-,14.43%,-,6.41%,8.76%,9.00%,8.47%,Upgrade,
24,Return on Capital Employed (ROCE),8.57%,8.75%,9.36%,10.83%,-,10.97%,-,8.58%,8.08%,8.22%,5.96%,4.39%,-,7.38%,-,9.32%,8.75%,9.24%,9.62%,9.97%,10.00%,Upgrade
25,Earnings Yield,5.73%,5.72%,8.17%,10.99%,13.40%,12.72%,12.13%,10.12%,12.21%,15.13%,7.96%,5.68%,6.88%,9.23%,11.24%,14.81%,12.03%,12.72%,12.60%,14.75%,15.15%,Upgrade
26,FCF Yield,0.42%,0.33%,2.22%,-0.05%,-1.16%,-2.52%,-3.72%,-0.16%,2.30%,-,3.27%,-,7.35%,-,19.69%,16.74%,8.04%,-2.66%,-1.03%,-2.27%,7.35%,Upgrade
27,Dividend Yield,5.74%,-,3.74%,2.85%,3.16%,-,-,5.94%,7.47%,-,4.79%,1.42%,-,-,-,1.18%,-,-,-,-,-,Upgrade
28,Payout Ratio,91.23%,55.03%,66.41%,155.29%,128.32%,38.77%,-,91.50%,58.36%,-,5.16%,-,40.61%,-,-,48.82%,32.53%,28.32%,58.15%,10.44%,25.91%,Upgrade
29,Buyback Yield / Dilution,4.74%,4.73%,-0.95%,-1.03%,-2.93%,-39.42%,-0.65%,-23.50%,-7.20%,-20.19%,-9.20%,10.61%,12.19%,34.28%,-11.88%,1.29%,-12.48%,-1.07%,0.02%,-0.11%,Upgrade,
30,Total Shareholder Return,5.74%,4.74%,8.47%,1.90%,2.14%,-2.93%,-39.42%,5.29%,-16.03%,-7.20%,-15.40%,-7.78%,10.61%,12.19%,34.28%,-10.70%,1.29%,-12.48%,-1.07%,0.02%,-0.11%,Upgrade
