,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,5126,4246,2538,4121,4296,4472,3945,4497,5075,4774,4749,5352,6357,6156,9321,6432,3894,5578,5176,5452,6407,Upgrade
1,Market Cap Growth,-5.06%,-5.06%,-35.67%,-8.38%,-15.35%,-6.32%,-16.93%,-15.96%,-20.16%,-22.45%,-49.06%,-16.80%,63.23%,10.36%,80.10%,17.97%,-39.22%,4.72%,-21.67%,-32.19%,10.39%,Upgrade
2,Enterprise Value,5588,4593,2835,4906,5082,5265,4868,5649,6227,5969,5949,6766,7771,7754,11059,7427,4889,6529,6838,6293,7247,Upgrade
3,Last Close Price,2.04,1.69,1.01,1.64,1.71,1.78,1.57,1.79,2.02,1.90,1.89,2.13,2.53,2.45,3.71,2.56,1.55,2.22,2.06,2.17,2.55,Upgrade
4,PE Ratio,173.04,-,25.82,73.56,-,-260.95,-,-7.22,-,-,-,-,-,-,-,-12.40,-,-,-,-,-,Upgrade
5,Forward PE,-,194.00,194.00,194.00,194.00,194.00,194.00,194.00,194.00,194.00,194.00,194.00,194.00,194.00,194.00,194.00,194.00,222.00,206.00,-,-,Upgrade
6,PS Ratio,6.95,4.07,2.09,3.36,3.17,3.42,3.09,3.27,3.53,2.85,2.39,2.32,2.41,2.01,2.59,1.74,1.02,1.35,1.19,1.17,1.17,Upgrade
7,PB Ratio,9.77,8.09,4.58,7.90,9.53,15.96,15.85,15.47,20.97,16.89,13.68,9.64,6.11,5.80,8.12,4.92,3.30,4.18,3.31,2.99,3.14,Upgrade
8,P/TBV Ratio,8.17,8.17,4.63,7.99,9.67,16.86,16.91,16.38,22.58,18.03,14.46,9.99,6.23,5.91,8.28,5.05,3.39,4.28,3.39,3.05,3.20,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-187.96,-,-13.07,-,-,-,-,29.86,-,-,-,21.09,-,-,-,-294.09,Upgrade
10,P/OCF Ratio,-,-,-,-,-,180.19,-,-14.08,-,-,-,-,22.65,-,-,14.56,15.91,-,-,-,54.94,Upgrade
11,PEG Ratio,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,Upgrade
