,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,412,486,482,578,648,526,635,635,495,416,526,Upgrade
1,Market Cap Growth,-15.91%,-15.91%,-25.68%,10.00%,2.07%,-17.24%,28.32%,52.63%,-5.83%,-26.36%,-18.37%,Upgrade
2,Enterprise Value,2042,1892,1508,1219,1174,832,1215,1669,1550,2053,2013,Upgrade
3,Last Close Price,0.94,1.08,1.05,1.23,1.35,1.08,1.28,1.26,0.93,0.78,0.97,Upgrade
4,PE Ratio,7.70,9.10,7.18,8.83,13.06,11.67,9.32,5.28,3.29,15.37,-,Upgrade
5,PS Ratio,0.05,0.06,0.06,0.08,0.10,0.08,0.09,0.10,0.07,0.06,0.08,Upgrade
6,PB Ratio,0.27,0.32,0.32,0.39,0.43,0.36,0.41,0.42,0.33,0.30,0.41,Upgrade
7,P/TBV Ratio,0.32,0.32,0.33,0.40,0.44,0.37,0.42,0.43,0.34,0.31,0.42,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,0.85,1.45,0.75,0.72,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-,0.78,1.35,0.73,0.71,-,Upgrade
10,EV/Sales Ratio,0.23,0.22,0.19,0.17,0.18,0.12,0.18,0.26,0.23,0.30,0.30,Upgrade
11,EV/EBITDA Ratio,8.55,8.48,6.80,6.17,6.85,4.13,5.73,8.00,6.26,16.48,-,Upgrade
12,EV/EBIT Ratio,13.58,11.72,9.37,9.06,11.55,6.66,9.15,12.90,9.20,46.05,-,Upgrade
13,EV/FCF Ratio,-4.32,-,-,-,-,-,1.62,3.81,2.36,3.58,-,Upgrade
14,Debt / Equity Ratio,1.59,1.59,1.54,1.10,0.92,0.82,0.88,1.20,1.19,1.49,1.79,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,-,1.80,4.11,2.68,3.56,-,Upgrade
16,Return on Capital Employed (ROCE),7.67%,7.67%,8.20%,6.17%,5.16%,6.99%,6.96%,7.05%,7.14%,1.68%,-,Upgrade
17,Earnings Yield,12.98%,10.99%,13.92%,11.32%,7.66%,8.57%,10.73%,18.95%,30.39%,6.51%,-7.91%,Upgrade
18,FCF Yield,-114.83%,-97.25%,-129.33%,-69.88%,-44.05%,21.18%,118.15%,68.94%,132.67%,137.95%,6.58%,Upgrade
19,Dividend Yield,5.32%,4.62%,4.77%,4.07%,3.69%,4.64%,3.91%,7.41%,8.36%,3.22%,2.59%,Upgrade
20,Total Shareholder Return,5.32%,4.62%,4.77%,4.07%,3.69%,4.64%,3.91%,7.41%,8.36%,3.22%,2.59%,Upgrade
