,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,120,158,156,90,131,146,158,180,816,1071,1690,1755,713,779,962,238,193,202,246,93,339,Upgrade
1,Market Cap Growth,8.33%,8.33%,-1.54%,-50.00%,-83.88%,-86.36%,-90.63%,-89.74%,14.33%,37.50%,75.70%,636.42%,269.56%,285.51%,290.71%,155.56%,-43.14%,-54.93%,-49.85%,-85.92%,-64.07%,Upgrade
2,Enterprise Value,2185,2223,2226,2153,2179,2188,2211,2202,2810,3041,3617,3637,2620,2710,2878,2121,2048,2051,2088,1918,2117,Upgrade
3,Last Close Price,0.41,0.65,0.64,0.37,0.54,0.60,0.65,0.74,3.35,4.40,6.94,7.21,2.93,3.20,3.95,1.84,1.49,1.56,1.90,0.72,2.65,Upgrade
4,PE Ratio,-,-,-,-,-1.15,-,-0.15,-,-,0.44,2.14,4.63,-,2.91,-,-,14.24,-,-0.48,-,-,Upgrade
5,PS Ratio,0.46,0.89,1.05,0.59,1.00,1.01,0.83,0.96,5.64,-16.35,25.17,-,809.62,4.25,314.41,78.87,7.59,2.63,-,0.43,1.35,Upgrade
6,PB Ratio,0.30,0.48,0.47,0.23,0.24,-,0.26,0.32,1.29,0.31,1.00,1.20,0.66,0.72,1.03,0.24,0.19,0.25,0.28,0.13,0.36,Upgrade
7,P/TBV Ratio,0.47,0.47,0.46,0.22,0.24,-,0.25,0.31,1.28,0.31,0.99,1.20,0.65,0.72,1.03,0.24,0.19,0.25,0.28,0.13,0.36,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-1.87,-,-,-,-,-,-,-64.10,-,-,-2.45,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-,-2.10,-,-,-,-,-,-,27.72,-,-,-2.80,-,-,-,-,Upgrade
10,EV/Sales Ratio,10.03,12.55,15.02,14.07,16.52,15.12,11.66,11.75,19.42,-46.42,53.87,-,-,14.78,-,701.86,80.55,26.72,-,8.85,8.44,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,1.21,5.32,15.58,-,26.33,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,1.21,5.38,16.29,-,30.55,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,-62.96,-,-,-,-,-,-26.12,-,-,-,-,-,-,-222.99,-,-,-26.04,-,-,-,-,Upgrade
