,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Operating Revenue,48.52,154.97,34.31,40.01,231.63,24.34,38.25,10.95,14.82,153.24,7.75,15.53,59.88,56.99,80.28,23.16,173.72,41.61,18.83,7.17,Upgrade
1,Other Revenue,11.6,14.26,3.04,3.62,18.07,5.02,5.91,0.07,0.07,0.05,2.46,0.95,-8.08,1.13,-24.2,35.51,7.25,3.39,8.03,38.22,Upgrade
2,Revenue,60.12,169.23,37.35,43.63,249.69,29.36,44.16,11.02,14.89,153.29,10.21,16.48,51.8,58.12,56.08,58.67,180.97,45,26.86,45.4,Upgrade
3,Revenue Growth (YoY),-75.92%,476.44%,-15.41%,295.80%,1577.13%,-80.85%,332.58%,-33.10%,-71.26%,163.74%,-81.80%,-71.91%,-71.37%,29.17%,108.81%,29.23%,-,-41.73%,-89.78%,-75.98%,Upgrade
4,Cost of Revenue,4.68,-,-,-,-,-,-,-,90.41,4,-4,-,151.93,-10.92,10.92,-,1906,-994.06,994.06,-,Upgrade
5,Gross Profit,55.43,169.23,37.35,43.63,249.69,29.36,44.16,11.02,-75.52,149.29,14.21,16.48,-100.13,69.05,45.16,58.67,-1725,1039,-967.2,45.4,Upgrade
6,"Selling, General & Admin",69.7,59.31,58.61,51.66,102.32,19.97,18.54,43.72,55.76,45.02,39.27,46.68,65.26,30.48,51.28,57.85,123.76,118.18,66.61,57.27,Upgrade
7,Other Operating Expenses,4.21,1.55,0.76,0.16,3.67,-1.47,-44.7,-0.19,1.47,1.01,0.84,0.68,1.03,1.33,1.05,0.56,-1.68,0.74,0.76,0.78,Upgrade
8,Operating Expenses,57.61,84.2,50.16,54,118.67,6.42,-35.35,52.12,-90.63,202.3,36.88,50.59,-129.21,229.79,-20.13,128.54,-3136,3503,-183.69,336.48,Upgrade
9,Operating Income,-2.17,85.03,-12.81,-10.37,131.02,22.94,79.51,-41.1,15.11,-53,-22.67,-34.11,29.08,-160.75,65.29,-69.87,1411,-2464,-783.51,-291.09,Upgrade
