,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Rental Revenue,46.96,45.35,51.61,37.95,58.93,43.8,43.57,41.33,47.8,-,Upgrade
1,Other Revenue,-94.21,-81.6,50.46,-60.89,62.94,260.66,-306.04,97.38,-94.06,-,Upgrade
2,Total Revenue,-47.25,-36.25,102.07,-22.94,121.87,304.46,-262.47,138.71,-46.25,-,Upgrade
3,Revenue Growth (YoY,-,-,-16.25%,-,-,119.50%,-,-,-,-,Upgrade
4,Property Expenses,3.22,1.79,4.68,-0.04,3.58,0.03,5.88,2.89,6.13,-,Upgrade
5,"Selling, General & Administrative",48.03,100.63,64.64,134.98,46.48,173.57,93.72,148.87,75.88,-,Upgrade
6,Other Operating Expenses,-,489.13,-,251.58,-,0.95,-,-,-,-,Upgrade
7,Total Operating Expenses,51.25,591.54,69.32,386.52,50.06,174.55,99.6,151.76,82.01,-,Upgrade
8,Operating Income,-98.5,-627.8,32.75,-409.45,71.81,129.92,-362.07,-13.05,-128.26,-,Upgrade
9,Interest Expense,-245.35,-147.16,-195.26,-252.97,-277.06,-243.25,-166.76,-115.79,-100.89,-,Upgrade
10,Interest & Investment Income,36.18,45.92,157.34,211.06,244.5,134.85,154.85,129.04,151.55,-,Upgrade
11,Currency Exchange Gain (Loss),0.02,-0.04,0.08,-0.67,-0.89,0.15,-1.57,-0.11,-0.7,-,Upgrade
12,Other Non-Operating Income,1.33,33.36,-5.54,-19.25,11.8,3.18,18.09,43.38,1.7,-,Upgrade
13,EBT Excluding Unusual Items,-306.32,-695.71,-10.64,-471.28,50.16,24.85,-357.46,43.47,-76.6,-,Upgrade
14,Gain (Loss) on Sale of Investments,-21.43,-182.46,-46.54,-54.23,-108.89,-1457,-36.14,-313.69,-84.69,-,Upgrade
15,Gain (Loss) on Sale of Assets,-,26.51,-0.04,-0.06,-,-0.41,-,-0,-0.02,-,Upgrade
16,Asset Writedown,-19.11,-35.59,-28.05,-177.14,-33.83,-2.31,31.31,3.09,-16.64,-,Upgrade
17,Other Unusual Items,5.53,-8.35,8.59,40.26,-40.26,-18.87,18.87,0.58,-,-,Upgrade
18,Pretax Income,-341.34,-895.6,-76.68,-662.44,-132.83,-1454,-343.43,-266.56,-177.95,-,Upgrade
19,Income Tax Expense,-6.46,-8.92,-7.09,-45.64,-6.97,7.73,7.53,0.77,-4.17,-,Upgrade
20,Earnings From Continuing Operations,-334.87,-886.68,-69.6,-616.8,-125.86,-1462,-350.95,-267.32,-173.78,-,Upgrade
21,Net Income to Company,-334.87,-886.68,-69.6,-616.8,-125.86,-1462,-350.95,-267.32,-173.78,-,Upgrade
22,Minority Interest in Earnings,27.87,33.53,-24.67,28.59,-20.49,260.27,99.62,100.83,22.63,-,Upgrade
23,Net Income,-307,-853.15,-94.26,-588.21,-146.35,-1201,-251.33,-166.49,-151.15,-,Upgrade
24,Net Income to Common,-307,-853.15,-94.26,-588.21,-146.35,-1201,-251.33,-166.49,-151.15,-,Upgrade
25,Basic Shares Outstanding,2305,2305,2305,2305,2305,2305,2305,2305,2305,-,Upgrade
26,Diluted Shares Outstanding,2305,2305,2305,2305,2305,2305,2305,2305,2305,-,Upgrade
27,EPS (Basic),-0.13,-0.37,-0.04,-0.26,-0.06,-0.52,-0.11,-0.07,-0.07,-,Upgrade
28,EPS (Diluted),-0.13,-0.37,-0.04,-0.26,-0.06,-0.52,-0.11,-0.07,-0.07,-,Upgrade
29,Operating Margin,-,-,32.09%,-,58.92%,42.67%,-,-9.41%,-,-,Upgrade
30,Profit Margin,-,-,-92.35%,-,-120.09%,-394.55%,-,-120.03%,-,-,Upgrade
31,Free Cash Flow Margin,-,-,-180.70%,-,-186.09%,-214.00%,-,-57.65%,-,-,Upgrade
32,EBITDA,-95.61,-621.62,38.84,-402.71,78.6,136.75,-356.65,-7.5,-122.44,-,Upgrade
33,D&A For Ebitda,2.89,6.18,6.09,6.74,6.79,6.83,5.42,5.56,5.82,115.88,Upgrade
34,EBIT,-98.5,-627.8,32.75,-409.45,71.81,129.92,-362.07,-13.05,-128.26,-,Upgrade
