,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,"Property, Plant & Equipment",2190,2227,2491,2591,2894,3053.0,3016,2929,2749,2800,Upgrade
1,Cash & Equivalents,61.79,57.33,34.77,97.52,90.08,116.76,119.51,769.77,201.68,190.25,Upgrade
2,Accounts Receivable,12.13,6.36,5.89,3.93,1.69,4.38,7.75,7.32,10.47,8.74,Upgrade
3,Other Receivables,1.65,389.25,359.19,896.24,51.52,306.23,217.07,146.18,55.15,112.92,Upgrade
4,Investment In Debt and Equity Securities,1.64,1.64,1.64,1.64,23.52,167.69,2.78,2.78,2.78,2.78,Upgrade
5,Other Intangible Assets,-,-,-,-,2.81,2.81,-,-,-,-,Upgrade
6,Loans Receivable Current,1812,1894,2165,2246,2609,2240.0,1751,1792,1666,1687,Upgrade
7,Other Current Assets,842.18,450.5,1168,1117,841.35,515.65,772.54,395.06,287.6,132.52,Upgrade
8,Trading Asset Securities,374.94,434.68,626.34,809.43,967.33,952.68,797.72,875.21,689.29,807.51,Upgrade
9,Other Long-Term Assets,2193,2310,2234,2255,4171,4213.0,4183,4321,4553,4532,Upgrade
10,Total Assets,7489,7771,9086,10019,11653,11572.0,10867,11239,10215,10273,Upgrade
11,Current Portion of Long-Term Debt,643.52,478.29,1688,1399,1852,1843.0,421.53,341.18,114.26,131.94,Upgrade
12,Current Portion of Leases,3.77,2.19,2.06,2.05,2.05,2.05,-,-,-,-,Upgrade
13,Long-Term Debt,40.53,66.89,2096,2542,3576,3194.0,2663,2804,2064,1843,Upgrade
14,Long-Term Leases,39.41,43.11,40.56,45.96,52.06,52.4,51.26,48.53,44.49,-,Upgrade
15,Accrued Expenses,551,109.2,656.22,183.77,411.96,146.55,288.45,111.39,258.79,117.76,Upgrade
16,Current Income Taxes Payable,107.11,107.11,107.09,107.34,108.12,109.46,108.93,108.27,123,106.7,Upgrade
17,Other Current Liabilities,-,268.37,-,978.46,-,212.48,-,131,1.51,125.13,Upgrade
18,Long-Term Deferred Tax Liabilities,154.7,161.16,185.81,192.03,240.83,248.54,245.65,238.02,241.41,252,Upgrade
19,Total Liabilities,4365,4285,4775,5524,6271,5854.0,3807,3855,2897,2749,Upgrade
20,Common Stock,3627,3627,3627,3627,3627,3627.0,3627,3627,3627,3627,Upgrade
21,Retained Earnings,-882.33,-575.33,73.71,167.97,756.18,902.53,2104,2355,2575,2657,Upgrade
22,Comprehensive Income & Other,48.03,68.34,217.86,227.65,534.8,702.03,594.36,577.83,228.24,338.81,Upgrade
23,Total Common Equity,2792,3120,3918,4022,4918,5231.0,6325,6560,6430,6622,Upgrade
24,Minority Interest,332.08,366.64,392.66,472.12,464.21,486.89,735.11,824.24,887.9,902.14,Upgrade
25,Shareholders' Equity,3125,3486,4311,4495,5382,5718.0,7060,7384,7318,7524,Upgrade
26,Total Liabilities & Equity,7489,7771,9086,10019,11653,11572.0,10867,11239,10215,10273,Upgrade
27,Total Debt,3552,3639,3826,4063,5510,5137.0,3164,3266,2272,2147,Upgrade
28,Net Cash / Debt,-3115,-3147,-3165,-3156,-4452,-4067.0,-2247,-1621,-1381,-1150,Upgrade
29,Net Cash Per Share,-1.35,-1.37,-1.37,-1.37,-1.93,-1.76,-0.97,-0.70,-0.60,-,Upgrade
30,Filing Date Shares Outstanding,2305,2305,2305,2305,2305,2305.0,2305,2305,2305,2305,Upgrade
31,Total Common Shares Outstanding,2305,2305,2305,2305,2305,2305.0,2305,2305,2305,2305,Upgrade
32,Book Value Per Share,1.21,1.35,1.70,1.75,2.13,2.27,2.74,2.85,2.79,2.87,Upgrade
33,Tangible Book Value,2792,3120,3918,4022,4915,5229.0,6325,6560,6430,6622,Upgrade
34,Tangible Book Value Per Share,1.21,1.35,1.70,1.75,2.13,2.27,2.74,2.85,2.79,2.87,Upgrade
35,Land,-,36.96,-,214.64,-,240.74,-,235.66,-,299.24,Upgrade
