,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,203,277,318,680,749,922,1152,1383,2097,2236,2904,Upgrade
1,Market Cap Growth,-59.32%,-59.32%,-57.54%,-26.25%,-35.00%,-33.33%,-45.05%,-38.14%,-27.78%,-36.60%,-17.65%,Upgrade
2,Enterprise Value,3650,3790,3875,4308,5666,5476,4135,3828,4367,4312,4578,Upgrade
3,Last Close Price,0.09,0.12,0.14,0.29,0.33,0.40,0.50,0.60,0.91,0.97,1.26,Upgrade
4,PS Ratio,-3.31,-3.31,4.83,8.59,7.57,2.16,27.44,-11.17,22.69,-48.34,-,Upgrade
5,PB Ratio,0.07,0.09,0.09,0.16,0.17,0.17,0.20,0.20,0.28,0.31,0.39,Upgrade
6,EV/Sales Ratio,-,-,-,54.44,-,12.84,98.45,-,47.23,-,-,Upgrade
7,EV/EBITDA Ratio,-,-,-,-11.84,-,25.43,-18.80,-,-,-,-,Upgrade
8,EV/EBIT Ratio,-,-,-,-11.44,-,27.15,-17.81,-,-,-,-,Upgrade
9,Debt / Equity Ratio,1.14,1.14,1.04,0.89,0.90,1.02,0.90,0.45,0.44,0.31,0.29,Upgrade
10,Earnings Yield,-571.99%,-419.46%,-297.86%,-100.37%,-98.06%,-146.17%,-126.05%,-30.21%,-15.14%,-6.76%,-,Upgrade
11,FCF Yield,-116.16%,-116.16%,-142.07%,-69.04%,-68.32%,-95.27%,-63.31%,-11.42%,-8.01%,-3.94%,-,Upgrade
