,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Sep '19 Sep 30, 2019",+2 Quarters
0,Market Capitalization,108,205,74,150,152,295,238,340,250,200,300,Upgrade
1,Market Cap Growth,36.67%,36.67%,-51.32%,-49.15%,-36.13%,-13.24%,-4.80%,70.00%,-16.67%,-42.03%,-9.09%,Upgrade
2,Enterprise Value,329,652,512,595,623,770,714,861,624,582,707,Upgrade
3,Last Close Price,0.11,0.20,0.07,0.15,0.15,0.29,0.24,0.34,0.47,0.37,0.56,Upgrade
4,PE Ratio,-,-,-,-,-,31.58,23.15,63.07,86.33,34.29,23.82,Upgrade
5,PS Ratio,1.98,3.62,1.32,3.40,2.70,3.94,2.80,4.00,3.15,3.71,4.87,Upgrade
6,PB Ratio,0.36,0.57,0.19,0.38,0.34,0.55,0.43,0.63,0.73,0.68,0.98,Upgrade
7,P/FCF Ratio,0.86,0.86,10.22,-,9.25,-,-5.23,-,4.47,5.63,23.21,Upgrade
8,P/OCF Ratio,0.86,0.86,10.22,-,9.25,-,-5.23,-,4.47,5.63,23.21,Upgrade
9,EV/Sales Ratio,6.04,11.53,9.15,13.52,11.07,10.28,8.42,10.14,7.88,10.81,11.49,Upgrade
10,EV/EBITDA Ratio,202.57,-,-408.96,-,170.95,61.35,135.67,-,25.81,30.50,31.30,Upgrade
11,EV/EBIT Ratio,-,-,-79.96,-,-763.61,-,1405.20,-,32.08,40.20,39.33,Upgrade
12,EV/FCF Ratio,2.75,2.75,70.88,-,38.00,-,-15.71,-,11.18,16.41,54.81,Upgrade
13,Debt / Equity Ratio,1.50,1.50,1.43,1.40,1.28,1.22,1.24,1.26,1.68,1.47,1.50,Upgrade
14,Debt / FCF Ratio,2.27,2.27,76.86,-,35.06,-,-15.03,-,10.29,12.13,35.59,Upgrade
15,Earnings Yield,-23.86%,-12.57%,-70.56%,-75.33%,-47.32%,3.17%,4.32%,1.59%,1.16%,2.92%,4.20%,Upgrade
16,FCF Yield,115.88%,115.88%,9.78%,2.15%,10.81%,7.30%,-19.13%,-8.69%,22.36%,17.77%,4.31%,Upgrade
17,Buyback Yield / Dilution,-,-,-,5.31%,-61.43%,-111.22%,-23.89%,-,-,-,Upgrade,
18,Total Shareholder Return,-,-,-,5.31%,-61.43%,-111.22%,-23.89%,-,-,-,Upgrade,
